22619     .      .      .      .      .      .      .     0.1    1.1    4.2    7.7   17.7   35.5   49.0   68.3   59.3   36.1   14.2    5.3     .      .      .      .      . 
22641     .      .      .      .      .      .     0.0    1.1    1.9    7.0   14.0   28.2   48.8   71.3   91.2   70.2   60.8   26.7   15.1     .      .      .      .      . 
22676     .      .      .      .      .     0.0    0.2    1.3    1.9    7.0   13.0   35.5   53.9   77.3   89.6   71.8   31.0   19.7    5.8     .      .      .      .      . 
22768     .      .      .      .     0.1    0.1    0.8    2.4    5.4   11.5   24.6   44.5   79.0  107.6  134.8  106.4   81.1   40.9   16.7    1.6    3.8     .      .      . 
22802     .      .      .      .      .      .     0.0    0.7    1.8    4.6   10.1   23.6   45.8   60.2   91.7   81.0   56.8   30.8    4.6     .      .      .      .      . 
22820     .      .      .      .      .      .     0.1    0.6    1.8    7.6   12.6   21.4   43.6   64.8   80.0   69.7   60.8   31.6   10.1     .      .      .      .      . 
22837     .      .      .      .      .     0.1    0.6    1.7    4.2   10.9   21.7   34.1   59.4   94.1  113.2  102.5   83.3   46.3   13.2    4.5     .      .      .      . 
23022     .      .      .      .      .      .      .      .      .      .     0.1    0.3    1.3    1.3    0.6    0.5    0.4    0.1     .      .      .      .      .      . 
23032     .      .      .      .      .      .      .      .      .      .      .     0.1    0.8    1.6    1.1    0.5    0.1     .      .      .      .      .      .      . 
23058     .      .      .      .      .      .      .      .      .      .      .     1.2    3.0    8.5    8.5    3.6    4.1    0.3     .      .      .      .      .      . 
23074     .      .      .      .      .      .      .      .      .      .     0.8    3.3    6.9   16.8   20.7   17.2    7.1    2.3     .      .      .      .      .      . 
23205     .      .      .      .      .      .      .     0.0    0.0    0.5    2.6    4.9   10.5   17.8   19.5   19.7    6.9    1.4    2.1     .      .      .      .      . 
23242     .      .      .      .      .      .      .      .      .      .     0.1    0.4    1.8    6.5    6.4    3.9    5.9    0.9     .      .      .      .      .      . 
23256     .      .      .      .      .      .      .      .      .      .     1.8    6.1   11.8   25.2   22.6   13.1   13.9    3.3     .      .      .      .      .      . 
23274     .      .      .      .      .      .      .      .     0.2    0.3    3.2   10.7   19.9   35.3   43.6   26.6   22.3    9.3    2.4     .      .      .      .      . 
23324     .      .      .      .      .      .      .      .     0.2    1.2    3.1    6.9   14.2   23.6   28.0   20.0   10.4    3.9     .      .      .      .      .      . 
23330     .      .      .      .      .      .      .      .     0.1    0.1    1.9    4.6   11.5   21.0   25.2   18.0    9.7    2.3    0.7     .      .      .      .      . 
23383     .      .      .      .      .      .      .      .      .      .     0.5    4.1    6.5   12.8   16.6    7.3    4.3    0.5     .      .      .      .      .      . 
23405     .      .      .      .      .      .     0.0    0.2    0.7    2.4    6.6   18.0   24.3   40.1   46.1   39.4   23.5   12.5    4.8     .      .      .      .      . 
23445     .      .      .      .      .      .      .     0.2    0.1    2.0    7.0   16.3   34.1   49.3   54.9   29.4   30.1    2.4    1.1     .      .      .      .      . 
23463     .      .      .      .      .      .      .      .     0.8    0.5    5.6   14.8   23.7   42.9   36.0   21.7   22.9    4.2   10.2     .      .      .      .      . 
23472     .      .      .      .      .      .      .      .     0.5    0.6    6.0   19.9   36.8   56.2   68.8   51.7   43.0   18.5    8.6     .      .      .      .      . 
23552     .      .      .      .      .      .      .     0.0    0.3    1.8    6.5   17.8   41.8   60.5   60.1   39.8   34.4    4.8    4.6     .      .      .      .      . 
23631     .      .      .      .      .      .     0.0    0.2    0.8    3.4    7.8   22.6   37.9   59.9   77.1   55.7   29.1    9.8    6.3     .      .      .      .      . 
23662     .      .      .      .      .      .      .     0.0    0.9    3.3   11.9   24.3   48.5   71.4   75.6   51.7   42.3    8.0   11.5    1.2     .      .      .      . 
23678     .      .      .      .      .      .      .     0.0    0.5    3.7   10.6   28.8   54.8   80.9   95.1   78.5   50.3   20.9   13.5    1.2     .      .      .      . 
23711     .      .      .      .     0.0    0.0    0.2    0.7    1.7    5.7   14.4   33.2   46.3   66.3   84.6   59.9   37.8   20.0    4.5    1.0     .      .      .      . 
23724     .      .      .      .      .      .     0.1    0.4    2.4    7.3   15.3   33.2   52.3   68.8   79.2   61.1   34.6   21.5    1.5    4.3     .      .      .      . 
23734     .      .      .      .      .      .     0.0    0.3    1.4    6.2   13.2   32.4   55.1   76.3  101.9   79.7   41.6   18.8    3.6    1.0     .      .      .      . 
23867     .      .      .      .      .      .     0.1    0.5    2.4    9.8   21.0   48.2   82.0  108.0  114.4   83.6   75.8   29.7   22.9   12.3     .      .      .      . 
23884     .      .      .      .      .      .      .     0.1    1.5    7.3   17.0   40.9   69.9  102.0  121.4   98.0   83.5   15.3   19.8    1.7     .      .      .      . 
23891     .      .      .      .      .      .      .     0.0    0.6    4.2   10.2   25.4   45.6   73.7   82.5   49.4   34.7    2.8     .      .      .      .      .      . 
23914     .      .      .      .      .     0.0    0.7    1.9    4.6   13.0   28.1   52.3   76.6   98.2  119.0  111.2   80.2   43.2   14.7    6.0     .      .      .      . 
23921     .      .      .      .      .     0.0    0.2    0.7    4.0   10.8   23.8   43.7   69.1   93.7  114.4   92.8   51.8   35.7    6.2    1.7     .      .      .      . 
23933     .      .      .      .     0.0    0.0    0.3    0.7    3.6    9.5   21.5   48.1   80.2  106.0  133.5  117.0   61.2   35.4   16.2    7.1     .      .      .      . 
23955     .      .      .      .      .      .     0.2    0.6    3.4    9.7   24.2   48.9   82.2  106.8  112.0   84.1   88.8   32.9   25.5    7.7    2.0     .      .      . 
23966     .      .      .      .      .      .     0.0    0.3    1.8    7.9   19.9   41.4   70.3  100.0  109.4   78.7   67.7   15.9   19.8    2.5     .      .      .      . 
23986     .      .      .      .      .      .      .     0.2    1.3    6.0    9.3   21.3   36.7   55.9   64.2   41.0   32.6    9.7    8.2     .      .      .      .      . 
24125     .      .      .      .      .      .      .      .     0.4    1.0    3.0   12.2   23.5   37.9   42.4   18.2   17.8    5.2    0.8     .      .      .      .      . 
24136     .      .      .      .      .      .      .      .     0.2    1.7    3.4   17.1   27.3   41.7   39.8   25.5   10.8    1.8     .      .      .      .      .      . 
24143     .      .      .      .      .      .      .      .     0.2    0.5    2.7   11.8   18.6   37.9   32.0   27.4   13.4    1.9     .      .      .      .      .      . 
24266     .      .      .      .      .      .      .      .     0.4    3.2   11.2   25.4   45.7   64.0   51.9   35.4   16.9    2.1    1.1     .      .      .      .      . 
24329     .      .      .      .      .      .      .      .     0.1    1.4    3.4   12.3   25.4   33.0   28.9   17.3    6.9     .      .      .      .      .      .      . 
24343     .      .      .      .      .      .      .      .     0.2    1.3    3.8   19.6   35.5   57.0   56.9   49.7   25.5    2.5     .      .      .      .      .      . 
24382     .      .      .      .      .      .      .     0.0    0.7    3.8   11.7   26.5   44.6   42.5   47.2   33.4   14.4    5.7    2.6     .      .      .      .      . 
24507     .      .      .      .      .      .      .      .     0.3    2.6    7.7   22.4   44.2   71.6   68.4   44.3   28.2    5.8    1.1     .      .      .      .      . 
24606     .      .      .      .      .      .      .     0.0    0.5    2.0    6.7   17.5   37.5   57.6   56.7   42.2   21.5     .      .      .      .      .      .      . 
24641     .      .      .      .      .      .      .     0.0    1.4    6.6   23.6   48.3   89.8  122.4  149.2  129.4   87.6   23.6    5.5     .      .      .      .      . 
24661     .      .      .      .      .      .      .      .     0.7    4.8   16.4   34.4   60.1   89.2   96.7   90.2   26.5    9.3     .      .      .      .      .      . 
24671     .      .      .      .      .      .      .     0.0    0.1    2.1   10.9   15.4   38.3   50.8   56.4   41.1    3.7     .      .      .      .      .      .      . 
24688     .      .      .      .      .      .      .      .     0.0    0.9    4.8    8.8   13.4   20.6   23.0   13.7    1.1     .      .      .      .      .      .      . 
24713     .      .      .      .      .      .      .     0.0    0.7    2.6    6.7   20.9   44.8   65.2   74.0   47.1   15.9    3.9     .      .      .      .      .      . 
24738     .      .      .      .      .      .      .     0.1    1.2    7.2   17.7   45.2   79.2  106.8  118.8  111.8   70.8   19.3    2.8     .      .      .      .      . 
24790     .      .      .      .      .      .      .      .     0.0    1.1    3.9    8.4   10.6   18.1   22.4    9.9    1.1     .      .      .      .      .      .      . 
24817     .      .      .      .      .      .      .     0.1    1.0    5.3   13.3   31.6   63.2   87.8   88.7   71.4   27.1    8.2     .      .      .      .      .      . 
24908     .      .      .      .      .      .      .     0.1    1.0    5.8   16.8   33.6   66.9   93.4  102.2   75.4   38.8   10.9     .      .      .      .      .      . 
24959     .      .      .      .      .      .     0.0    0.0    0.9    9.0   29.1   63.8  105.0  143.4  176.6  183.1  105.4   46.6    4.7     .      .      .      .      . 
24966     .      .      .      .      .      .     0.0    0.0    0.9    4.7   19.4   43.1   75.6  106.4  134.1  123.7   69.4   28.5    8.3     .      .      .      .      . 
24967     .      .      .      .      .      .      .     0.0    0.5    4.0   16.0   34.7   58.0   80.9   92.7   69.8   33.1   13.5     .      .      .      .      .      . 
25173     .      .      .      .      .      .      .      .      .      .      .     0.0    0.1    0.1    0.0    0.0     .      .      .      .      .      .      .      . 
25206     .      .      .      .      .      .      .     0.0    0.2    2.6    6.2   16.3   26.9   31.9   31.7   24.3   13.1    3.5     .      .      .      .      .      . 
25248     .      .      .      .      .      .      .      .      .     0.3    0.8    3.1    9.4    8.1    8.5    3.1    1.0     .      .      .      .      .      .      . 
25282     .      .      .      .      .      .      .      .      .      .      .      .     0.1    0.3    0.0    0.1     .      .      .      .      .      .      .      . 
25325     .      .      .      .      .      .      .      .     0.1    2.0    3.5    9.5   17.3   21.4   18.5   10.7    4.2     .      .      .      .      .      .      . 
25356     .      .      .      .      .      .      .      .      .     0.6    1.5    3.7    9.8   10.6   10.5    7.6    2.6     .      .      .      .      .      .      . 
25378     .      .      .      .      .      .      .      .      .      .      .     0.1    0.6    0.1    0.2    0.1    0.0     .      .      .      .      .      .      . 
25399     .      .      .      .      .      .      .      .      .      .      .      .     0.1    0.1     .      .      .      .      .      .      .      .      .      . 
25400     .      .      .      .      .      .      .     0.0    0.9    4.3   11.0   28.2   44.0   50.8   47.1   41.7   15.1    4.7     .      .      .      .      .      . 
25428     .      .      .      .      .      .      .      .     0.1    1.8    3.2   10.0   16.5   20.6   23.6   11.6    2.2     .      .      .      .      .      .      . 
25503     .      .      .      .      .      .      .      .     0.5    3.0    7.8   22.1   35.7   39.5   40.7   30.3    9.8     .      .     0.9     .      .      .      . 
25538     .      .      .      .      .      .      .      .      .     0.4    1.3    4.4    8.9   10.6    6.3    6.5    1.5     .      .      .      .      .      .      . 
25551     .      .      .      .      .      .      .      .      .     0.7    2.4    5.3   13.1   14.5   13.1    6.9    2.0     .      .      .      .      .      .      . 
25563     .      .      .      .      .      .      .      .      .      .      .     0.3    0.7    1.4    1.3    1.3    0.1     .      .      .      .      .      .      . 
25677     .      .      .      .      .      .      .      .      .      .      .     0.2    0.0    0.1    0.6    0.1    0.1     .      .      .      .      .      .      . 
25705     .      .      .      .      .      .      .      .     0.5    4.0   11.9   29.2   41.1   48.8   63.5   51.9   16.0   12.9     .      .      .      .      .      . 
25745     .      .      .      .      .      .      .      .      .      .     0.2    0.9    2.4    4.0    6.8    2.8    0.6     .      .      .      .      .      .      . 
25927     .      .      .      .      .      .      .      .      .      .     0.1    0.0    0.4    0.9    1.4    0.3    0.2     .      .      .      .      .      .      . 
25932     .      .      .      .      .      .      .      .      .      .      .      .     0.1    0.0    0.8     .      .      .      .      .      .      .      .      . 
25954     .      .      .      .      .      .      .      .      .      .     0.0    0.2    0.4    0.8    1.0    0.5    0.3    0.0     .      .      .      .      .      . 
26063     .      .      .      .     0.0    0.1    0.9    3.2    5.9   16.1   30.5   50.7   86.4  120.5  160.6  171.1  160.2   89.7   36.7   15.2    6.2     .      .      . 
26157     .      .      .      .     0.1    0.2    0.6    3.8    6.6   14.9   26.1   41.5   74.3   98.3  137.1  147.0  122.9   61.1   15.5   10.4   17.5     .      .      . 
26275     .      .      .      .     0.1    0.5    0.9    5.0   10.5   24.4   35.4   64.3   95.5  124.4  162.0  163.4  153.0   83.0   33.8   11.4   11.6     .      .      . 
26359     .      .      .      .     0.1    0.3    1.7    7.4   12.7   27.5   39.4   60.6  102.4  106.0  164.3  146.6  152.7   82.4   37.1    5.1   17.6     .      .      . 
26781     .      .      .      .      .     0.1    1.7    6.7   12.6   29.3   38.2   60.4   82.9  102.8  134.9  137.0  133.6   71.0   29.0    7.5    4.3     .      .      . 
26997     .      .      .     0.0    0.1    0.9    6.1   15.5   27.5   55.6   70.8  109.4  137.2  184.4  231.0  242.2  243.1  183.3   93.3   28.1   10.4    5.9     .      . 
27037     .      .      .      .     0.0    0.0    0.5    3.3    6.2   15.1   26.3   42.0   66.5   97.6  116.9   99.2   75.2   41.1   10.5    2.6     .      .      .      . 
27051     .      .      .      .     0.0    0.0    1.0    2.5    5.8   12.0   24.7   51.4   74.0  103.0  127.9  103.6   76.2   47.9   13.4    2.6    1.5     .      .      . 
27333     .      .      .      .     0.0    0.1    1.6    6.6   11.1   23.6   46.2   70.8   97.7  135.5  167.4  162.7  163.5   97.7   51.0   13.9    2.9     .      .      . 
27459     .      .      .     0.1    0.1    0.6    4.0   11.8   22.3   38.3   70.4  103.2  143.9  195.5  237.3  232.8  230.5  154.9   76.4   21.0    9.7     .      .      . 
27595     .      .      .     0.1    0.1    1.0    4.8   12.3   26.8   49.2   83.7  125.8  177.8  227.0  280.8  285.7  282.9  206.6   97.0   47.1   21.5     .      .      . 
27612     .      .      .      .     0.1    0.4    3.0   13.4   19.1   38.1   65.8  105.6  141.3  173.8  210.4  220.8  210.3  142.6   77.4   16.0   17.7     .      .      . 
27648     .      .      .     0.1    0.1    0.5    4.2   14.1   24.4   39.9   70.9  106.3  143.3  191.6  233.5  231.2  238.9  176.2   84.3   18.4    5.5     .      .      . 
27675     .      .      .     0.1    0.1    0.8    5.3   14.5   26.3   47.0   77.9  121.4  159.5  213.8  250.1  250.7  268.5  183.3   93.5   35.9   13.2     .      .      . 
27707     .      .      .     0.0    0.0    0.1    3.1   10.7   19.6   38.0   55.2   79.4  110.2  148.2  167.3  169.4  178.5  115.6   55.6   21.4    6.3     .      .      . 
27823     .      .      .      .     0.0    0.4    3.8   14.1   24.4   46.1   75.3  110.2  146.4  190.1  222.2  231.6  254.5  183.5  116.8   20.8   16.2     .      .      . 
27857     .      .      .     0.1    0.2    0.5    4.9   17.5   33.7   58.2   93.1  137.6  180.3  241.1  293.3  304.8  314.8  230.9  116.8   54.0   27.5    3.5     .      . 
27995     .      .      .     0.1    0.5    2.4   10.2   22.2   45.5   86.9  140.5  202.7  260.1  321.2  386.6  435.3  449.9  394.0  251.1  132.6   58.6    9.5     .      . 
28009     .      .      .      .      .     0.0    0.5    2.3    7.8   14.6   26.5   56.8   75.8  104.8  128.0  107.4   54.2   45.7   15.9    4.0     .      .      .      . 
28064     .      .      .      .     0.0    0.2    1.1    1.9    9.2   16.5   39.5   77.1  110.7  125.2  163.6  135.2   91.8   71.4   28.7   21.7     .      .      .      . 
28138     .      .      .      .      .      .     0.3    1.4    3.3    6.6   16.2   30.7   47.9   61.3   66.8   62.1   30.0   19.6    9.1    4.4     .      .      .      . 
28224     .      .      .      .     0.0    0.3    1.5    4.3   12.3   24.0   46.3   82.3  112.0  143.9  173.9  162.4  140.6   78.1   51.2   20.1    5.7    2.9     .      . 
28255     .      .      .      .     0.0    0.5    1.6    4.2   14.6   25.0   52.1   93.9  129.7  146.9  180.8  166.7  127.0   85.5   35.7   27.3    5.1     .      .      . 
28275     .      .      .      .      .     0.3    1.3    3.1    8.9   21.8   49.2   86.5  119.2  148.8  178.1  159.4  118.5   67.4   42.8   26.8    2.7     .      .      . 
28418     .      .      .      .      .     0.8    3.5    7.8   21.8   40.7   76.7  122.2  150.7  194.0  234.0  238.9  239.2  134.6   64.5   36.5    9.1     .      .      . 
28434     .      .      .      .      .     0.5    1.7    3.5   12.2   23.9   55.6   90.5  112.8  140.2  157.9  157.5  135.9   81.7   65.3   17.4     .      .      .      . 
28493     .      .      .      .      .     0.1    1.3    3.5   14.4   25.4   51.1   85.0  128.0  158.8  171.9  159.4  149.5   60.0   39.6   17.2     .      .      .      . 
28552     .      .      .     0.0    0.0    1.7    3.6    8.9   24.7   42.2   88.1  134.6  178.4  208.4  232.2  230.9  227.6  130.8  105.7   51.1   23.5     .      .      . 
28573     .      .      .      .      .     0.4    1.9    4.9   17.8   29.6   66.2  103.6  150.3  170.1  200.5  178.4  174.9   86.4   62.1   33.1    9.5     .      .      . 
28666     .      .      .      .     0.0    1.1    2.5    7.4   25.2   41.5   88.0  128.6  180.2  202.6  238.7  217.9  240.1  163.2   95.4   50.7   24.4     .      .      . 
28698     .      .      .      .     0.1    0.5    2.2    6.3   22.7   39.3   83.0  121.5  166.7  212.5  238.9  226.8  231.7  103.7   95.1   34.7    7.9     .      .      . 
28704     .      .      .     0.0    0.1    1.0    5.0   11.2   27.7   47.3   83.7  128.6  165.7  208.3  248.1  270.0  276.3  182.3  111.7   43.6     .      .      .      . 
28722     .      .      .     0.0    0.2    1.6    5.1   12.5   26.6   52.2   96.9  140.3  182.7  228.1  261.3  266.0  293.0  181.9  135.7   70.2   24.6     .      .      . 
28748     .      .      .     0.0    0.2    1.8    3.9   13.1   32.6   54.9  108.8  163.5  201.6  244.7  286.3  293.3  272.9  221.6  159.3   89.1   38.4     .      .      . 
29111     .      .      .      .     0.0    0.0    0.2    1.7    6.2   15.8   30.6   61.8   93.5  120.2  136.5  125.6   88.9   33.4   26.0   15.7    4.6     .      .      . 
29231     .      .      .      .      .      .     0.3    1.7    5.8   16.4   31.6   59.3  101.1  135.0  150.3  122.0  112.1   34.7   25.8   10.9    2.9     .      .      . 
29263     .      .      .      .      .      .     0.2    0.8    3.4   11.6   29.9   60.1   97.6  142.3  170.1  170.2  102.8   54.9   10.6    1.4    1.9     .      .      . 
29282     .      .      .      .      .      .     0.1    0.3    3.0   12.8   30.9   62.4  105.9  144.2  183.3  177.0  127.2   45.7   18.0    2.8     .      .      .      . 
29313     .      .      .      .     0.0    0.0    0.5    2.0    8.8   19.7   31.3   61.8   90.7  119.0  135.8  109.7   98.4   34.4   18.2    7.2    2.4     .      .      . 
29328     .      .      .      .     0.0    0.0    0.9    2.4    9.2   19.7   34.9   63.2  102.4  138.4  151.8  117.3  102.0   39.0   23.1   11.4    3.1     .      .      . 
29379     .      .      .      .      .      .     0.7    2.4    5.2   21.4   41.6   65.9  106.3  162.1  172.1  168.7  138.8   68.7   10.3    9.8     .      .      .      . 
29570     .      .      .      .      .     0.0    0.7    2.4    7.8   20.5   39.7   73.3  109.7  152.8  181.4  178.4  124.5   52.6   25.8    9.3    4.7     .      .      . 
29594     .      .      .      .      .     0.0    0.3    1.6    4.8   14.3   33.3   60.7  101.0  134.1  168.2  160.4  110.3   44.9   12.1    4.4    2.2     .      .      . 
29612     .      .      .      .     0.0    0.1    1.7    3.8   14.3   31.8   60.8   94.9  129.4  171.9  195.6  202.0  170.6   87.7   64.9   19.0    2.5     .      .      . 
29645     .      .      .      .      .     0.0    1.0    2.6   11.9   26.6   53.7   82.5  133.3  176.4  193.3  193.2  147.8   78.6   37.0   18.9    4.6     .      .      . 
29752     .      .      .      .      .      .      .     0.4    0.8    1.2    3.5    4.7   10.2   10.8   14.4   11.3    6.4    3.7    2.3     .      .      .      .      . 
29789     .      .      .      .      .      .      .     0.0    0.1    0.6    2.0    2.1    7.0    9.6   13.0    6.7    3.5     .      .      .      .      .      .      . 
29866     .      .      .      .     0.0    0.0    0.4    3.1   11.9   30.5   60.7  102.2  155.0  207.2  261.0  267.6  248.4  113.9   32.0     .      .      .      .      . 
29939     .      .      .      .     0.0    0.1    1.6    6.1   20.5   43.9   77.6  107.0  158.7  209.9  242.2  278.1  265.6  134.5  110.4   34.8     .      .      .      . 
30054     .      .      .      .      .      .      .      .     0.5    4.2   14.3   37.7   67.4  101.2  126.7  105.2   74.4   15.5    4.4     .      .      .      .      . 
30089     .      .      .      .      .      .      .     0.1    0.4    3.4   14.2   36.1   63.4   92.1   95.5   89.4   55.2   20.4    2.2     .      .      .      .      . 
30230     .      .      .      .      .     0.0    0.0    0.2    1.4    5.7   19.9   45.9   81.2  118.9  151.8  151.2   80.0   23.5    6.8     .      .      .      .      . 
30252     .      .      .      .      .      .      .     0.0    0.3    2.9   15.8   34.0   67.8  100.5  120.3   94.1   90.7   20.2     .      .      .      .      .      . 
30309     .      .      .      .      .      .     0.0    0.2    2.2    6.5   18.2   40.3   75.5  113.1  138.7  144.4  100.3   29.9    7.8     .      .      .      .      . 
30385     .      .      .      .      .      .      .     0.0    0.6    4.3   14.7   38.3   63.1   97.3  108.7  108.2   60.1   14.6    5.9     .      .      .      .      . 
30393     .      .      .      .      .      .      .     0.0    0.3    2.2    6.8   18.6   35.5   52.6   49.8   33.7   22.8    1.8    2.3     .      .      .      .      . 
30433     .      .      .      .      .      .      .     0.0    0.1    0.5    3.6    8.5   19.7   40.0   54.9   70.3   57.5   26.7    4.6     .      .      .      .      . 
30521     .      .      .      .      .      .     0.0    0.1    1.3    5.1   17.1   38.2   60.2   95.8  104.8  109.2   68.2   12.6    2.1     .      .      .      .      . 
30554     .      .      .      .      .      .      .     0.0    0.1    0.7    4.4    7.2   20.3   29.4   29.3   21.4   13.4    1.5     .      .      .      .      .      . 
30612     .      .      .      .      .      .      .     0.2    2.0    9.9   23.2   52.6   86.9  126.6  158.9  168.0  117.0   52.2    9.2     .      .      .      .      . 
30636     .      .      .      .      .      .      .     0.2    1.5    6.8   19.7   45.2   80.1  123.4  162.3  173.1  143.0   52.8   13.3     .      .      .      .      . 
30650     .      .      .      .      .      .     0.0    0.0    0.2    2.9    9.3   15.1   32.8   47.9   54.9   47.0   19.0     .     2.5     .      .      .      .      . 
30673     .      .      .      .      .      .     0.0    0.0    0.4    2.2    8.0   23.7   46.0   63.4   76.4   73.4   36.6    2.7    0.5     .      .      .      .      . 
30710     .      .      .      .      .      .     0.0    0.4    2.3    7.9   20.9   44.1   71.2  110.7  142.0  137.7  100.3   45.4   13.3     .      .      .      .      . 
30758     .      .      .      .      .      .     0.1    0.3    2.1   11.6   29.0   63.3   99.7  136.5  175.7  173.8  117.7   51.4   15.6     .      .      .      .      . 
30777     .      .      .      .      .      .     0.1    0.6    3.6   12.7   34.4   73.6  110.7  159.3  174.3  192.7  149.6   48.8   16.8     .      .      .      .      . 
30844     .      .      .      .      .      .      .     0.0    0.4    3.7   12.9   26.5   47.1   74.3   86.4   83.5   38.4   13.5    2.7     .      .      .      .      . 
30879     .      .      .      .      .     0.0    0.2    0.5    3.6   11.0   30.5   60.8  100.4  136.9  161.7  175.5  143.5   51.0   16.4    3.3     .      .      .      . 
30925     .      .      .      .     0.0    0.0    0.2    1.6    6.3   18.1   42.2   72.4  119.7  168.6  203.0  217.1  197.3   95.6   37.7   10.4     .      .      .      . 
30935     .      .      .      .      .      .     0.0    0.4    1.8    6.1   18.2   39.2   58.1   91.3  106.6  106.9   68.3   29.0    2.8     .      .      .      .      . 
30949     .      .      .      .      .      .     0.0    0.4    2.2    8.6   21.5   43.6   69.1   95.2  125.7  117.7   76.7   24.5   13.9     .      .      .      .      . 
30965     .      .      .      .      .     0.0    0.2    0.7    4.6   16.5   46.4   88.9  129.6  172.8  211.1  238.6  177.8   93.6   25.6    9.2     .      .      .      . 
31004     .      .      .      .      .      .      .      .     0.4    3.6   10.4   26.6   48.6   67.3   72.2   65.2   38.5    9.6    7.2    2.0     .      .      .      . 
31088     .      .      .      .      .      .      .      .      .      .     0.0    0.0    0.1    0.6    1.0    1.6    0.9    0.1     .      .      .      .      .      . 
31137     .      .      .      .      .      .      .      .     0.1    0.5    2.2    7.6   14.7   20.0   18.7   16.5    2.5     .      .      .      .      .      .      . 
31168     .      .      .      .      .      .      .      .      .     0.0    0.1    0.4    0.6    1.6    3.3    5.9    3.5    2.2    0.1     .      .      .      .      . 
31174     .      .      .      .      .      .      .      .      .     0.1    0.0    0.0    0.4    1.0    2.4    1.6    1.2    0.8     .      .      .      .      .      . 
31253     .      .      .      .      .      .     0.0    0.5    2.4    6.9   21.1   40.1   71.4  105.0  131.6  145.1  111.4   29.3    7.2     .      .      .      .      . 
31329     .      .      .      .      .      .      .     0.1    0.6    1.9   10.0   23.2   49.0   68.6   78.4   97.8   55.4   10.9    6.6     .      .      .      .      . 
31369     .      .      .      .      .      .      .     0.0    0.0    0.8    2.7   10.6   26.3   48.1   64.7   92.2   87.7   57.1   32.5    5.5     .      .      .      . 
31416     .      .      .      .      .      .     0.0    0.6    2.1    8.5   20.8   44.6   77.7  110.8  134.2  172.9  168.1  102.5   43.6    5.2     .      .      .      . 
31439     .      .      .      .      .      .      .     0.1    0.6    3.5   10.2   27.9   53.3   87.4  109.3  142.0  152.0  122.0   43.0   10.8     .      .      .      . 
31478     .      .      .      .      .      .      .      .     0.1    0.3    1.7    9.4   18.9   31.2   24.4   25.8    9.6    0.9     .      .      .      .      .      . 
31707     .      .      .      .     0.1    0.0    0.2    2.9   10.4   31.9   69.2  117.8  176.8  245.4  315.3  378.7  423.6  406.8  188.7   38.7    5.8     .      .      . 
31770     .      .      .      .      .      .      .     0.0    0.1    0.3    0.4    1.2    3.6   11.1   26.8   48.2   64.3   66.2   25.6   16.0    1.7     .      .      . 
31829     .      .      .      .      .      .      .      .      .     0.1    0.2    0.2    0.6    3.7   11.9   29.6   47.9   58.6   39.2   18.3    4.9     .      .      . 
