23445 2     .     .     .     .     .  1991     .     .  1985     .     .     .  1985
23445 3     .     .     .     .     .     .     .     .     .     .     .     .  1991
23463 1     .     .     .     1     1     .     .     .     .     .     .     .     1
23463 2     .     .     .  1975  1997     .     .     .     .     .     .     .  1975
23463 3     .     .     .     .     .     .     .     .     .     .     .     .  1997
23472 1     .     .     .     1     1     1     1     1     .     1     .     .     2
23472 2     .     .     .  1971  2004  1995  1997  1999     .  1992     .     .  2002
23472 3     .     .     .  2010     .  2002  2002  2004     .     .     .     .  2004
23552 1     .     .     .     .     1     1     .     .     1     .     .     .     2
23552 2     .     .     .     .  1999  1996     .     .  1999     .     .     .  1999
23552 3     .     .     .     .  2011  2002     .     .     .     .     .     .     .
23631 1     .     .     .     .     .     .     .     .     1     .     .     .     1
23631 2     .     .     .     .     .     .     .     .  2009     .     .     .  2009
23662 1     .     .     .     .     1     1     .     .     1     .     .     .     1
23662 2     .     .     .     .  1972  1986     .     .  2005     .     .     .  1972
23662 3     .     .     .     .     .  1995     .     .     .     .     .     .  1986
23711 1     .     .     .     .     1     2     .     1     .     .     .     .     3
23711 2     .     .     .     .  2000  2006     .  1985     .     .     .     .  2006
23711 3     .     .     .     .  2001     .     .     .     .     .     .     .     .
23724 1     .     .     .     1     1     1     .     .     1     .     .     .     2
23724 2     .     .     .  2011  2011  2009     .     .  2010     .     .     .  2011
23724 3     .     .     .     .     .  2012     .     .     .     .     .     .     .
23734 1     .     .     1     .     1     2     1     1     .     .     .     .     2
23734 2     .     .  1967     .  1967  2005  1995  1999     .     .     .     .  1967
23734 3     .     .     .     .  1986     .  2000  2010     .     .     .     .  2000
23867 1     .     .     .     .     2     2     .     .     1     .     .     .     3
23867 2     .     .     .     .  1990  1998     .     .  1990     .     .     .  1990
23884 1     .     .     .     .     .     2     .     1     1     1     .     .     3
23884 2     .     .     .     .     .  2002     .  1988  1989  1975     .     .  2002
23884 3     .     .     .     .     .  2005     .  2001     .     .     .     .     .
23891 1     .     .     .     .     1     1     1     1     1     .     .     .     2
23891 2     .     .     .     .  1986  1985  1987  1995  1997     .     .     .  1987
23891 3     .     .     .     .  1992  1987     .     .     .     .     .     .     .
23914 1     .     .     .     1     2     1     1     1     .     .     .     .     2
23914 2     .     .     .  2012  2005  1998  2003  2008     .     .     .     .  1998
23914 3     .     .     .     .     .  2009  2012     .     .     .     .     .  2005
23921 1     .     .     .     1     1     1     1     1     .     .     1     .     2
23921 2     .     .     .  1994  1989  2001  2010  2012     .     .  1966     .  2001
23921 3     .     .     .     .  2001  2002  2012     .     .     .     .     .  2012
23933 1     .     .     .     .     1     2     1     1     1     .     .     .     2
23933 2     .     .     .     .  2008  2006  1987  2004  1990     .     .     .  1987
23933 3     .     .     .     .     .     .  1997     .     .     .     .     .  2002
23955 1     .     .     .     .     1     1     2     1     1     .     .     .     2
23955 2     .     .     .     .  2005  1997  2000  1992  1996     .     .     .  2000
23955 3     .     .     .     .  2012  2002     .  1995     .     .     .     .     .
23966 1     .     .     .     .     1     .     .     .     1     .     .     .     1
23966 2     .     .     .     .  1969     .     .     .  1973     .     .     .  1969
23966 3     .     .     .     .     .     .     .     .     .     .     .     .  1973
23986 1     .     .     .     .     1     1     1     1     1     .     .     .     2
23986 2     .     .     .     .  1970  1985  1989  1993  1998     .     .     .  1985
23986 3     .     .     .     .  1985  1987  2002  1999  1999     .     .     .  1999
24125 1     .     .     .     1     .     1     .     1     1     .     .     .     1
24125 2     .     .     .  2008     .  2000     .  2002  1986     .     .     .  1986
24125 3     .     .     .     .     .  2007     .     .     .     .     .     .  2000
24136 1     .     .     .     .     .     .     .     1     .     .     .     .     1
24136 2     .     .     .     .     .     .     .  1986     .     .     .     .  1986
24143 1     .     .     .     .     .     1     .     .     .     .     .     1     1
24143 2     .     .     .     .     .  2004     .     .     .     .     .  1971  1971
24143 3     .     .     .     .     .     .     .     .     .     .     .     .  2004
24266 1     .     .     .     .     1     .     .     .     1     .     .     .     1
24266 2     .     .     .     .  1975     .     .     .  1991     .     .     .  1975
24266 3     .     .     .     .  1999     .     .     .     .     .     .     .  1991
24329 1     .     .     .     .     .     1     .     1     .     .     .     .     1
24329 2     .     .     .     .     .  1986     .  1968     .     .     .     .  1968
24329 3     .     .     .     .     .     .     .     .     .     .     .     .  1986
24343 1     .     .     .     .     .     1     .     .     1     .     .     .     1
24343 2     .     .     .     .     .  1995     .     .  1974     .     .     .  1974
24343 3     .     .     .     .     .  2003     .     .  2004     .     .     .  1995
24507 1     .     .     .     .     .     2     .     .     1     .     .     .     2
24507 2     .     .     .     .     .  1986     .     .  1966     .     .     .  1986
24507 3     .     .     .     .     .     .     .     .  2003     .     .     .     .
24606 1     .     .     .     .     1     2     .     1     .     .     .     .     2
24606 2     .     .     .     .  1967  2010     .  1988     .     .     .     .  2010
24606 3     .     .     .     .  1993     .     .     .     .     .     .     .     .
24641 1     .     .     .     .     .     1     .     1     1     .     .     .     1
24641 2     .     .     .     .     .  1986     .  1984  2001     .     .     .  1984
24641 3     .     .     .     .     .     .     .     .  2004     .     .     .  1986
24671 1     .     .     .     .     1     2     .     1     .     .     .     .     2
24671 2     .     .     .     .  2010  1971     .  1996     .     .     .     .  1971
24688 1     .     .     .     .     .     2     1     .     .     .     .     .     2
24688 2     .     .     .     .     .  1968  2007     .     .     .     .     .  1968
24713 1     .     .     .     .     1     1     1     1     1     .     .     .     2
24713 2     .     .     .     .  1997  1993  1978  1975  1995     .     .     .  1997
24713 3     .     .     .     .     .  1997     .  1988  2006     .     .     .  2001
24738 1     .     .     .     .     .     .     .     .     1     1     .     .     2
24738 2     .     .     .     .     .     .     .     .  2001  2001     .     .  2001
24790 1     .     .     .     .     1     1     1     .     1     .     .     .     1
24790 2     .     .     .     .  1992  1976  2006     .  1986     .     .     .  1976
24790 3     .     .     .     .     .  2000     .     .     .     .     .     .  1986
24817 1     .     .     1     1     3     1     1     1     1     1     .     .     3
24817 2     .     .  2005  1997  1988  1969  2007  1999  1967  1985     .     .  1985
24817 3     .     .     .     .     .  1997     .     .  1998     .     .     .  1988
24908 1     .     .     .     1     1     2     .     1     1     .     .     .     2
24908 2     .     .     .  1997  1978  1988     .  1979  1999     .     .     .  1988
24908 3     .     .     .     .  1985     .     .     .     .     .     .     .     .
24959 1     .     .     .     .     1     2     .     .     2     .     .     .     2
24959 2     .     .     .     .  1994  1985     .     .  1971     .     .     .  1971
24959 3     .     .     .     .  2010     .     .     .     .     .     .     .  1985
24966 1     .     .     1     .     .     1     1     .     .     .     .     .     1
24966 2     .     .  1971     .     .  2006  2005     .     .     .     .     .  1971
24966 3     .     .     .     .     .  2007     .     .     .     .     .     .  2005
24967 1     .     .     .     .     1     1     .     .     .     .     .     .     1
24967 2     .     .     .     .  1996  2011     .     .     .     .     .     .  1996
24967 3     .     .     .     .  2004     .     .     .     .     .     .     .  2004
25138 1     .     .     .     .     .     1     .     1     .     .     .     .     1
25138 2     .     .     .     .     .  1987     .  2001     .     .     .     .  1987
25138 3     .     .     .     .     .     .     .     .     .     .     .     .  2001
25248 1     .     .     .     .     .     .     1     1     2     .     .     .     2
25248 2     .     .     .     .     .     .  1988  1967  2001     .     .     .  2001
25325 1     .     .     .     .     .     1     .     .     .     .     .     .     1
25325 2     .     .     .     .     .  2005     .     .     .     .     .     .  2005
25356 1     .     .     .     .     .     .     1     .     .     .     .     .     1
25356 2     .     .     .     .     .     .  1973     .     .     .     .     .  1973
25399 1     .     .     .     .     .     .     .     1     1     .     .     .     1
25399 2     .     .     .     .     .     .     .  1981  1994     .     .     .  1981
25399 3     .     .     .     .     .     .     .     .     .     .     .     .  1994
25428 1     .     .     .     .     .     .     .     .     1     .     .     .     1
25428 2     .     .     .     .     .     .     .     .  1999     .     .     .  1999
25503 1     .     .     .     .     1     .     1     .     .     .     .     .     1
25503 2     .     .     .     .  1968     .  1997     .     .     .     .     .  1968
25503 3     .     .     .     .     .     .     .     .     .     .     .     .  1997
25538 1     .     .     .     1     .     1     1     .     .     .     .     .     1
25538 2     .     .     .  1967     .  2008  2002     .     .     .     .     .  1967
25538 3     .     .     .     .     .     .     .     .     .     .     .     .  2002
25551 1     .     .     .     .     .     .     .     .     1     .     .     .     1
25551 2     .     .     .     .     .     .     .     .  2011     .     .     .  2011
25563 1     .     .     .     .     .     1     .     .     1     .     .     .     1
25563 2     .     .     .     .     .  1986     .     .  1990     .     .     .  1986
25563 3     .     .     .     .     .  1987     .     .     .     .     .     .  1987
25594 1     .     .     1     .     .     .     .     .     .     1     .     .     1
25594 2     .     .  1974     .     .     .     .     .     .  2006     .     .  1974
25594 3     .     .     .     .     .     .     .     .     .     .     .     .  2006
25677 1     .     .     1     .     1     .     .     .     .     .     .     .     2
25677 2     .     .  1973     .  1973     .     .     .     .     .     .     .  1973
25705 1     .     .     .     .     .     2     .     1     1     .     .     .     2
25705 2     .     .     .     .     .  2007     .  1986  1967     .     .     .  2007
25705 3     .     .     .     .     .     .     .     .  1985     .     .     .     .
25927 1     .     .     .     .     .     .     .     1     .     .     .     .     1
25927 2     .     .     .     .     .     .     .  1988     .     .     .     .  1988
25954 1     .     .     .     .     .     1     .     .     .     .     .     .     1
25954 2     .     .     .     .     .  1985     .     .     .     .     .     .  1985
25956 1     .     1     .     .     .     .     .     .     .     .     .     .     1
25956 2     .  1971     .     .     .     .     .     .     .     .     .     .  1971
26063 1     .     .     .     .     1     .     1     .     .     .     .     .     1
26063 2     .     .     .     .  1975     .  2002     .     .     .     .     .  1975
26063 3     .     .     .     .  1993     .     .     .     .     .     .     .  1993
26157 1     .     .     .     2     1     1     1     1     1     1     .     .     2
26157 2     .     .     .  1975  1992  1987  1987  1989  1985  1967     .     .  1975
26157 3     .     .     .     .     .  1992     .     .     .     .     .     .  1987
26275 1     .     .     .     .     1     1     .     1     1     .     .     .     2
26275 2     .     .     .     .  1984  1994     .  1994  1966     .     .     .  1994
26275 3     .     .     .     .  1989     .     .  2010     .     .     .     .     .
26359 1     .     .     3     .     1     .     1     .     .     .     .     .     3
26359 2     .     .  1968     .  1984     .  1985     .     .     .     .     .  1968
26359 3     .     .     .     .  2006     .     .     .     .     .     .     .     .
26781 1     .     .     .     1     1     1     1     1     1     .     .     .     2
26781 2     .     .     .  1966  1992  1978  1986  1987  1996     .     .     .  2000
26781 3     .     .     .  2007  2000  2000  1988     .     .     .     .     .  2007
26997 1     .     .     .     1     1     1     1     1     1     .     .     .     1
26997 2     .     .     .  2010  2006  1996  2003  1985  2000     .     .     .  1985
26997 3     .     .     .     .     .     .     .     .     .     .     .     .  1996
27037 1     .     .     .     1     2     2     1     1     .     .     .     .     3
27037 2     .     .     .  1975  1992  1999  1984  1976     .     .     .     .  1999
27037 3     .     .     .  2006     .  2000  1991  1984     .     .     .     .     .
27051 1     .     .     .     .     1     1     1     1     .     .     .     .     3
27051 2     .     .     .     .  1987  1989  1993  2001     .     .     .     .  2007
27051 3     .     .     .     .  1997  2006  1996     .     .     .     .     .     .
27333 1     .     .     .     1     2     1     .     1     1     1     .     .     3
27333 2     .     .     .  1971  1990  1986     .  1990  2011  2001     .     .  1990
27333 3     .     .     .     .     .  2010     .  2003     .  2009     .     .     .
27459 1     .     .     .     .     1     1     1     1     1     .     .     .     2
27459 2     .     .     .     .  1999  1978  2004  1973  1991     .     .     .  2004
27459 3     .     .     .     .  2001  2004     .     .  1995     .     .     .     .
27595 1     .     .     .     1     1     1     1     1     1     .     .     .     2
27595 2     .     .     .  2000  1982  1978  2005  1990  2002     .     .     .  2002
27595 3     .     .     .  2010  1991  2002     .     .     .     .     .     .     .
27612 1     .     .     .     1     1     1     1     1     1     1     .     .     2
27612 2     .     .     .  1986  2003  1991  1974  1984  1987  1974     .     .  1974
27612 3     .     .     .     .  2007  2004  1984     .     .     .     .     .  1984
27648 1     .     .     .     .     1     1     1     1     1     .     .     .     2
27648 2     .     .     .     .  1966  1976  2002  1994  1978     .     .     .  2002
27648 3     .     .     .     .     .  1982     .     .  1986     .     .     .     .
27675 1     .     .     .     1     1     3     1     1     1     .     .     .     5
27675 2     .     .     .  1990  1987  1991  1992  1988  2000     .     .     .  1991
27675 3     .     .     .  1991  1989     .     .     .     .     .     .     .     .
27707 1     .     .     .     1     1     1     .     .     1     1     .     .     2
27707 2     .     .     .  2000  1984  1990     .     .  1992  2011     .     .  1990
27707 3     .     .     .     .  1990  1993     .     .     .     .     .     .     .
27823 1     .     .     .     .     1     1     .     1     .     .     .     .     2
27823 2     .     .     .     .  1987  1987     .  2000     .     .     .     .  1987
27857 1     .     .     .     .     1     2     1     1     1     1     .     .     2
27857 2     .     .     .     .  2008  2012  2002  2002  1969  1984     .     .  2002
27857 3     .     .     .     .     .     .  2009     .     .     .     .     .  2012
27995 1     .     .     .     1     1     .     .     1     .     1     1     .     1
27995 2     .     .     .  1997  1966     .     .  2002     .  1975  1976     .  1966
27995 3     .     .     .     .     .     .     .     .     .  2008     .     .  1975
28009 1     .     .     .     .     1     2     1     1     1     .     .     .     3
28009 2     .     .     .     .  1987  2003  1973  2005  2001     .     .     .  2003
28009 3     .     .     .     .  1990     .  1996     .     .     .     .     .     .
28064 1     .     .     .     .     1     1     .     .     1     .     .     .     2
28064 2     .     .     .     .  1987  1994     .     .  1986     .     .     .  1987
28064 3     .     .     .     .     .  2000     .     .  1987     .     .     .     .
28138 1     .     .     .     .     1     1     1     1     .     .     .     1     1
28138 2     .     .     .     .  1968  1996  2011  2003     .     .     .  1971  1968
28138 3     .     .     .     .  2004  2006     .     .     .     .     .     .  1971
28224 1     .     .     .     1     1     2     1     1     1     .     .     .     2
28224 2     .     .     .  1973  1966  1994  2001  1992  1998     .     .     .  1973
28224 3     .     .     .     .  1973     .     .  2004     .     .     .     .  1994
28255 1     1     .     1     .     1     1     1     1     .     .     .     .     3
28255 2  1973     .  1970     .  2003  1998  1988  1998     .     .     .     .  2005
28255 3     .     .     .     .  2005  2005  1989     .     .     .     .     .     .
28275 1     .     .     .     .     1     1     2     1     1     .     .     .     2
28275 2     .     .     .     .  1990  1987  2003  1997  1994     .     .     .  2003
28275 3     .     .     .     .  2007  2005     .  2009     .     .     .     .  2009
28418 1     .     .     .     1     2     1     1     1     1     .     .     .     3
28418 2     .     .     .  2012  2004  2004  1999  2012  2006     .     .     .  2004
28418 3     .     .     .     .     .  2006  2009     .     .     .     .     .  2009
28434 1     .     .     .     .     .     1     .     .     1     .     .     .     1
28434 2     .     .     .     .     .  1999     .     .  1979     .     .     .  1979
28434 3     .     .     .     .     .  2008     .     .     .     .     .     .  1999
28493 1     .     .     .     .     2     1     1     1     .     1     .     .     3
28493 2     .     .     .     .  2002  2001  1988  2001     .  1999     .     .  2002
28493 3     .     .     .     .     .  2003  1994     .     .     .     .     .     .
28552 1     .     .     .     .     .     1     .     1     .     .     .     .     2
28552 2     .     .     .     .     .  1990     .  2008     .     .     .     .  2008
28552 3     .     .     .     .     .  2008     .     .     .     .     .     .     .
28573 1     .     .     .     .     1     2     1     1     2     .     .     .     2
28573 2     .     .     .     .  1999  2008  2012  1996  1994     .     .     .  1994
28573 3     .     .     .     .  2002     .     .  2000     .     .     .     .  2008
28666 1     .     .     .     .     1     1     1     1     1     1     .     .     2
28666 2     .     .     .     .  1966  1986  2001  2002  1987  1966     .     .  1966
28666 3     .     .     .     .  1999  2008     .     .     .     .     .     .     .
28698 1     .     .     .     .     1     1     .     1     1     .     .     .     2
28698 2     .     .     .     .  1969  1985     .  2000  1983     .     .     .  1985
28698 3     .     .     .     .  1985     .     .     .  1986     .     .     .     .
28704 1     .     .     .     .     .     1     .     .     .     .     .     .     1
28704 2     .     .     .     .     .  2006     .     .     .     .     .     .  2006
28704 3     .     .     .     .     .  2011     .     .     .     .     .     .  2011
28722 1     .     3     .     1     1     2     1     1     1     .     .     .     3
28722 2     .  1972     .  2007  1999  1986  1990  1991  1993     .     .     .  1972
28722 3     .     .     .  2010  2003     .  2008  2004     .     .     .     .     .
28748 1     .     .     .     .     1     1     1     1     1     .     .     .     3
28748 2     .     .     .     .  2000  1993  2008  1992  1987     .     .     .  2000
28748 3     .     .     .     .  2002  1995  2009     .  1988     .     .     .     .
29111 1     .     .     .     .     .     1     1     1     1     .     .     .     2
29111 2     .     .     .     .     .  1986  2000  1967  1989     .     .     .  2004
29111 3     .     .     .     .     .  2002  2004  1969     .     .     .     .     .
29231 1     .     .     .     .     .     1     1     1     1     .     .     .     3
29231 2     .     .     .     .     .  2007  1974  2001  1986     .     .     .  2005
29231 3     .     .     .     .     .     .  2001  2005  1987     .     .     .     .
29263 1     .     .     .     .     2     2     1     1     1     1     .     .     3
29263 2     .     .     .     .  2007  1992  1985  2009  2005  1992     .     .  1992
29263 3     .     .     .     .     .     .  1988     .     .     .     .     .     .
29282 1     .     .     .     .     1     1     1     .     2     .     .     .     2
29282 2     .     .     .     .  1988  1978  1988     .  1970     .     .     .  1970
29282 3     .     .     .     .  1992     .     .     .     .     .     .     .  1988
29313 1     .     .     .     .     2     2     1     .     1     1     1     .     3
29313 2     .     .     .     .  2011  2002  1994     .  1988  2011  1970     .  2011
29313 3     .     .     .     .     .     .  2001     .     .     .     .     .     .
29328 1     .     1     .     .     1     1     1     2     1     .     .     .     2
29328 2     .  1974     .     .  1992  1967  1988  2001  1993     .     .     .  2001
29328 3     .     .     .     .     .  2004  2004     .  1999     .     .     .  2004
29379 1     .     .     .     .     .     1     1     1     1     .     .     .     2
29379 2     .     .     .     .     .  1992  1988  1989  1996     .     .     .  2010
29379 3     .     .     .     .     .     .  2010  1997  2010     .     .     .     .
29570 1     .     .     .     .     1     1     .     1     .     .     .     .     2
29570 2     .     .     .     .  1983  1987     .  2002     .     .     .     .  2006
29570 3     .     .     .     .  2000  1994     .  2004     .     .     .     .  2009
29594 1     .     .     .     .     1     1     .     1     .     .     .     .     1
29594 2     .     .     .     .  1996  2001     .  2007     .     .     .     .  1996
29594 3     .     .     .     .  2011     .     .     .     .     .     .     .  2001
29612 1     .     .     .     .     1     1     1     1     1     .     .     .     1
29612 2     .     .     .     .  1974  1979  1969  1992  1991     .     .     .  1969
29612 3     .     .     .     .  2000  1999  1985  1995     .     .     .     .  1974
29645 1     .     .     .     1     1     1     1     1     2     .     .     .     2
29645 2     .     .     .  1999  1988  1975  2009  1971  2012     .     .     .  1999
29645 3     .     .     .     .  1996  1983     .  1999     .     .     .     .  2001
29752 1     .     .     .     .     1     2     1     3     2     .     .     .     7
29752 2     .     .     .     .  2000  2002  1991  2005  2011     .     .     .  2006
29752 3     .     .     .     .  2006  2006  2001  2012     .     .     .     .     .
29789 1     .     1     .     .     2     2     1     1     2     .     .     .     2
29789 2     .  1967     .     .  1970  1969  2004  1997  1971     .     .     .  1967
29789 3     .     .     .     .     .     .     .  2002     .     .     .     .  1969
29866 1     .     .     .     .     .     1     1     1     1     .     .     .     2
29866 2     .     .     .     .     .  1996  2001  1998  1986     .     .     .  1996
29866 3     .     .     .     .     .  2010     .  1999  1995     .     .     .     .
29939 1     .     .     .     2     1     2     1     1     1     1     .     .     3
29939 2     .     .     .  2009  1985  2005  2006  1969  1987  1985     .     .  1985
29939 3     .     .     .     .  1987     .  2010  1988  1990     .     .     .  1996
30054 1     .     .     .     .     1     1     1     1     .     .     .     .     2
30054 2     .     .     .     .  1967  2003  2007  1986     .     .     .     .  2007
30054 3     .     .     .     .  1980     .     .     .     .     .     .     .     .
30089 1     .     .     .     1     .     1     1     .     .     .     .     .     1
30089 2     .     .     .  1969     .  1966  2011     .     .     .     .     .  1966
30089 3     .     .     .     .     .  2003     .     .     .     .     .     .  1969
30230 1     .     .     .     1     2     1     1     1     1     .     3     .     3
30230 2     .     .     .  1986  1988  1969  1986  1966  1966     .  1971     .  1971
30230 3     .     .     .     .     .  1988  1997  1967  1997     .     .     .  1988
30252 1     .     .     .     2     2     1     .     .     .     .     .     .     5
30252 2     .     .     .  1966  1966  1966     .     .     .     .     .     .  1966
30309 1     .     .     .     1     1     1     1     1     1     .     .     .     2
30309 2     .     .     .  1977  1985  1998  1988  2005  1987     .     .     .  1998
30309 3     .     .     .     .  1995  2008  1992     .  1998     .     .     .     .
30372 1     .     .     .     .     .     1     .     .     .     .     .     .     1
30372 2     .     .     .     .     .  2010     .     .     .     .     .     .  2010
30385 1     .     .     .     .     .     1     .     .     .     .     .     .     1
30385 2     .     .     .     .     .  2005     .     .     .     .     .     .  2005
30393 1     .     .     1     .     .     .     .     .     .     .     .     .     1
30393 2     .     .  1975     .     .     .     .     .     .     .     .     .  1975
30433 1     .     .     .     .     .     .     1     .     1     .     .     1     1
30433 2     .     .     .     .     .     .  1999     .  2000     .     .  1967  1967
30433 3     .     .     .     .     .     .     .     .     .     .     .     .  1999
30521 1     .     .     .     .     .     1     .     .     .     .     .     .     1
30521 2     .     .     .     .     .  1988     .     .     .     .     .     .  1988
30521 3     .     .     .     .     .  1989     .     .     .     .     .     .  1989
30554 1     .     .     .     .     .     1     1     1     .     .     .     .     1
30554 2     .     .     .     .     .  2004  2002  1989     .     .     .     .  1989
30554 3     .     .     .     .     .  2005     .     .     .     .     .     .  2002
30612 1     .     .     .     .     .     1     1     1     1     .     .     .     1
30612 2     .     .     .     .     .  1975  2001  1969  1997     .     .     .  1969
30612 3     .     .     .     .     .     .     .  2008     .     .     .     .  1975
30636 1     .     .     .     .     .     .     1     1     1     .     .     .     1
30636 2     .     .     .     .     .     .  1991  2003  1985     .     .     .  1985
30636 3     .     .     .     .     .     .     .  2008     .     .     .     .  1991
30650 1     .     .     .     .     .     1     .     .     1     .     .     .     1
30650 2     .     .     .     .     .  1982     .     .  1985     .     .     .  1982
30650 3     .     .     .     .     .     .     .     .     .     .     .     .  1985
30673 1     .     .     .     .     1     1     1     1     1     .     .     .     2
30673 2     .     .     .     .  1990  1985  1985  1995  2004     .     .     .  1985
30673 3     .     .     .     .  2010     .  1990     .  2007     .     .     .  1990
30710 1     .     .     .     .     .     1     1     1     .     .     .     .     1
30710 2     .     .     .     .     .  1999  1985  2001     .     .     .     .  1985
30710 3     .     .     .     .     .     .  1986     .     .     .     .     .  1986
30758 1     .     .     .     .     1     1     .     1     .     .     .     .     2
30758 2     .     .     .     .  1969  1985     .  2001     .     .     .     .  2001
30758 3     .     .     .     .  1989  1988     .     .     .     .     .     .     .
30777 1     .     .     .     .     .     1     1     1     .     1     .     .     2
