20087  5 3-7     16    14    13    13    13    16    17    15
20087  5 8-10    70    72    72    74    74    73    71    71
20087  6 0-2      6     6     6     6     8     6     6     5
20087  6 3-7     11    10     8    10     9    10    10    11
20087  6 8-10    84    84    85    85    84    84    84    84
20087  7 0-2      6     6     5     6     7     6     5     6
20087  7 3-7     10    10    10    10    10    11    12    10
20087  7 8-10    84    84    84    84    83    83    82    85
20087  8 0-2      6     5     5     5     5     4     4     6
20087  8 3-7      9    10     9    10     9    10    10     9
20087  8 8-10    85    85    86    85    86    86    85    85
20087  9 0-2      5     4     4     4     5     4     4     4
20087  9 3-7      9    10    10    10     9    11     8    10
20087  9 8-10    87    86    86    86    86    85    88    86
20087 10 0-2      9     9     9    11     9     7     8     8
20087 10 3-7     18    20    18    16    16    17    16    18
20087 10 8-10    73    71    73    73    75    76    76    74
20087 11 0-2     22    19    22    21    23    23    20    18
20087 11 3-7     29    27    28    28    27    25    28    30
20087 11 8-10    48    54    50    51    51    52    52    52
20087 12 0-2     23    23    23    20    22    23    20    24
20087 12 3-7     27    26    26    29    28    25    29    27
20087 12 8-10    50    51    51    51    50    52    51    49
20292  1 0-2     15    16    15    14    14    13    13    16
20292  1 3-7     25    25    24    25    25    26    25    24
20292  1 8-10    60    59    61    61    61    61    62    60
20292  2 0-2     12    14    13    12    11    12    10    11
20292  2 3-7     27    27    25    24    26    25    24    28
20292  2 8-10    60    59    62    64    63    63    65    61
20292  3 0-2     12    15    16    13    13    16    13    13
20292  3 3-7     27    27    25    27    31    31    30    25
20292  3 8-10    61    58    59    61    56    54    56    62
20292  4 0-2     14    10    10    12    12    13    13    15
20292  4 3-7     21    24    27    24    26    30    29    28
20292  4 8-10    65    66    64    64    62    56    57    57
20292  5 0-2      8     8     6     6     6     6     8     8
20292  5 3-7     15    15    14    12    15    14    16    17
20292  5 8-10    78    78    80    82    79    80    76    75
20292  6 0-2      5     3     3     3     3     3     4     5
20292  6 3-7     12    12    12     9     9    13    13    12
20292  6 8-10    83    85    85    88    87    84    83    83
20292  7 0-2      7     5     5     6     5     5     6     7
20292  7 3-7     14    14    14    13    14    13    16    16
20292  7 8-10    80    80    81    81    82    82    78    78
20292  8 0-2      3     3     3     2     3     3     3     3
20292  8 3-7     11     9    10     9     8    13    13    12
20292  8 8-10    85    87    88    88    89    84    84    84
20292  9 0-2      2     3     3     3     3     3     3     3
20292  9 3-7      8     9    10     8     7     8     8     7
20292  9 8-10    89    88    88    89    90    89    90    90
20292 10 0-2      5     7     6     5     3     4     4     4
20292 10 3-7     16    15    16    15    14    12    14    12
20292 10 8-10    79    79    78    81    83    85    82    84
20292 11 0-2     10    10     9    10    10     7     8     9
20292 11 3-7     26    26    25    24    23    25    25    24
20292 11 8-10    64    64    66    66    67    68    67    67
20292 12 0-2     13    13    12    13    13    13    12    13
20292 12 3-7     27    26    24    23    24    23    25    25
20292 12 8-10    61    61    64    64    64    64    63    62
20476  1 0-2     48    49    46    47    45    39    37    42
20476  1 3-7     16    16    19    18    17    22    23    21
20476  1 8-10    36    35    35    35    38    39    40    38
20476  2 0-2     46    46    47    45    37    34    36    39
20476  2 3-7     20    19    17    18    23    24    24    25
20476  2 8-10    34    35    37    37    41    41    40    36
20476  3 0-2     44    47    48    44    38    38    41    42
20476  3 3-7     19    19    19    22    24    24    22    20
20476  3 8-10    37    34    33    34    38    38    37    38
20476  4 0-2     36    34    34    35    33    36    35    40
20476  4 3-7     22    24    24    23    26    21    24    21
20476  4 8-10    42    41    41    42    41    43    40    40
20476  5 0-2     19    18    15    16    15    17    17    19
20476  5 3-7     15    14    14    14    14    15    16    16
20476  5 8-10    66    68    71    70    71    68    67    65
20476  6 0-2     10     9     8     9     8     8     8     9
20476  6 3-7     10    10    10     9    11    13    13    13
20476  6 8-10    79    81    82    81    81    79    79    78
20476  7 0-2     14    15    14    14    14    14    14    15
20476  7 3-7     14    11    12    11    12    12    13    13
20476  7 8-10    72    74    74    74    74    73    73    72
20476  8 0-2     10    10     9     8     8     8     9     9
20476  8 3-7     13    13    12    12    12    13    14    13
20476  8 8-10    77    77    79    80    80    79    77    78
20476  9 0-2      6     7     6     6     5     5     5     5
20476  9 3-7      9    10    11     8    11    11    10    11
20476  9 8-10    85    83    83    86    85    84    85    83
20476 10 0-2     17    17    16    16    13    10    11    14
20476 10 3-7     16    16    16    17    16    17    18    18
20476 10 8-10    67    67    68    67    71    73    70    68
20476 11 0-2     35    39    40    40    34    29    30    34
20476 11 3-7     21    18    17    18    18    23    22    20
20476 11 8-10    44    43    43    42    48    48    48    46
20476 12 0-2     43    42    44    42    44    36    36    39
20476 12 3-7     18    19    17    20    18    23    24    22
20476 12 8-10    39    39    39    38    37    41    40    38
20674  1 0-2     27    29    29    28    28    25    23    26
20674  1 3-7     20    20    20    20    21    22    21    21
20674  1 8-10    53    51    51    52    51    54    56    53
20674  2 0-2     29    33    29    29    26    23    20    25
20674  2 3-7     22    20    21    20    19    23    23    23
20674  2 8-10    49    47    50    50    55    54    57    52
20674  3 0-2     25    27    29    27    22    23    25    25
20674  3 3-7     19    23    22    21    21    18    17    17
20674  3 8-10    56    49    49    52    56    58    57    57
20674  4 0-2     22    22    22    21    21    22    22    21
20674  4 3-7     19    20    20    21    19    17    18    20
20674  4 8-10    59    58    58    58    60    60    60    60
20674  5 0-2      9     9     8     9     8     8     7     9
20674  5 3-7      9    10     9    10    10    12    13    12
20674  5 8-10    83    81    83    81    82    80    80    79
20674  6 0-2      7     7     7     7     7     6     5     7
20674  6 3-7     11     7     7     8     8     9    10    10
20674  6 8-10    83    86    86    85    85    85    85    83
20674  7 0-2     12    11    11    11    10    11    10    12
20674  7 3-7     15    16    13    12    13    12    14    17
20674  7 8-10    72    73    75    76    77    77    75    72
20674  8 0-2      7     7     7     7     6     6     6     7
20674  8 3-7     11    11    10    10     9     9    10    10
20674  8 8-10    82    81    83    83    86    85    84    83
20674  9 0-2      3     5     4     2     2     3     3     3
20674  9 3-7      8     7     9     7     6     7     9     9
20674  9 8-10    89    88    87    90    92    90    88    88
20674 10 0-2      9    12    13    11     9     8     7     8
20674 10 3-7     13    12    10    12    10    11    10    11
20674 10 8-10    78    76    78    76    81    82    83    81
20674 11 0-2     22    22    22    22    20    17    17    20
20674 11 3-7     19    17    18    19    21    19    18    18
20674 11 8-10    59    60    60    59    60    64    65    62
20674 12 0-2     25    28    28    27    27    23    21    24
20674 12 3-7     23    19    18    17    18    24    23    23
20674 12 8-10    52    53    54    56    55    54    56    53
20744  1 0-2     24    30    31    32    32    29    22    22
20744  1 3-7     19    15    17    16    15    16    20    18
20744  1 8-10    57    55    52    52    53    55    58    60
20744  2 0-2     21    29    32    31    27    22    20    19
20744  2 3-7     21    16    16    15    16    17    19    21
20744  2 8-10    58    56    52    53    57    60    61    60
20744  3 0-2     22    24    29    29    25    23    23    22
20744  3 3-7     16    18    15    14    13    14    16    16
20744  3 8-10    62    58    56    57    61    63    61    61
20744  4 0-2     27    28    28    28    26    24    26    28
20744  4 3-7     19    18    21    19    19    20    19    18
20744  4 8-10    54    54    51    53    55    56    55    54
20744  5 0-2     11    12    11    12    10    12    12    10
20744  5 3-7     16    14    15    16    16    15    15    17
20744  5 8-10    73    74    74    72    74    73    73    72
20744  6 0-2     12    11    10    11    10    11    12    12
20744  6 3-7     16    14    14    12    13    13    12    13
20744  6 8-10    72    75    75    78    77    76    77    75
20744  7 0-2     18    19    19    16    17    17    17    17
20744  7 3-7     16    14    12    14    14    14    15    17
20744  7 8-10    67    67    68    70    69    69    68    66
20744  8 0-2     12    11    10    12    11    11    10    12
20744  8 3-7     17    16    17    13    12    13    16    18
20744  8 8-10    71    73    73    75    77    75    74    70
20744  9 0-2      5     6     7     8     6     6     5     5
20744  9 3-7     14    15    16    16    16    14    16    17
20744  9 8-10    81    79    77    76    78    80    79    78
20744 10 0-2     11    15    18    20    18    12    10     9
20744 10 3-7     19    19    17    17    17    20    20    19
20744 10 8-10    71    66    64    63    65    68    70    72
20744 11 0-2     18    20    23    24    23    22    17    17
20744 11 3-7     16    18    17    17    15    15    16    16
20744 11 8-10    66    62    60    59    61    63    67    67
20744 12 0-2     19    23    27    26    26    23    19    18
20744 12 3-7     19    18    15    15    16    17    20    19
20744 12 8-10    62    59    58    59    57    60    61    63
20891  1 0-2     43    47    45    45    40    33    32    37
20891  1 3-7     17    14    13    14    18    24    26    22
20891  1 8-10    40    39    42    41    41    43    42    41
20891  2 0-2     39    41    39    37    34    30    28    29
20891  2 3-7     16    15    17    17    22    25    25    25
20891  2 8-10    46    44    44    46    45    45    47    46
20891  3 0-2     40    45    43    38    33    34    35    35
20891  3 3-7     18    14    15    19    20    21    21    21
20891  3 8-10    43    41    42    43    46    45    44    44
20891  4 0-2     28    32    30    30    31    30    31    31
20891  4 3-7     19    18    21    23    22    20    20    20
20891  4 8-10    52    50    49    47    48    50    49    49
20891  5 0-2     23    20    18    18    17    19    23    23
20891  5 3-7     19    19    19    15    19    22    18    20
20891  5 8-10    59    61    62    66    64    59    59    57
20891  6 0-2     14    14    12    13    12    12    13    13
20891  6 3-7     20    17    16    15    17    21    19    22
20891  6 8-10    66    69    72    71    71    67    68    65
20891  7 0-2     15    15    15    16    17    15    13    13
20891  7 3-7     25    24    23    22    20    22    25    26
20891  7 8-10    60    61    62    61    63    63    62    60
20891  8 0-2     11    12    11    12    10    10     9     9
20891  8 3-7     20    20    20    21    17    21    21    22
20891  8 8-10    70    68    68    67    73    69    69    69
20891  9 0-2      6     9    11     8     6     6     5     7
20891  9 3-7     17    17    14    14    14    14    16    15
20891  9 8-10    77    74    75    78    81    81    78    78
20891 10 0-2     20    24    23    20    14    14    13    14
20891 10 3-7     17    13    13    15    19    20    20    18
20891 10 8-10    63    62    64    65    67    67    67    68
20891 11 0-2     30    32    31    31    27    23    22    23
20891 11 3-7     17    16    17    15    19    25    25    24
20891 11 8-10    52    52    52    54    54    52    53    52
20891 12 0-2     37    37    37    38    37    31    30    33
20891 12 3-7     14    13    12    12    16    21    19    19
20891 12 8-10    49    50    51    50    47    48    51    49
20982  1 0-2     33    35    35    35    31    25    24    28
20982  1 3-7     19    16    15    18    18    21    21    22
20982  1 8-10    49    48    50    47    52    54    55    50
20982  2 0-2     33    36    36    32    28    22    25    27
20982  2 3-7     18    17    18    21    19    20    17    18
20982  2 8-10    49    47    45    47    53    58    58    55
20982  3 0-2     35    38    38    33    30    32    34    32
20982  3 3-7     16    16    17    17    19    18    15    16
20982  3 8-10    49    46    46    50    52    50    50    53
20982  4 0-2     27    27    26    25    25    25    26    29
20982  4 3-7     15    17    19    17    18    16    19    17
20982  4 8-10    58    57    55    59    58    58    55    54
20982  5 0-2     21    17    18    18    18    19    20    20
20982  5 3-7     15    16    15    14    16    16    19    17
20982  5 8-10    65    66    67    68    65    65    60    63
20982  6 0-2     13    12    12    13    12    12    11    13
20982  6 3-7     19    17    16    16    15    16    18    19
20982  6 8-10    68    71    72    72    73    72    71    69
20982  7 0-2     15    15    16    15    15    13    13    13
20982  7 3-7     23    23    23    20    18    21    21    22
20982  7 8-10    62    62    62    65    67    66    66    65
20982  8 0-2     10    10    11    10    10     9     8     9
20982  8 3-7     19    21    19    17    16    17    18    20
20982  8 8-10    71    69    70    73    74    74    74    72
20982  9 0-2      6     9    10     7     6     5     5     4
20982  9 3-7     15    14    13    12     9    11    14    16
20982  9 8-10    79    76    77    81    85    83    81    80
20982 10 0-2     16    19    19    17    14    12    12    13
20982 10 3-7     15    16    14    15    14    15    15    15
20982 10 8-10    69    65    67    68    72    73    73    72
20982 11 0-2     25    27    26    27    23    16    16    20
20982 11 3-7     18    17    18    17    17    18    17    19
20982 11 8-10    57    55    56    56    60    66    67    61
20982 12 0-2     30    31    31    32    31    25    25    28
20982 12 3-7     19    18    18    18    16    20    18    20
20982 12 8-10    51    51    52    50    54    55    57    52
21432  1 0-2     32    35    33    31    27    26    31    34
21432  1 3-7     21    19    19    21    26    24    21    20
21432  1 8-10    46    47    49    48    47    50    48    47
21432  2 0-2     35    33    31    28    25    25    26    33
21432  2 3-7     21    22    26    25    26    24    24    23
21432  2 8-10    44    45    43    47    49    51    50    43
21432  3 0-2     30    31    26    21    24    24    26    26
21432  3 3-7     25    26    26    27    22    26    26    26
21432  3 8-10    45    43    48    52    54    50    48    48
21432  4 0-2     25    21    22    25    26    26    27    26
21432  4 3-7     23    26    25    22    23    23    23    22
21432  4 8-10    52    53    53    53    52    51    50    52
21432  5 0-2      8     7     7     7     9    10    10    10
21432  5 3-7     12    11    11    13    13    13    12    12
21432  5 8-10    80    82    83    80    77    77    78    78
21432  6 0-2      6     6     6     6     6     7     6     6
21432  6 3-7      9     9     9    10    11     9     9     8
21432  6 8-10    85    85    85    84    83    84    85    86
21432  7 0-2      7     6     6     5     7     7     9     7
21432  7 3-7     10    11    10    11    12    11    11    13
21432  7 8-10    83    84    84    84    81    82    79    80
21432  8 0-2      6     5     5     6     6     5     6     6
21432  8 3-7      8     7     9     9     8    10     9     9
21432  8 8-10    86    88    86    86    86    85    85    85
21432  9 0-2      2     3     2     2     2     2     2     2
21432  9 3-7      7     7     6     6     5     6     5     7
21432  9 8-10    91    90    92    92    93    92    93    91
21432 10 0-2     11    11     8     7     6     6     7    10
21432 10 3-7     11    13    13    13    12    10    11    12
21432 10 8-10    79    77    79    81    83    84    82    78
21432 11 0-2     28    30    29    26    24    23    26    29
21432 11 3-7     20    18    22    23    22    23    20    22
21432 11 8-10    52    52    49    51    54    55    54    49
21432 12 0-2     33    35    36    34    28    30    33    34
21432 12 3-7     23    21    20    23    25    24    21    22
21432 12 8-10    45    44    44    43    47    46    45    44
21802  1 0-2     46    45    45    46    40    35    38    42
21802  1 3-7     10    11    10    10    16    20    19    16
21802  1 8-10    44    43    44    44    44    45    43    42
21802  2 0-2     38    39    38    37    32    30    32    37
21802  2 3-7     15    12    13    12    18    19    18    15
21802  2 8-10    47    48    50    52    50    51    50    48
21802  3 0-2     38    40    38    33    30    34    33    34
21802  3 3-7     15    14    14    16    18    18    18    15
21802  3 8-10    48    46    49    51    52    48    48    51
21802  4 0-2     32    32    29    29    30    32    33    33
21802  4 3-7     15    16    15    15    17    18    17    16
21802  4 8-10    53    52    56    56    53    50    49    51
21802  5 0-2     16    16    13    12    13    14    15    16
21802  5 3-7     14    14    13    14    15    16    15    16
21802  5 8-10    70    71    74    74    72    70    70    68
21802  6 0-2     13    12    11    11    10    10    11    12
21802  6 3-7     19    19    17    19    18    21    21    21
21802  6 8-10    68    69    72    71    72    69    68    67
21802  7 0-2     14    15    14    15    14    13    13    15
21802  7 3-7     24    20    18    18    20    23    23    24
21802  7 8-10    62    65    68    67    66    64    64    61
21802  8 0-2     10    11    10    10    10    11    10    10
21802  8 3-7     18    17    14    15    14    16    18    19
21802  8 8-10    71    72    76    76    76    73    72    71
21802  9 0-2      8    10     8     7     6     7     7     6
21802  9 3-7     15    15    13    11    10    12    12    14
21802  9 8-10    78    76    78    82    84    81    81    80
21802 10 0-2     18    19    16    14    11    11    13    15
21802 10 3-7     14    12    12    11    13    14    14    13
21802 10 8-10    68    69    72    75    76    75    73    72
21802 11 0-2     35    38    36    35    29    24    24    32
21802 11 3-7     14    12    13    14    18    21    21    17
21802 11 8-10    51    49    51    52    53    55    55    51
21802 12 0-2     40    40    40    43    38    33    34    37
21802 12 3-7     11    12    13    10    14    18    16    14
21802 12 8-10    49    48    48    48    48    48    50    49
21908  1 0-2     51    53    50    49    46    44    44    50
21908  1 3-7     19    17    19    19    20    22    22    20
21908  1 8-10    30    30    31    32    34    34    34    31
21908  2 0-2     47    49    46    44    40    36    37    42
21908  2 3-7     18    17    18    18    21    20    20    19
21908  2 8-10    35    34    35    38    39    44    44    39
21908  3 0-2     45    48    43    39    38    42    40    41
21908  3 3-7     18    16    20    19    18    16    17    17
21908  3 8-10    37    36    37    42    44    42    42    41
21908  4 0-2     34    37    34    29    32    34    34    34
21908  4 3-7     17    18    16    17    15    16    16    15
21908  4 8-10    49    45    50    54    53    50    51    51
21908  5 0-2     19    21    16    19    18    18    20    20
21908  5 3-7     19    18    17    12    15    16    18    19
21908  5 8-10    61    61    67    70    66    66    63    61
21908  6 0-2     15    16    16    14    14    11    10    12
21908  6 3-7     21    20    18    19    17    18    20    18
21908  6 8-10    64    64    66    67    70    71    70    70
21908  7 0-2     18    18    17    16    16    14    13    15
21908  7 3-7     21    23    22    20    21    23    24    24
21908  7 8-10    61    59    61    64    63    63    63    62
21908  8 0-2     15    15    13    12    12    11    10    14
21908  8 3-7     19    19    17    16    15    16    17    17
21908  8 8-10    66    66    70    72    73    73    73    69
21908  9 0-2     12    15    13     8     8     8     8     9
21908  9 3-7     16    17    15    15    11    11    14    16
21908  9 8-10    72    68    72    77    81    80    77    76
21908 10 0-2     22    22    18    15    11    14    16    20
21908 10 3-7     17    16    18    15    15    15    13    14
21908 10 8-10    62    62    64    70    74    71    71    66
21908 11 0-2     40    42    40    40    32    29    31    37
21908 11 3-7     19    17    17    17    21    22    22    21
21908 11 8-10    41    41    44    43    48    50    48    43
21908 12 0-2     46    45    44    44    42    40    41    47
21908 12 3-7     17    17    18    18    21    20    21    17
21908 12 8-10    37    38    38    38    37    40    38    36
21921  1 0-2     35    39    39    36    32    27    26    34
21921  1 3-7     14    10    12    14    16    20    20    14
21921  1 8-10    51    50    49    50    52    53    54    52
21921  2 0-2     34    35    33    29    26    24    26    28
21921  2 3-7     13    10    12    14    15    16    16    18
21921  2 8-10    53    54    55    57    59    60    58    54
21921  3 0-2     39    41    37    33    32    35    34    34
21921  3 3-7     13    13    16    15    16    13    15    14
21921  3 8-10    48    46    47    53    52    51    51    52
21921  4 0-2     36    38    35    33    36    37    37    38
21921  4 3-7     18    21    20    15    16    17    16    15
21921  4 8-10    45    41    45    52    49    46    47    47
21921  5 0-2     24    22    24    25    24    24    25    24
21921  5 3-7     16    16    16    15    15    16    17    16
21921  5 8-10    61    62    60    61    60    60    58    60
21921  6 0-2     16    16    17    17    16    16    16    14
21921  6 3-7     20    20    17    17    20    19    21    22
21921  6 8-10    64    64    66    66    64    65    64    64
21921  7 0-2     18    18    17    18    17    16    14    16
21921  7 3-7     21    20    21    19    20    20    23    25
21921  7 8-10    60    62    62    63    62    64    62    59
21921  8 0-2     16    16    16    15    16    16    15    16
21921  8 3-7     20    21    19    18    18    18    20    19
21921  8 8-10    64    64    66    67    66    66    65    64
21921  9 0-2     16    17    15    11    11    11    11    14
21921  9 3-7     15    15    14    14    12    15    15    13
21921  9 8-10    69    68    71    75    77    75    74    73
21921 10 0-2     18    17    17    15    11    12    12    15
21921 10 3-7     12    12    11    12    13    13    13    11
21921 10 8-10    71    71    72    73    76    76    75    74
21921 11 0-2     28    28    26    27    22    18    19    23
21921 11 3-7     11    12    14    13    20    20    18    16
21921 11 8-10    62    59    60    60    57    62    63    61
21921 12 0-2     30    30    31    32    29    26    25    30
21921 12 3-7     11    11    12    13    13    16    19    11
21921 12 8-10    59    59    57    56    58    58    56    59
21931  1 0-2     51    49    52    48    38    34    38    45
21931  1 3-7      9     9     8    12    15    14    15    11
21931  1 8-10    41    42    40    41    46    52    46    44
21931  2 0-2     47    50    48    41    35    34    34    42
21931  2 3-7     11    10    10    12    13    14    16    12
21931  2 8-10    42    40    43    48    52    52    51    46
21931  3 0-2     51    54    48    40    38    41    41    41
21931  3 3-7     13    12    14    18    14    13    15    17
21931  3 8-10    36    33    38    43    48    46    44    42
21931  4 0-2     44    45    40    36    40    43    43    41
21931  4 3-7     17    16    18    19    14    14    14    15
21931  4 8-10    40    39    42    45    47    43    43    44
21931  5 0-2     22    21    20    20    21    23    23    23
21931  5 3-7     15    14    14    15    15    14    16    15
21931  5 8-10    63    65    67    65    64    62    61    62
21931  6 0-2     20    18    16    14    17    17    17    17
21931  6 3-7     15    16    16    16    16    17    19    19
21931  6 8-10    65    66    68    70    66    66    64    64
21931  7 0-2     19    17    17    17    17    16    18    20
21931  7 3-7     18    16    15    13    13    17    19    17
21931  7 8-10    64    67    69    70    70    66    63    63
21931  8 0-2     15    14    13    13    12    14    16    17
21931  8 3-7     17    15    15    12    15    14    15    14
21931  8 8-10    68    70    72    75    73    72    69    69
21931  9 0-2     17    19    14    13     9     9    11    13
21931  9 3-7     13    12    15    14    13    13    13    13
21931  9 8-10    70    69    71    73    78    78    76    74
21931 10 0-2     24    26    25    19    16    17    18    20
21931 10 3-7     16    12    13    13    12    14    12    15
21931 10 8-10    60    62    62    68    72    69    70    65
21931 11 0-2     43    43    42    37    31    28    34    40
21931 11 3-7     14    10    11    12    17    18    16    13
21931 11 8-10    43    47    47    51    52    54    50    47
21931 12 0-2     46    45    46    42    34    31    34    41
21931 12 3-7     12    11     9    13    17    17    17    15
21931 12 8-10    43    44    45    46    50    51    49    44
21946  1 0-2     44    46    47    42    34    33    39    43
21946  1 3-7     12    12    11    15    18    18    15    13
21946  1 8-10    44    42    42    43    48    49    46    44
21946  2 0-2     48    49    45    37    29    32    38    43
21946  2 3-7     11    11    12    15    22    21    16    16
21946  2 8-10    40    40    42    48    48    47    46    41
21946  3 0-2     49    49    41    35    36    39    39    43
21946  3 3-7     15    13    16    21    20    19    19    17
21946  3 8-10    36    38    43    44    44    41    41    40
21946  4 0-2     42    40    35    35    38    43    42    41
21946  4 3-7     18    18    20    18    19    17    17    16
21946  4 8-10    40    42    45    46    43    40    41    43
21946  5 0-2     23    23    22    23    24    23    25    25
21946  5 3-7     17    16    16    17    19    19    18    20
21946  5 8-10    60    61    61    60    58    58    58    56
21946  6 0-2     17    16    15    16    15    16    18    19
21946  6 3-7     18    16    14    18    19    19    20    19
21946  6 8-10    65    69    71    66    66    65    62    62
21946  7 0-2     16    16    16    16    15    14    16    15
21946  7 3-7     22    18    15    18    20    23    21    25
21946  7 8-10    62    66    68    66    65    63    63    59
21946  8 0-2     15    13    14    13    13    13    14    16
21946  8 3-7     16    15    13    11    16    18    18    17
21946  8 8-10    68    71    74    75    71    69    67    67
21946  9 0-2     13    11     9     6     7     7     8    11
21946  9 3-7     12    10     8     9    10    14    12    12
21946  9 8-10    75    79    83    84    83    79    79    76
21946 10 0-2     21    19    15    11    10    10    14    19
21946 10 3-7     12    11    13    15    14    16    15    15
21946 10 8-10    67    70    72    75    76    74    71    67
21946 11 0-2     37    38    36    31    22    23    29    35
21946 11 3-7     13    11    12    16    21    20    17    16
21946 11 8-10    50    51    53    53    56    58    54    49
21946 12 0-2     46    45    47    44    35    33    40    44
21946 12 3-7      9    11    11    16    19    19    16    14
21946 12 8-10    45    44    41    40    46    47    44    42
21982  1 0-2     34    33    32    27    28    29    30    33
21982  1 3-7     22    24    25    26    22    25    27    24
21982  1 8-10    44    43    43    46    49    46    43    44
21982  2 0-2     33    32    29    27    27    29    30    33
21982  2 3-7     26    27    29    27    27    27    29    29
21982  2 8-10    41    41    42    46    46    44    40    39
21982  3 0-2     39    35    28    30    30    32    34    37
21982  3 3-7     28    26    28    26    27    26    27    28
21982  3 8-10    34    39    43    44    42    42    38    35
21982  4 0-2     29    26    24    25    26    27    26    29
21982  4 3-7     26    23    22    23    24    23    22    26
21982  4 8-10    45    50    54    52    50    50    52    45
21982  5 0-2     12    12    13    12    13    14    13    12
21982  5 3-7     15    15    12    15    15    14    14    14
21982  5 8-10    73    74    75    73    72    72    73    73
21982  6 0-2     10    11    12    12    12    12    12    12
21982  6 3-7     17    16    17    19    20    18    17    17
21982  6 8-10    72    73    71    69    68    70    72    71
21982  7 0-2     11    10    12    12    13    12    14    14
21982  7 3-7     16    17    13    17    15    18    16    16
21982  7 8-10    73    73    75    71    71    70    70    70
21982  8 0-2      7     5     4     5     6     5     6     6
21982  8 3-7     17    14    14    13    15    15    13    14
21982  8 8-10    76    81    81    81    79    80    81    79
21982  9 0-2      9     5     4     4     4     5     6     7
21982  9 3-7     19    18    15    11    14    16    18    20
21982  9 8-10    72    77    82    85    82    79    76    74
21982 10 0-2     11    11     9     7     8     8    10    13
21982 10 3-7     21    20    19    17    16    18    20    17
21982 10 8-10    68    69    73    76    76    74    69    71
21982 11 0-2     23    22    22    17    17    19    23    24
21982 11 3-7     21    23    21    22    22    23    24    21
21982 11 8-10    55    55    58    60    60    57    53    55
21982 12 0-2     35    34    33    32    31    30    32    34
21982 12 3-7     28    28    28    28    27    32    30    30
21982 12 8-10    38    38    39    40    43    38    38    36
22113  1 0-2     16    19    20    21    20    18    15    13
22113  1 3-7     18    17    15    15    14    14    18    16
22113  1 8-10    66    64    65    64    66    68    67    71
22113  2 0-2     16    18    23    20    21    19    14    15
22113  2 3-7     17    16    13    14    15    14    15    17
22113  2 8-10    67    65    64    66    64    67    70    68
22113  3 0-2     18    19    22    21    18    16    16    18
22113  3 3-7     17    18    18    18    16    16    14    16
22113  3 8-10    65    63    60    61    66    68    70    67
22113  4 0-2     16    15    20    24    19    14    16    14
22113  4 3-7     18    21    18    15    16    15    17    19
22113  4 8-10    66    64    62    61    65    71    66    67
22113  5 0-2      8     8    12    11    10    11    10     8
22113  5 3-7     13    15    13    15    13    11    11    12
22113  5 8-10    79    77    75    74    77    78    79    80
22113  6 0-2      9    10    12    11    12    10     8     8
22113  6 3-7     15    17    15    16    13    13    12    13
22113  6 8-10    77    72    73    73    74    77    80    79
22113  7 0-2     10    12    14    16    14    13    11     8
22113  7 3-7     18    20    19    15    16    14    15    18
