23884  202  14.09   5.10  25.10  21.09  14.10  10.11   6.04   5.05  29.05  27.04  16.05   6.06   53.2  129.0
23891  208   6.09   2.10  19.10  25.09  12.10  10.11  10.04   8.05  25.05  25.04  16.05   3.06   51.1  107.0
23914  179  30.08   9.10   1.11   3.10  26.10  18.11   7.04  24.04   9.05  13.04   3.05   4.06   47.2  127.0
23921  169   8.09   9.10   3.11  26.09  27.10  27.11  27.03  14.04   8.05   7.04   5.05   5.06   26.6   90.0
23933  178  16.09  12.10   7.11  10.10  25.10  17.11  29.03  22.04  10.05   7.04   7.05   4.06   31.1   85.0
23955  182   9.09  11.10   6.11   2.10  23.10  16.11   4.04  23.04  13.05  17.04  13.05  15.06   28.7   70.0
23966  195  20.09   7.10   1.11  29.09  19.10   3.11   4.04   2.05   1.06  18.04  10.05   3.06   46.5  111.0
23986  216  26.08  25.09  27.10  19.09   7.10  27.10   6.04  13.05   1.06   5.05  22.05   9.06   55.4  168.0
24125  238   9.08  20.09   7.10  13.09  28.09  21.10  22.04  26.05   8.07  14.05   2.06   8.07   29.5   88.0
24136  227  27.08  23.09  11.10  15.09   1.10  14.10  26.04  16.05   3.06   5.05  24.05  12.06   28.1   69.0
24143  228  27.08  23.09   9.10   5.09   1.10  21.10  27.04  17.05  29.05   8.05  24.05  14.06   31.0   88.0
24266  209   6.09  25.09  17.10  16.09   6.10   2.11  13.04   2.05  17.05  25.04  19.05  28.06   15.8   36.0
24329  223  25.08  22.09  18.10  14.09   4.10  22.10  17.04  15.05   1.06   9.05  22.05  25.06   24.5   72.0
24343  227   5.09  22.09   8.10  16.09  30.09  15.10  31.03  15.05  28.05  31.03  19.05   5.06   36.3   90.0
24382  209  18.08  19.09  29.10  18.09   7.10  29.10  13.04   4.05  17.05  30.04  21.05  27.06   15.2   32.0
24507  198   8.09  28.09  21.10  23.09  11.10  31.10   9.04  27.04  11.05  24.04  16.05   6.06   28.0   64.0
24606  209  28.08  28.09  18.10  21.09  11.10   1.11  16.04   7.05  20.05   4.05  16.05  14.06   28.0   74.0
24641  203   6.09  27.09  20.10  25.09   8.10  21.10  14.04  29.04  20.05  18.04   7.05   2.06   29.0   74.0
24661  213  27.08  26.09  12.10  17.09   3.10  30.10  31.03   5.05  20.05  31.03   8.05  25.05   29.8   95.0
24671  213  25.08  25.09  25.10   7.09   5.10  25.10  18.04   6.05  20.05  26.04  11.05  13.06   18.0   53.0
24688  213  30.07  19.09  17.10  16.09   5.10  20.10  23.04   7.05   7.07  23.04  17.05   7.07   18.8   54.0
24713  209  12.09  29.09  19.10  20.09   9.10  28.10  17.04   7.05  21.05  17.04  14.05  19.06   30.1   70.0
24738  197   7.09   2.10  19.10  28.09  12.10  31.10  13.04  27.04   8.05  13.04   4.05  11.06   26.6   65.0
24790  203  18.08  19.09  31.10  15.09   6.10  31.10  28.02  27.04  15.05  23.04  16.05   7.07   13.3   41.0
24817  207  19.09   5.10  21.10  24.09  12.10   1.11  20.04   7.05  19.05  20.04  10.05  27.05   33.1   80.0
24908  202   1.09  29.09  27.10  19.09  13.10   1.11  10.04   4.05  19.05  23.04  11.05  28.05   33.7  157.0
24959  197  10.09   3.10  20.10  28.09  11.10  22.10  15.04  26.04   8.05  15.04   1.05  23.05   22.3   51.0
24966  192   9.09   3.10  22.10  22.09  11.10  23.10  30.03  21.04  14.05  11.04   1.05  22.05   29.9   58.0
24967  197  10.09   4.10  25.10  28.09  14.10  27.10  15.04  28.04  10.05  18.04   1.05  18.05   24.1   66.0
25062  238  30.07  21.09   1.12  11.09   5.10   1.12  17.05   2.06  21.06  20.05   5.06  14.07   24.1   56.0
25138  223  29.08  22.09  27.10   1.09   1.10  27.10  19.04  12.05   2.06  27.04  20.05  10.06   19.7   59.0
25173  248   1.08  14.09  11.10  31.08  28.09  18.10   1.04   3.06  20.06   1.04   4.06  20.06   54.4  154.0
25206  219  26.07  18.09  12.10  11.09   1.10  17.10  22.04   8.05  27.05   1.05  21.05  14.06   30.6   78.0
25248  227  31.08  28.09   1.12  14.09   6.10   1.12   5.05  21.05  31.05   5.05  24.05   8.06   25.2   69.0
25325  223  23.08  26.09  18.10  14.09   6.10  18.10   3.05  17.05  30.05   3.05  21.05  23.06   29.7   55.0
25356  222   1.09   1.10   8.11  26.09  11.10   8.11   3.05  21.05   9.06  10.05  24.05   9.06   24.9   83.0
25378  201   5.09   4.10   4.11  26.09  25.10  20.12  28.02  15.05  11.06   2.05  27.05  14.06   19.9  126.0
25399  230   3.09   2.10  22.10  20.09  18.10  18.11  12.05   5.06  22.06  12.05   8.06  26.06   39.6  126.0
25400  216  28.08  23.09   7.10  12.09   2.10  22.10  23.04   6.05  22.05  25.04  15.05  13.06   28.6   87.0
25428  224  23.08  22.09  10.10  14.09   4.10  17.10   1.05  15.05  28.05   1.05  20.05   9.06   27.8   65.0
25503  218  30.08  29.09  18.10  19.09   6.10  19.10   1.05  12.05  23.05   1.05  15.05   7.06   34.3   73.0
25538  224  19.08  29.09  19.10  26.09  13.10  11.11  14.05  24.05   4.06  14.05  24.05   4.06   39.4   80.0
25551  224   3.09   6.10  30.10  26.09  12.10   2.11  10.05  23.05   7.06  10.05  24.05   7.06   50.2  116.0
25563  210  28.08   5.10  26.10  23.09  17.10  13.11  20.04  15.05   2.06   5.05  22.05  13.06   13.1   80.0
25594  200  14.09   9.10   8.11   9.10   2.11   1.03  30.04  21.05  10.06  13.05  27.05  17.06   46.4  107.0
25677  213   8.09   5.10  25.10  29.09  22.10  20.11  28.04  24.05   9.06   7.05  28.05  11.06   31.5  278.0
25705  218   4.08  17.09  13.10  18.09   4.10  22.10  26.04  11.05  26.05   1.05  20.05  19.06   50.5  123.0
25745  216  22.09   7.10  10.11   2.10  15.10  10.11   4.05  18.05   2.06   4.05  20.05   2.06   42.3  105.0
25927  192  15.09  19.10  13.11  15.10   3.11  17.02  13.04  14.05  27.05  27.04  16.05  28.05   46.6  156.0
25932  171   3.10  24.10  20.11  11.10   3.11  27.11  28.02  26.04  24.05  19.04   9.05   3.06   13.4   77.0
25954  185   5.10  24.10   5.12   7.10   7.11  11.12  22.04  11.05  25.05  29.04  13.05  25.05   24.0   75.0
25956  197   8.10  21.10   3.11   8.10   5.11  30.12   9.05  21.05   1.06   9.05  21.05   1.06   51.6   90.0
26063  109   9.10   1.11  26.11  24.10   1.12  30.01   4.12  23.03  17.04  26.03  15.04   1.06   11.9   73.0
26157   99  28.09   3.11  10.12  28.10   6.12  21.01  30.01  18.03  13.04  16.03  14.04  12.05   15.1   80.0
26275  100  29.09   2.11  10.12  30.10   6.12  28.01  29.01  17.03   9.04  15.03  10.04  11.05   11.8   54.0
26359  105   1.10  30.10  18.11  23.10   4.12  31.01  29.01  21.03   9.04  15.03  12.04  12.05   12.8   57.0
26781  122  26.09   2.11  15.12  23.10  28.11  24.01  25.02  30.03  16.04  15.03  11.04  30.04   17.6   63.0
26997   99  18.10   9.11  15.12  30.10   7.12  20.01  26.12  18.03  15.04  16.03   3.04  25.04   10.4   56.0
27037  143  20.09  21.10  21.11   9.10  15.11  15.12  18.03   8.04  26.04  27.03  21.04  23.05   19.8   75.0
27051  153  24.09  22.10  25.11   9.10  11.11  13.12  24.03  15.04  29.04  24.03  22.04  27.05   29.8   90.0
27333  145  16.09  22.10  20.11  21.10  14.11  18.12  15.03   8.04  26.04  29.03  21.04  22.05   24.7  100.0
27459  143  20.09  24.10  21.11  20.10  16.11  29.12  24.03   8.04  25.04  29.03  16.04  20.05   26.4   90.0
27595  144  28.09  25.10  15.11  20.10  16.11  29.12  25.03   8.04  25.04  25.03  14.04  23.05   25.9  105.0
27612  126  27.09  27.10  27.11  25.10  25.11  21.01  10.03  31.03  14.04  17.03   9.04  21.05   19.9   79.0
27648  127   2.10  31.10  25.11  23.10  24.11  31.12  26.02   2.04  16.04  18.03   8.04   7.05   19.2   75.0
27675  131  21.09  28.10  27.11  20.10  22.11  16.01  31.01   2.04  23.04  23.03  10.04  17.05   18.0   90.0
27707  115  26.09  31.10   6.12  30.10  30.11  23.01   7.02  26.03  13.04   9.03  10.04   5.05   11.7   58.0
27823  120   3.10   7.11  19.12   8.11   2.12  21.01  24.02   1.04  19.04  12.03   7.04  28.04   15.4   75.0
27857  122   7.10  31.10  12.12  26.10  29.11  12.01  24.02  31.03  13.04  17.03   9.04  16.05   17.7   77.0
27995  129  27.09  31.10  28.11   2.11  24.11  21.12  10.03   2.04  15.04  24.03   9.04   3.05   22.0   66.0
28009  164  16.09  12.10  10.11  15.10   2.11  28.11  31.03  16.04   4.05   4.04   1.05   7.06   29.9  103.0
28064  169  18.09  11.10   7.11  11.10  28.10   4.12  27.03  15.04  10.05  31.03   6.05   9.06   28.5   89.0
28138  183  12.09   4.10  31.10  21.09  23.10  20.11  30.03  24.04   9.05  18.04  11.05   6.06   47.1  157.0
28224  162  18.09  13.10  22.11  10.10   2.11  12.12  27.03  13.04   2.05  30.03  26.04   4.06   35.9   90.0
28255  156  12.09  19.10   4.12  10.10   5.11  17.12   2.03  10.04  29.04  29.03  22.04  30.05   32.3   90.0
28275  162  11.09  17.10   7.12  14.10   3.11   7.12  27.03  14.04   7.05  29.03  26.04  24.05   19.6   76.0
28418  152  16.09  21.10  15.11  15.10   9.11  12.12  31.12  10.04  30.04   2.04  20.04  24.05   31.9  122.0
28434  160  20.09  16.10  10.11  10.10   2.11   6.12  30.03  11.04  29.04  30.03  23.04   3.06   26.8   83.0
28493  162  18.09  13.10  10.11  15.10   2.11  28.11  24.03  13.04  30.04   3.04  26.04  28.05   24.8   84.0
28552  146   4.10  22.10   4.12  10.10  10.11  17.12  21.03   4.04  22.04  21.03  17.04  23.05   17.6   62.0
28573  153   1.09  16.10  20.11  15.10   6.11  13.12  23.03   7.04  21.04  26.03  22.04  24.05   20.7   81.0
28666  147  27.09  17.10   8.11  13.10   8.11  13.12  15.01   4.04  16.04  15.01  13.04  31.05   14.7   48.0
28698  152  27.09  16.10   8.11  14.10   5.11  30.11  21.03   6.04  22.04  29.03  21.04   4.06   22.6   72.0
28704  135  29.09   3.11  22.11   9.10  22.11  31.12  15.03   6.04  27.04  23.03   9.04  27.04   18.2   73.0
28722  151  21.09  18.10  13.11  10.10  10.11  12.12  26.03  10.04  26.04  30.03  17.04  23.05   24.4   85.0
28748  142  28.09  18.10   1.12  10.10  10.11  13.12  16.03   1.04  13.04  21.03  14.04  24.05   15.0   57.0
29111  179  22.09  11.10  30.10  29.09  25.10  16.11   2.04  22.04  12.05  14.04   9.05  15.06   32.3   73.0
29231  177  16.09  10.10  28.10   3.10  25.10  10.11   1.04  20.04   8.05   4.04   8.05  15.06   30.5   76.0
29263  175  16.09   9.10   4.11  29.09  24.10  18.11  28.03  18.04   4.05  10.04   3.05  20.05   32.6   84.0
29282  166   7.09   8.10   8.11   4.10  27.10  21.11  27.03  11.04  30.04   7.04  29.04  20.05   17.6   67.0
29313  172  18.09  16.10  10.11  14.10  29.10  25.11   1.04  18.04   6.05   7.04  27.04  27.05   32.7   77.0
29328  168  16.09  10.10  10.11  15.10  30.10  21.11  28.02  16.04   4.05   9.04   3.05  25.05   33.7   90.0
29379  165  23.09  13.10  30.10  16.10   1.11  27.11  31.03  15.04   2.05   7.04  25.04  16.05   28.9   90.0
29570  160   4.09   8.10  30.10  13.10  30.10  27.11  12.03   9.04  27.04   5.04   1.05  21.05   11.9   58.0
29594  161  16.09   6.10  30.10  29.09  29.10  24.11  20.03   8.04   2.05   4.04   5.05   3.06   14.3   53.0
29612  157  20.09  14.10   7.11  14.10   2.11  24.11  21.03   8.04  26.04  29.03  23.04   3.06   22.1   64.0
29645  163  23.09  15.10   7.11  15.10   2.11  25.11  29.03  14.04  29.04   5.04  27.04  25.05   34.0   90.0
29752  211  25.08  18.09  13.10  20.09   9.10   2.11   9.04  11.05   4.06  10.05  30.05  24.06   43.2  145.0
29789  163  24.08  16.09   4.10  29.09  29.10   8.12   6.03  13.04   8.05  28.04  21.05  13.06    9.2   38.0
29866  126  15.09  17.10  11.11  16.10  13.11   1.01  17.02  19.03   7.04  19.03  18.04  12.05    6.9   41.0
29939  149  27.09  21.10  11.11  16.10   8.11   8.12  21.03   6.04  21.04   2.04  22.04  25.05   25.7  107.0
30054  197   7.09   4.10  22.10  26.09  15.10   1.11  15.04  30.04  14.05  16.04   3.05  22.05   44.6  103.0
30089  195   2.09   3.10   1.11  30.09  16.10   2.11  18.04  29.04  12.05  20.04   4.05  24.05   30.2   69.0
30230  184   1.09   8.10   5.11   2.10  21.10  24.11  10.04  24.04   8.05  15.04   3.05   4.06   26.0   74.0
30252  175   7.09   5.10   5.11   1.10  19.10  10.11  25.03  12.04  24.04  11.04   1.05  25.05   24.4   69.0
30309  170  14.09   4.10   1.11   2.10  26.10  23.11  30.03  15.04   8.05   7.04   6.05  19.06   20.9   66.0
30372  165   5.09  25.09  23.10  23.09  22.10   7.12   8.03   5.04   5.05  29.03  13.05   4.06    8.4   37.0
30385  172   5.09   4.10   2.11   4.10  21.10  12.11  22.03  11.04   1.05   9.04   4.05  29.05   13.5   45.0
30393  215  10.08  16.09   4.10  17.09   4.10  20.10  17.04   7.05  20.05   3.05  22.05  21.06   31.1   66.0
30433  174   1.09  10.10  10.11  20.09  25.10  23.11  29.03  18.04  21.05   9.04   3.05   4.06   19.4   60.0
30521  168   7.09  13.10  13.11   6.10  27.10  15.11  28.03  13.04  29.04   1.04  24.04  22.05   20.7   53.0
30554  151  30.08  11.10  21.11   8.09  29.10   9.12   7.03   2.04  18.05  26.03   7.05   3.06    6.1   38.0
30612  158   7.09  10.10   3.11  11.10   2.11  27.11  25.03   9.04  28.04   9.04   1.05   7.06   11.9   37.0
30636  164  22.09  13.10   3.11   8.10  30.10  24.11  23.03  12.04  28.04   4.04  23.04   7.05   27.2   84.0
30650  148   9.09  12.10  14.11   8.10   4.11  12.12   2.03   1.04  27.04  29.03   1.05  18.05    9.3   50.0
30673  147   8.09  10.10   4.11   5.10  28.10   2.12  28.02  25.03  13.04  18.03  30.04   6.06    9.3   36.0
30710  147   7.09   4.10   1.11   6.10   2.11  23.11   5.03  30.03  16.04   1.04   3.05  23.05   14.6   54.0
30758  114   8.09  15.10  26.11  19.10  15.11  27.01  28.01   9.03  30.03  11.03  24.04  18.05    3.8   25.0
30777  147  16.09  15.10  12.11  14.10   3.11   2.12  15.03  29.03  13.04  15.03  24.04  28.05    9.2   28.0
30844  144  31.08   6.10   3.11  17.09  31.10  27.12  20.02  25.03  19.04  29.03   5.05   8.06    5.3   27.0
30879  154   4.09  11.10   4.11  18.09  30.10  16.11  13.03   2.04  20.04  28.03  25.04  22.05   11.3   41.0
30925  117   7.09   5.10   5.11  11.10  13.11  29.12  21.02  10.03  27.03  31.03   1.05  25.05    4.0   26.0
30935  130  31.08  15.10  24.11  18.09   8.11  13.12  21.02  19.03  28.04  14.03  26.04  30.05    6.6   32.0
30949   80  20.09  15.10   6.12  21.10  29.11   1.01  16.12  17.02  31.03  10.03  19.04   1.06    2.2   25.0
30965  116  19.09  15.10  12.11  24.10  16.11  19.12  20.01  13.03  10.04  11.03  22.04  21.05    4.1   18.0
31004  211  29.08  17.09   5.10  17.09   2.10  19.10  12.04   2.05  21.05   7.05  22.05  17.06   40.7  117.0
31088  180  15.09  15.10   4.11   8.10  30.10  21.12   3.04  28.04  18.05  15.04  14.05  19.06   19.9   88.0
31137  219   1.09  23.09  10.10  14.09   3.10  22.10  21.04  11.05  23.05  30.04  18.05   8.06   34.7   96.0
31168  184  21.09  19.10  13.11   2.10   4.11   1.01  20.03   7.05  31.05  26.04  23.05  11.06   38.9  154.0
31174  194   1.10  20.10  24.11  14.10  31.10   1.12  15.04  13.05   2.06  24.04  18.05   8.06   42.4  157.0
31253  182  13.09  11.10  29.10   7.10  21.10  14.11  31.03  21.04   9.05  31.03   3.05  27.05   23.3   60.0
31329  185  15.09   7.10  27.10   4.10  19.10  31.10   4.04  21.04   6.05  18.04   5.05  27.05   28.5   68.0
31369  187   1.10  18.10   2.11  15.10  29.10  22.11  13.04   3.05  21.05  26.04  13.05  31.05   47.1  151.0
31416  164  22.09  19.10   3.12  17.10  31.10   3.12  12.03  14.04  10.05  10.04   3.05  28.05   19.4   63.0
31439  164   7.10  20.10   8.11  22.10   4.11  27.11  26.03  17.04  12.05  10.04   2.05  28.05   19.2  104.0
31478  194  29.08  30.09  30.10  28.09  16.10   1.11  16.04  29.04  11.05  19.04  13.05   1.06   26.0   68.0
31707  100  10.10   2.11  23.11  22.10  24.11   9.01  26.12   4.03   9.04  23.02   2.04  25.04    5.3   29.0
31770  147   7.10   6.11  14.12   1.11  17.11  29.12  31.01  13.04  14.05  31.03   1.05  20.05   29.8  127.0
31829  120  17.10  16.11  29.12   6.11   4.12  12.01  31.01   2.04   5.05   5.04  24.04  10.05    4.2   48.0
31961   85  13.10   7.11  12.12  22.10   6.12   4.02  28.11   3.03   7.04  12.02   3.04   7.05    8.5   51.0
32027  177   5.08  25.10  17.11  16.10   9.11   1.12  31.03   5.05  27.05  28.04  14.05  29.05   31.3  150.0
32061  163   2.10  24.10  12.11  22.10   6.11  26.11  26.03  19.04  14.05   4.04   5.05  23.05   21.0   90.0
32076  180  13.10   2.11  20.11  24.10  10.11  25.11  12.04   8.05  31.05  30.04  17.05   2.06   57.4  169.0
32098  148   9.10  28.10  29.11  28.10  17.11  27.01  20.03  16.04  12.05  14.04   7.05   5.06   30.9  143.0
32099  146  13.10  12.11  13.12   9.11  27.11   8.01  25.03  23.04  24.05  16.04   9.05  27.05    9.0   53.0
32150  140   3.10  30.10  25.11   2.11  20.11  12.12  18.03  10.04   2.05   3.04  28.04  30.05   30.4  119.0
32165  107  28.10  16.11  17.12  12.11  12.12   8.01   2.03   2.04  19.04   2.04  27.04  18.05   11.3   71.0
32213  166  29.10   9.11  28.11   1.11  23.11  15.12  24.04   8.05  22.05  29.04  11.05  22.05   57.2   90.0
32252  190   1.10  19.10   8.11  11.10  29.10  18.11  13.04   9.05  27.05   1.05  12.05  27.05   35.6   90.0
32287  181  25.09  20.10   3.11  10.10   1.11  24.11   6.04   1.05  20.05  12.04   7.05  20.05   42.4   94.0
32389  182  26.09  19.10   3.11  17.10   6.11   3.12  17.04   7.05  25.05   1.05  13.05  28.05   63.4  144.0
32477  186  25.09  23.10  12.11  13.10   3.11  24.11  23.04   7.05  22.05  29.04  11.05   2.06   55.3  110.0
32509  175  18.10  12.11  21.12  27.10  19.11  21.12  17.04  13.05  31.05  23.04  18.05   2.06   22.1   68.0
32562  177   6.10  25.10  12.11  24.10   7.11  23.12  10.04   3.05  19.05  18.04  10.05  27.05   48.5  126.0
32618  157  11.10   5.11  13.12  28.10  26.11  29.01  31.03   3.05  22.05  11.04   6.05  22.05   22.6   89.0
34110  109  27.09   2.11  23.12   5.11   4.12  27.01   8.02  24.03  14.04   9.03   3.04   2.05    8.3   44.0
34123  101   7.10   6.11  23.12   5.11  10.12   7.02   9.02  21.03  11.04   5.03   3.04  23.04   13.7   70.0
34152  114  24.09   4.11   9.12   4.11  30.11  22.01  21.02  25.03  13.04  18.03   3.04  24.04   15.2   68.0
34163  117   7.10  12.11  20.12   7.11   1.12  23.01  26.02  29.03  23.04  26.02   3.04  23.04   19.9   75.0
34186  121  15.10   6.11  30.11  30.10  29.11  10.01   1.03  30.03  13.04  17.03   4.04  27.04   18.1   87.0
34579   74  23.10  22.11  19.12  20.11  22.12   2.02   9.01   6.03  12.04  15.02  18.03  12.04    7.4   46.0
34720   55  30.10  26.11  21.12  19.11   3.01   5.02  28.12   1.03   6.04  25.01  17.03  16.04    5.4   39.0
34740   49   1.10  23.11  25.12  18.11   4.01   8.02  17.12  22.02   1.04  17.02  21.03  13.04    4.8   37.0
34949   52  17.10  15.11  21.12   9.11  28.12  10.02  24.12  20.02  25.03  15.03  28.03  21.04    8.9   85.0
35011  130   9.10  30.10  11.12  26.10  23.11   7.01  15.03   1.04  13.04  17.03   7.04   2.05   16.4   53.0
36038  152  16.09  16.10  17.11   8.10   7.11   4.12  19.03   9.04  27.04   3.04  24.04  29.05   26.4  111.0
36064  143  19.09  10.10  10.11  15.10  10.11   5.12   2.03   3.04  24.04   1.04   2.05  24.05   12.5   56.0
36096  136  27.09  26.10  23.11  17.10   9.11   2.12  13.03  24.03   5.04  18.03   4.04  15.05   12.7   34.0
36229  140   3.09  20.10  28.11  19.10  11.11   4.12  11.03  30.03  27.04  21.03  19.04  23.05   15.1   62.0
36259  111   4.09  19.10  29.11  22.09  21.11  17.01  21.12  12.03   4.04   3.03  13.04  28.05    3.7   17.0
36307  147  28.09  29.10   1.12  18.10   7.11   2.12  28.02   3.04  26.04  25.03  16.04  24.05   10.8   29.0
37107   65  28.10  26.11  28.12  18.11  26.12   2.02  31.12   2.03   4.04  26.02  30.03  24.04   26.9  133.0
37126  104   7.09  12.10  10.11  25.10   4.12  21.02   9.01  22.03   6.05  27.03   8.05   6.06    9.8   61.0
37228   52  18.10  12.11  18.12  11.11  26.12  29.01  30.12  19.02  29.03   2.03  27.03  14.04    8.1   60.0
31152  196   7.09   4.10   1.12  22.09  15.10   1.12  31.03  29.04  15.05  31.03   6.05  30.05   34.4  104.0
