22235    8.8    9.2    7.3    8.9   10.2    3.0    5.5   15.8   20.4   22.3   17.8   14.8   68.7   55.1  123.8      4      4      4
22471   18.3    8.8   12.9   11.1   10.0    5.2    8.5    9.6   13.9   18.3   16.8   15.7   86.1   52.3  138.5      4      3      4
22520    8.0    8.0   16.8   11.0   19.3   11.3   18.8   13.1   13.2    7.1    7.1    7.9   40.0   73.0  113.1      4      5      4
22550    9.5    7.3   11.4   10.1    7.4    4.1    3.9    9.2   12.7   11.5   10.7    8.6   46.1   38.2   84.3      4      3      4
22619    5.1    6.3    7.9   13.5   13.9    7.3    6.0    5.2    7.2    6.2    4.5    5.2   16.7   34.3   51.0      3      4      4
22641    5.2    3.2    7.4    6.7    4.2    4.2    2.8    3.5    5.9    5.7    8.0    3.4   19.2   15.7   34.2      3      3      3
22676    8.5    3.5    3.6    6.2    6.6    4.8    8.3   12.4   15.6    4.8    3.3    3.9   15.6   41.4   57.0      3      4      3
22768    5.0    3.6    6.0    7.1    5.8    3.9    5.0    9.5   13.1   11.0    6.0    3.3   23.6   35.0   57.8      3      3      3
22802    8.6   14.3   18.9   16.6    9.4    7.4    8.4   14.5   18.7   19.1   11.4    9.1   62.4   63.5  125.9      5      4      5
22820    9.1    6.9   14.3   11.6   14.7   12.4    6.3    7.2   10.3   14.2   12.0    4.4   35.3   47.0   80.7      4      4      4
22837    6.7    3.8    5.6    7.0    5.9    4.1    4.6    6.9    8.4    3.1    3.8    3.3   12.8   27.1   39.9      3      3      3
23022    3.8    5.6    7.4   14.5   37.7  106.8  121.9   98.0   45.0   20.4    7.6    6.6   38.8  421.5  460.4      3      7      6
23032    8.3    2.6   10.9   23.3   27.8   84.1  120.8   76.6   43.7   26.5    9.5    5.6   35.9  337.0  371.7      5      8      8
23058    4.4    3.2    7.3   11.7   20.9   21.0    6.6   11.6   20.2   28.2    9.4    5.2   35.6   71.6  104.7      5      4      5
23074    8.8    3.2    2.0    4.0    6.5    5.7    2.1    4.2    6.4    4.7    5.9    9.2   11.0   17.8   27.6      3      3      3
23205   11.5    5.8    7.6   10.7    9.5    6.7   11.8   11.5   13.2   12.5   13.6    7.5   52.5   57.0  109.4      3      3      3
23242    6.8    4.3    9.6   12.7   20.0   29.3    9.5   10.4   17.5   27.4   12.1    6.9   46.8   86.7  133.5      5      5      5
23256    5.5    3.3    7.5   11.4   17.2   11.5    3.2    7.7   11.6   23.5    9.0    7.4   39.5   54.2   93.7      4      3      3
23274   42.2   28.7    4.8    4.7    6.7    6.0    2.9    6.1    5.9    5.1   13.8   28.2   63.4   19.6   80.8      7      3      5
23324    5.1    3.2    6.9    8.0    8.1    3.7    5.4   10.0   11.3   10.4    6.7    5.4   25.4   33.6   58.1      3      4      3
23330   11.1    6.4    6.9    8.6    7.8    5.2    5.5    8.9   12.9   25.5   10.4    6.1   46.5   37.4   82.3      4      3      4
23383   13.3     .      .      .     7.4   13.2   17.9   11.7    7.4    8.1     .      .    10.7   24.2   25.1      5      5      5
23405    6.1    3.2    5.0    6.7    5.9    4.0    4.5    7.3   16.6   11.7    8.5    6.6   29.9   36.6   66.5      3      3      3
23445    2.6    1.1    5.0    5.2    7.5    4.0    6.5    6.6    7.4   10.4    6.3    6.4   17.5   24.2   41.1      3      3      3
23463     .      .     2.8    2.8    9.2    4.7    9.6   23.6   12.1    3.1    1.1     .     3.7   34.7   36.3      3      5      5
23472     .      .     5.9    2.6    8.7    3.8    3.1    7.1    8.5    7.8    5.0    5.1    9.2   23.3   30.3      4      3      3
23552    4.7    6.4    5.4    4.5    5.3    3.0    5.1    6.8    4.8    6.1    5.2    3.6   12.3   15.1   25.1      3      3      3
23631    5.1    6.5    2.0    8.4    7.0    2.9    3.4    5.5    7.3   13.8    5.8    3.4   21.7   21.2   42.9      3      3      3
23662     .     5.5    1.9    5.2    4.0    9.2   11.7   22.9   11.2    6.6    2.4    1.2    6.4   51.5   56.3      3      3      3
23678   49.5    4.8     .     3.0    7.3    7.2    7.5    5.5   10.2    5.5    3.2   37.0   16.1   18.5   28.1      7      4      5
23711    3.7    1.8    4.3    7.1    6.3    3.3    5.3    6.1    9.1   12.0    6.1   11.8   17.8   25.6   42.2      4      3      3
23724     .     1.4    2.6   13.1    7.5    3.5    7.1   12.8   15.8    5.0    6.2    6.2    7.5   35.9   38.8      4      5      5
23734   16.9    3.3    5.2   10.4    6.2    2.9    2.9    9.9   13.7   30.7   21.0   11.1   58.4   33.6   92.0      5      4      5
23867    4.1    2.1    3.3    3.3    4.8    3.5    6.5    5.2    7.5    5.1    4.8    3.1    6.4   14.3   20.5      3      3      3
23884     .      .     2.9    3.6    3.0    7.6    9.5   17.5   13.9    5.4    3.2     .     5.5   43.3   44.5      4      4      4
23891   91.3   15.0    6.9    6.1    8.5   24.7   48.1   93.8   60.8   17.1   16.0   64.0  146.6  238.6  380.0      9      5      6
23914    3.0    3.4    7.5   27.2    9.0    6.0    5.6   10.9   23.7   30.4   14.9   10.1   46.1   66.3  112.4      6      5      5
23921    8.8    5.8    3.4    8.3    7.1    5.6    6.7   11.6   16.8   13.8    8.1   13.2   27.9   40.7   68.6      4      4      4
23933   20.5    8.2    2.4    5.6    4.1    3.3    6.5    7.2    8.2   13.4    7.5   11.2   30.2   19.4   49.6      5      3      4
23955    3.2    9.2    3.6    5.5    2.6    3.1    4.4    4.8    5.4    5.1    2.7    1.8    8.2   12.4   19.4      3      2      3
23966     .     1.2     .      .     7.2   11.3   27.9   10.2    8.5    4.9    3.1     .     3.0   20.1   21.0      3      6      5
23986   35.7    7.4    2.3    3.4    6.2    7.2    8.7   13.4   13.0    6.6   21.3   16.5   35.1   40.8   72.1      8      3      4
24125    0.7    3.6     .      .     1.3    7.0    3.9    7.1    8.6    8.6    2.3    5.0    8.2   14.4   17.7      4      4      4
24136     .      .      .     3.0    2.2    9.8    7.3   18.4   16.4    2.8     .      .     2.8   34.8   35.4      3      5      5
24143    7.1     .      .     3.0    3.2    3.7    4.0    6.9   11.6   10.0    2.1     .    10.0   13.6   17.6      5      4      4
24266   10.6    6.4    3.8    0.8    3.5    3.9    4.8   14.0   18.7    9.3   21.9   14.2   16.9   32.1   43.0      4      4      4
24329     .      .      .     3.9    7.6    5.9    6.0   24.5    7.9    2.6   10.9     .     4.6   33.0   33.7      5      5      5
24343    3.2    1.3    0.5    4.0    5.7    3.2    3.7    6.8   12.8    9.8    5.5    2.9   11.3   24.1   34.6      3      4      3
24382   68.6   28.9    4.3     .     3.5    1.4    2.1    6.0    6.1    5.7   20.3   73.2  147.9    8.8  151.1      9      3      8
24507  213.6  103.6    8.2    3.5    4.7   10.9   21.3   57.5   40.2   10.9   52.9  174.5  495.0  127.5  622.5     14      5     11
24606   11.7    4.9    2.1    2.3    3.4    7.7   13.5   31.0    8.7    8.9    6.0    8.9   17.4   54.4   65.6      4      5      5
24641   24.7    2.8     .     0.7     .      .     1.2    7.0    3.5    5.1    3.2   25.4   32.7    5.8   24.8      6      3      5
24661   73.5     .    10.0     .      .     5.9    6.9    4.4    6.4    5.9    1.1     .    32.1    9.1   17.8      8      4      6
24671   10.9   14.3     .      .     5.4   11.3   16.9   32.2   19.9    2.8   23.1   26.7   27.6   67.2   78.1      7      6      6
24688    6.8    1.2    1.1    0.8    5.1    4.1    7.8   12.8    9.4    7.3    1.2   10.6   13.8   29.2   41.0      3      4      3
24713    6.0    5.9     .     9.1    6.0    9.6   17.8   40.6   17.4    5.5    3.9    4.8    9.4   84.3   88.7      3      4      4
24738   43.6    9.1    3.4    5.3    2.4    3.5    4.5    9.7    5.7    2.5   14.1   41.3   95.4   17.4  112.8      6      3      5
24790  160.5   75.1   15.9    4.2    1.8    5.3    6.1   14.0   10.4    4.9   35.0  174.5  339.7   28.4  295.3     13      4     10
24817   35.1   11.9    4.3    1.3    2.5    4.0    6.8   15.0    6.5    3.9    8.2   30.4   74.9   27.5  102.4      4      3      4
24908   43.1   12.7    6.1    4.4    6.2    8.8   17.2   28.9   15.0   13.2    7.0   23.4   58.6   69.7  126.2      6      4      5
24959  291.0  144.6    6.0    4.0    4.4    2.9    3.5    5.3    7.3    3.5   51.1  261.8  730.4   11.4  740.5     14      3     14
24966   15.3    2.3     .     3.0    4.7    3.9    6.3   12.1   13.0    4.9    3.6   16.2   21.5   32.9   52.8      3      3      3
24967     .      .     6.7    3.4    7.2   24.0   37.4   53.6   28.7    4.9     .      .     5.7  124.1  120.8      5      6      6
25062   20.0    9.1    5.4   16.9   48.4   95.7  144.2  140.5   75.7   26.8   18.6    6.9   36.0  455.4  479.4      7     10     10
25138    9.6    2.7     .     3.2    2.9    3.5    8.6    9.2    9.7    5.3    2.3    6.8    6.9   17.3   20.1      3      4      4
25173   12.7    8.6    8.6   12.0   38.6   67.8   90.4   97.5   46.3    7.0   15.6   11.3   28.9  317.2  330.5      4      7      7
25206    2.9    9.9     .     1.2    3.7    1.2    1.4    4.1    6.8    4.1     .     7.3    9.2    9.4   15.1      4      3      3
25248    6.8    9.9    8.8    1.3     .     2.3    2.9   11.3   10.0    6.1   13.1   10.6   21.2   13.4   26.2      3      4      4
25282   36.8   34.3   10.9   20.0   38.5   81.5  120.0  115.4   58.5   16.3   11.2    4.5   34.5  409.3  438.4      6     10      9
25325     .      .      .     1.2    3.0    3.7    6.7    8.7    7.1    3.7     .      .     3.7   12.2   13.0      4      4      4
25356    9.3    4.7    7.8   13.9    7.8    6.8    6.8   22.8   15.0    9.6    8.3   -5.5   13.3   35.3   44.9      5      5      5
25378   24.1   23.1    9.9   13.7   25.1   38.6   29.2   20.1    9.2    7.4   19.4    6.0   28.9  118.7  136.1      6      5      5
25399   14.2   12.0   12.8   13.7   44.1   70.9   86.2   71.6   43.6   10.3    9.3    7.2   31.2  315.2  346.4      5      7      6
25400   14.4    3.2    2.7    1.6    3.5    3.3    2.4    8.0   10.7    5.3    8.7   18.9   16.9   15.5   29.5      5      3      4
25428    8.7    9.7    5.6    2.0    1.4    1.9    8.2    7.6    7.0    3.4   10.1    8.0   12.9   14.7   23.0      4      4      4
25503    4.4     .      .     1.9    3.0    7.4   11.9   18.6   13.8    4.3   18.3     .     6.0   40.0   43.2      4      4      4
25538     .     6.3     .      .      .     6.1    6.6    5.0    5.7    2.7     .     1.3    3.4    8.7    9.4      3      3      3
25551   58.8   34.5   14.2   13.6    8.0    4.6    8.0   15.1   12.3   12.9   17.7   35.2  129.1   43.1  167.6      8      4      6
25563   10.2   13.9   18.8   12.1   34.7   27.1   12.0    9.3    7.6   13.3   12.1   10.9   41.8   92.6  132.9      5      5      5
25594    1.9   11.5    6.3   15.9   18.5   36.9   52.3   24.5   13.5    7.5    5.9   15.0   11.0  125.7  132.8      5      6      6
25677   11.1    9.9   11.4   16.1   32.3   47.9   77.4   30.5   13.3    9.6   20.2    5.5   35.5  190.0  210.2      5      7      6
25705     .      .      .     2.0    1.1    3.7    7.8   21.8   14.3   15.5   23.8   83.8   21.7   41.3   57.6      6      4      5
25745     .      .     5.8     .     7.3    7.2    6.0    5.1   10.0    4.8     .      .     6.0   16.7   17.4      4      4      4
25927    3.3    8.9   13.0   22.9   38.7   54.4   24.0   12.2   13.2    3.8    4.5   14.4   15.8  147.1  160.5      4      6      6
25932   10.0     .     5.7    2.4   22.6   48.4   83.6   56.1   20.3    1.6     .      .     6.2  199.1  199.9      3      8      8
25954    7.6     .    12.5    2.7   13.4   10.9    9.4    5.9    3.1    4.9   14.6    1.2   17.0   26.3   29.9      5      4      4
25956     .      .    15.1   16.5   18.9   25.1   23.4   28.7   12.9    5.0   19.3    2.3   19.5   82.2   86.1      6      6      6
26063    7.9    7.4   12.0    9.3    4.0    5.4    1.7    4.0    4.7    7.8    5.4    8.8   37.0   15.3   52.4      4      3      3
26157   12.0   12.3   12.5   11.7    3.8    3.4    3.7    7.5    7.9   13.4   16.6   16.6   68.0   26.0   94.0      4      3      4
26275    5.3    7.3    7.9    8.5    7.7   12.9   18.4   18.8   20.5   17.5   17.2    9.2   49.7   78.1  126.1      5      4      4
26359   10.4   10.0   12.9    9.3    6.5    5.7   11.1   15.6   17.5   20.9   24.8   15.6   76.8   54.4  131.2      5      4      5
26781   33.3   29.7   35.0   18.1    7.4    9.3   10.9   16.5   26.6   35.8   67.7   46.4  230.1   79.4  309.5      6      4      5
26997   34.9   28.7   32.2   10.5    5.8    5.7    6.2    7.0   11.3   25.8   50.4   45.8  201.3   32.3  226.7      7      3      6
27037    8.0    6.8    7.5    9.2    5.6    8.0   13.5   21.1   18.4   21.7    9.0    5.6   46.8   66.6  113.4      4      4      4
27051   10.8    4.8    6.7    7.0    7.8   12.6   21.1   19.9   17.0   18.3    9.2    5.6   34.2   73.0  107.2      4      4      4
27333   13.0    8.8   13.0   12.4    5.6    5.3    5.2   10.3   15.0   18.7   20.1    8.5   66.7   44.9  111.6      4      4      4
27459   13.2    8.5   13.3   13.8    4.5    5.6    3.7    6.6   11.4   21.2   27.2   12.2   83.4   31.9  112.3      5      3      4
27595    7.2    5.9   12.2    9.8    2.1    3.8    4.0    3.0    4.9   12.7   24.2   11.4   49.1   10.9   60.0      5      4      5
27612    4.3    4.8    5.2    6.0    3.9    5.2    4.0    4.7    7.5   12.0   10.3    7.0   18.9   12.6   26.7      5      4      4
27648   13.2    8.4   13.6   15.2    5.9    3.0    7.1    6.8    8.3   20.6   33.5   24.4   84.1   27.3  111.4      6      4      5
27675    8.1    9.6   10.6    9.8    3.9    4.0    6.6    7.6   13.0   13.1   18.3   12.3   55.7   32.0   87.7      5      4      4
27707   27.2   23.8   23.6   17.0    4.9    7.9    9.6    9.4   16.7   24.6   55.8   45.1  180.3   53.4  233.7      7      4      6
27823   26.6   18.1   23.1   17.4    9.2    3.7    4.2    4.8    9.3   20.3   49.3   35.7  141.3   29.2  169.4      7      4      6
27857    9.0    8.7    9.9   14.7    4.5    3.9    3.7    6.2    7.0   13.1   12.4   13.1   47.1   22.8   69.9      4      4      4
27995   11.0   13.6   17.1   10.3    2.7    2.9    4.5    2.9    6.7   12.2   25.4   10.0   72.1   16.5   88.0      5      4      4
28009    7.7    1.2    4.5    8.9    4.9    7.0   10.2   13.5   14.4   19.1    8.0    5.7   28.7   52.2   79.8      4      3      4
28064     .     7.5    4.1    8.6    6.6    3.6    5.3    8.2   10.7   10.5    7.0    5.9   19.2   28.7   45.7      4      4      4
28138    6.2    9.3   10.4   18.0   11.7   10.4    8.0   11.4   25.7   40.0   33.7   15.4   83.3   67.9  148.1      7      5      6
28224    2.7    3.7    1.8    5.8    2.4    6.0    4.4    4.5    6.2   10.8    2.9    8.7   11.0   15.6   25.7      3      3      3
28255    2.6    2.6    3.1    6.9    2.2    7.2    5.7    7.1    7.3   11.0    7.0    2.0    9.9   20.9   29.4      3      3      3
28275    2.6    5.9    4.8    6.4    6.3   11.0   16.3   18.4   13.9    8.7    7.2    4.0   15.5   61.3   75.8      3      3      3
28418    7.6    5.6    9.3    9.0    4.0    4.6    3.1    4.0    6.8   19.9   18.7    8.6   48.4   17.3   65.1      5      3      4
28434    4.0    8.0    8.3    4.2    4.0    5.5   10.0   14.4   13.1   11.5    7.1    6.3   23.3   39.6   62.9      4      4      4
28493    3.9    3.4    2.3    5.8    5.2    6.4    8.8   16.2   10.4    7.9    6.1    5.0   14.2   44.3   58.5      3      3      3
28552    7.4    5.1    6.8    8.8    3.8    2.4    6.1    8.8   10.4    8.6   11.8   11.4   19.8   24.5   40.0      5      3      4
28573    4.3    5.5    3.6    7.7    4.9   12.3   14.4   25.0   15.3   12.4    7.5    3.8   25.0   70.0   94.1      3      4      4
28666    4.7    4.2    8.5   11.0    1.9    2.2    2.6    6.4    5.4    8.3   15.8   10.1   36.4   17.4   53.2      4      3      4
28698    5.8    3.7    9.0    6.6    4.4    7.3   11.3   15.0   11.8    7.7   11.8    6.4   31.9   45.4   77.3      3      3      3
28704   13.3    8.7   15.8    8.0    6.0    8.2   10.6    9.7   15.9   15.1   16.9    6.0   59.1   45.9  105.0      5      3      4
28722   14.1    9.0    7.5    7.9    3.1    4.0    2.8    5.3    6.7   13.2   12.2    7.6   36.5   15.1   51.0      5      3      4
28748    7.0    5.4   10.0    5.5    2.5    3.5    1.7    3.1    3.6    3.6   15.0    8.5   33.9    8.2   41.5      4      3      4
29111    3.4    3.2    4.1    2.9    2.3    3.4    4.5    8.6    7.2    9.7    2.2    5.2    9.8   21.2   28.9      4      3      3
29231   12.4    2.7    4.2    4.9    3.6    1.6    3.6    5.5    6.8    6.7    2.8    3.3   14.1   17.6   30.2      4      3      3
29263   69.3   16.0    4.8    5.6    4.1    4.4    5.4   15.1   15.0    5.2    7.1   24.7   84.4   36.3  114.7      8      3      5
29282   94.3   63.6    6.1    6.1    5.6    6.3   10.2   15.4   18.7   15.3    5.4   48.8  134.4   48.9  178.5     12      4      8
29313    5.1    2.5    2.7    2.8    3.5    7.1    8.8    5.3    9.0    7.1    4.6    3.9    8.2   22.7   29.4      3      3      3
29328    1.7    2.3    2.2    2.9    2.1    2.2    3.6    3.6    6.1    6.1    2.7    4.5    6.3   10.7   15.7      2      2      2
29379   11.2    5.6    2.7    0.8    5.6    5.9    9.8    8.9    6.7    4.2    3.5    4.0   11.3   25.1   34.6      3      4      3
29570   32.7    5.6    2.8    6.1    7.2    5.9    6.4    9.8   13.7   11.7    8.4   13.3   30.0   25.3   52.4      7      4      5
29594   16.1   10.3    4.2    2.4    2.4    5.2    7.5    9.7    6.7    4.2    4.1    6.8   25.1   24.7   45.3      4      3      3
29612    4.6    7.0   10.1    7.9    2.6    5.3    6.9   10.3    7.6    9.7    9.1    6.2   31.4   30.8   62.2      4      3      3
29645    2.1    4.1    8.7    7.4    3.8    5.0    9.7   19.5   14.8   10.8    9.4    7.2   20.1   48.4   67.1      5      3      4
29752    9.1    3.9    4.9   13.6   21.7   19.1   32.8   38.9   27.0   16.5   11.6    2.7   25.7  143.0  164.1      4      5      5
29789     .      .      .     4.9    6.0    9.8   22.1   27.0   10.4    6.9     .      .     6.9   63.0   63.5      5      5      5
29866   27.4   17.4   13.7    3.1    2.0    2.9    3.7    5.1   11.7   20.5   30.9   26.6  124.8   20.7  145.4      5      2      4
29939   10.8    7.5   13.7    8.3    4.3    5.4    7.0    9.5    9.3    7.2   16.3    8.3   48.2   32.6   80.8      4      3      4
30054   54.8   12.0    4.0    3.8    8.4   12.6   17.7   36.3   26.4    9.8   12.1   53.5  103.2   99.1  202.2      8      4      5
30089     .      .      .     4.5   11.1   23.5   38.8   71.8   43.4    8.2   17.5    2.8    9.3  178.7  184.7      5      5      5
30230   61.4   16.7    5.8    4.9   12.7   28.2   45.0   74.7   55.1   18.8   20.7   54.0  146.6  210.5  357.1      7      5      6
30252  110.2   44.6     .    11.5    5.2   10.0   11.2   22.3   11.5   14.4   31.0   86.8  220.1   46.4  255.4     11      5      9
30309   14.3   10.6    7.1    3.4    4.1    7.4    8.2    8.4   12.6    8.0    3.6    6.5   37.9   33.2   71.1      4      3      4
30372  100.3   22.8    5.0    4.9    7.9    8.6   12.8   23.0   11.5    7.1    8.9   61.1  179.4   57.7  235.1      8      3      6
30385   26.2    2.1     .      .     4.4    8.1   19.2   38.2   21.1    5.6    6.7   20.8   21.0   85.1   98.6      6      4      4
30393    7.3    0.2     .     2.7    6.5   10.8   16.7   19.2   15.9    9.1    2.7    3.2   11.5   63.5   72.9      4      3      3
30433    1.6    1.6    3.9    3.9    6.1   10.6   11.1    6.5    8.4    7.2    0.4     .     5.7   26.2   29.7      2      4      3
30521   33.1   24.3    2.2    5.3    6.0   17.7   35.0   55.5   40.9   16.3    5.4   29.9   61.8  149.4  206.9      7      5      5
30554   44.6   20.4    0.7    4.4    6.2   13.3   30.7   50.9   20.5    7.6    9.0   30.5   71.8  110.9  177.6      6      5      5
30612    7.2    7.0    5.5    3.0    5.6   11.1   11.8   18.6   15.3   15.5   17.6    9.0   40.6   53.8   94.4      5      4      4
30636    8.2    3.0    4.0    2.6    3.1    1.2    5.8    2.7    2.2    3.9    4.7    6.6    9.7    5.7   11.9      3      2      3
30650   12.2    6.1    5.3    4.5    9.3   14.8   37.1   52.6   19.2    5.9    8.7    7.7   18.3  126.9  138.1      4      5      4
30673   35.2   10.0    5.3    4.5    5.9   19.6   44.3   74.4   30.2    3.5   10.5   29.8   64.3  172.0  223.3      5      5      5
30710   26.1    8.0    6.2    2.6    3.7    6.7   16.5   28.0   17.8   12.4   23.8   24.3   78.9   70.8  147.2      5      4      5
30758   44.9    9.4    4.3    3.3    3.7    6.0    8.4   14.7    9.2    5.2    7.5   22.1   35.7   31.1   60.7      7      3      4
30777    8.2    6.1    8.1    5.5    6.3   16.3   33.2   59.4   28.8    6.2    2.4   10.2   13.2  142.6  148.4      3      4      4
30844   13.9    4.0    2.4    4.0    6.1   16.1   32.7   54.5   30.0    7.1    3.0    4.3   17.3  135.6  146.2      3      5      4
30879   26.7    3.1    4.4    3.0    2.1    6.0   10.7   17.1    9.9    3.5   11.1   21.6   20.2   38.9   52.7      6      3      3
30925    3.8    3.9    2.2     .     2.8    1.1    2.2    2.9    2.8    5.4    3.5    3.0    4.8    3.9    5.8      3      2      2
30935   15.8    7.3    4.1    4.2    5.1    9.8   29.2   53.8   39.9    8.3    7.0    4.9   22.0  133.5  150.7      4      4      4
30949   13.9   21.0    3.8    1.7    4.5    5.7    9.8   16.5    7.7    2.8     .     5.2    8.6   32.6   35.8      4      3      3
30965    7.5    5.0    2.5    3.6    1.5    1.5    3.0    3.6    3.6    3.4    5.5    5.3   13.5    6.0   18.8      3      3      3
31004   30.5     .      .     1.9    5.0    8.3    7.9    7.8    7.6    6.6    1.0   16.1   20.7   26.3   34.5      9      4      4
31088    2.9     .    11.6   12.8   32.9   45.2   24.4   23.0    8.0    5.3    2.8    2.1    9.7  134.4  139.6      5      5      5
31137    3.0    3.1    1.5    7.6    6.0   16.1   26.4   34.9   18.3    3.9     .     2.9    4.0   76.8   75.6      3      5      5
31168     .      .    20.4   29.4   67.5  134.7  129.4   65.2   39.9    4.2    7.2     .    17.8  438.4  443.7      8     10     10
31174     .     0.2    7.6   15.2   28.8   42.7   52.3   28.5   20.5    4.1     .      .     6.9  173.2  175.7      4      5      5
31253    7.4    2.4    4.9    4.8    5.9    5.5    8.4    9.4    9.4    8.7    2.6    7.6   13.9   29.6   42.0      2      4      3
31329    2.4    5.3    7.8    6.6   21.1   46.4   67.2  113.2  105.0   19.3    2.9     .    21.0  357.0  377.1      5      6      5
31369    1.4    4.0    5.6   11.9   16.2    3.7    4.7    7.1   12.2    9.6    6.9    4.4   18.4   51.0   69.4      3      3      3
31416   29.5    8.7    2.8    3.8    4.1    7.6   11.0   18.9   24.7    9.7    3.6   14.3   43.8   62.4  104.7      4      3      4
31439     .     1.0     .     4.3    3.5    7.2    4.0    6.9   14.8    8.3    3.8     .     9.7   26.8   34.7      4      3      3
31478     .      .      .      .     4.6    5.5    7.6   15.3    8.6    8.1    3.6    6.4    8.1   30.0   33.6      5      4      4
31707     .     3.3    6.2    4.8    6.3    8.6   12.4   21.2   14.6   24.4   17.1     .    26.0   60.2   79.7      9      4      4
31770     .     5.0    8.3   24.4   42.1   61.8   77.7   45.9    8.5    7.4    3.2    4.9   11.4  257.6  265.3      5      6      6
31829     .     6.2   18.1   62.3  134.7  187.0  173.3   83.5   14.6    9.8    7.1    0.3   19.3  649.3  662.9      6     10     10
31960    7.1   14.2   28.8   75.0  151.8  229.8  234.2  134.4   23.1   18.3   24.2   11.0   85.2  846.6  931.8      6     11     10
31961    6.6    9.3    6.6    5.6    6.6    6.8    5.5    9.8   12.0   11.1    7.9    3.2   25.3   38.4   63.7      4      3      3
31989    2.1    9.7   16.2   41.2   91.5  106.5  107.5   57.5    8.3   13.3   11.9    6.8   36.5  410.9  447.4      5      7      7
32027    4.7    7.5   12.1   34.3   57.6   18.0   15.0    5.2    6.3    6.8   11.3    2.4   21.6  124.0  145.5      4      6      6
32061    4.0     .     4.1   12.1   19.2   25.8   25.4   10.6    2.3    2.4    5.6    3.0    4.6   89.7   92.6      2      4      4
32076     .      .     7.4   22.5   59.4   72.2  104.7   67.7   22.1    9.8    8.8    3.8   11.6  338.5  346.6      4      7      7
32098    5.7    5.9   16.1   35.2   58.1   77.6   65.0   62.6   29.8   18.3   11.5    2.8   42.0  328.4  370.4      5      6      6
32099    6.4   13.2   23.2   60.0  169.9  267.7  341.8  300.0  116.7   30.0   14.1    9.7   61.7 1228.0 1287.4      7     12     12
32150    3.5    4.8    7.9   16.1   20.0   34.8   39.4   41.3   37.5   24.2    7.1    5.2   42.5  189.1  231.6      4      4      4
32165    8.7   23.0   34.8  128.8  233.2  341.0  362.9  292.4  100.9   17.3   10.8    6.8   77.8 1459.1 1537.0      6     14     13
32213    4.5    7.5   11.6   62.9  134.5  244.9  320.1  270.9  115.9   39.8   22.9    4.9   61.2 1103.6 1159.9      7     11     11
32252   13.3    8.1    3.3    7.3   40.7   65.3  121.6   67.8   24.7    7.7   12.1    9.3   16.6  293.5  308.0      5      8      8
32287    3.8    3.8    5.2    5.5   13.7   19.1   24.5   21.7   14.0    2.5    4.8    4.9    9.1   92.5  100.9      3      4      4
