20674 8-10 Î    51    50    52    58    81    86    78    84    88    78    61    55
20744  0-2 Í    56    59    57    56    36    33    39    31    26    36    46    51
20744  0-2 Î    26    24    23    25    12    10    14    10     6    13    19    22
20744  3-7 Í     9     9     9    12    13    11    11    15    17    17    10     9
20744  3-7 Î    17    18    16    19    16    13    14    15    15    18    17    17
20744 8-10 Í    35    32    34    32    51    56    50    55    57    47    44    39
20744 8-10 Î    58    58    60    57    73    77    72    76    79    70    64    61
20891  0-2 Í    83    84    85    79    53    45    51    43    38    53    72    82
20891  0-2 Î    36    34    36    30    18    12    13     9     8    16    27    35
20891  3-7 Í    11    10    10    14    22    21    25    24    21    19    16    11
20891  3-7 Î    19    21    20    22    20    20    25    20    17    18    20    17
20891 8-10 Í     6     6     5     7    25    35    24    33    42    28    12     7
20891 8-10 Î    44    45    44    48    62    68    63    71    76    66    53    48
20982  0-2 Í    89    91    88    78    53    34    35    27    24    51    77    84
20982  0-2 Î    29    32    32    27    19    12    13     9     7    15    24    28
20982  3-7 Í     4     3     4     8    14    20    23    24    21    14     7     5
20982  3-7 Î    19    18    17    17    16    17    21    18    14    14    17    17
20982 8-10 Í     7     6     8    13    33    46    42    50    55    35    16    11
20982 8-10 Î    52    50    51    56    65    71    66    73    79    71    59    55
21432  0-2 Í    94    94    93    81    38    23    27    20    15    41    80    92
21432  0-2 Î    35    31    28    24     9     6     6     6     2     8    27    35
21432  3-7 Í     2     1     2     6    13    14    14    14    16    14     5     2
21432  3-7 Î    20    23    25    23    12     9    11     8     6    11    19    21
21432 8-10 Í     5     4     4    13    48    63    60    67    69    45    15     6
21432 8-10 Î    45    46    47    53    79    85    83    86    92    81    54    45
21802  0-2 Í    99    99    98    89    52    37    41    33    31    55    88    98
21802  0-2 Î    39    36    37    32    15    11    13    10     8    14    31    39
21802  3-7 Í     1     0     1     4    13    21    23    19    14    12     4     1
21802  3-7 Î    15    16    17    18    16    20    23    17    14    14    17    14
21802 8-10 Í     1     1     1     7    35    42    37    48    55    33     9     1
21802 8-10 Î    46    48    46    50    69    69    65    73    79    72    53    47
21908  0-2 Í    95    97    95    81    53    30    32    26    25    52    83    92
21908  0-2 Î    46    44    43    35    19    13    14    12    10    16    35    44
21908  3-7 Í     2     2     3     9    16    24    27    23    19    16     7     3
21908  3-7 Î    20    20    18    17    18    20    23    18    15    17    20    20
21908 8-10 Í     3     2     2    10    31    46    41    51    55    32    10     5
21908 8-10 Î    34    36    38    48    63    67    63    71    75    67    45    36
21921  0-2 Í    99    99    97    92    69    50    48    45    39    60    96    99
21921  0-2 Î    33    32    37    38    25    17    17    17    14    14    25    30
21921  3-7 Í     0     0     1     4    14    23    24    23    22    12     2     1
21921  3-7 Î    14    15    15    18    17    20    22    19    15    12    16    13
21921 8-10 Í     1     1     2     4    17    27    28    32    40    27     2     1
21921 8-10 Î    53    53    49    44    59    62    61    64    72    75    60    57
21931  0-2 Í    98    98    99    94    60    48    46    41    44    74    94    97
21931  0-2 Î    45    43    45    41    21    17    17    13    13    21    38    41
21931  3-7 Í     1     0     1     2     9    14    14    15    13     6     1     1
21931  3-7 Î    11    12    14    16    15    18    17    15    14    14    13    13
21931 8-10 Í     2     1     1     4    31    39    40    44    43    21     5     2
21931 8-10 Î    44    45    41    43    64    66    66    71    73    65    49    46
21946  0-2 Í    85    86    88    86    61    48    48    42    34    50    75    83
21946  0-2 Î    42    39    40    38    22    16    15    14     9    14    30    40
21946  3-7 Í     4     3     4     5     9    15    16    14    13     9     4     4
21946  3-7 Î    15    17    20    21    19    20    21    17    12    14    16    14
21946 8-10 Í    11    11     8    10    30    38    36    44    53    40    21    13
21946 8-10 Î    44    44    41    42    59    65    64    70    79    72    54    45
21982  0-2 Í    76    78    84    70    35    38    41    26    24    33    51    72
21982  0-2 Î    31    29    33    26    12    12    13     5     5     9    19    32
21982  3-7 Í     6     5     5     8    12    14    15    16    19    15    11     8
21982  3-7 Î    23    25    26    23    15    18    17    14    15    18    22    27
21982 8-10 Í    19    17    11    22    54    48    44    57    58    52    38    20
21982 8-10 Î    46    46    41    51    74    71    71    81    79    73    59    41
22113  0-2 Í    39    46    47    42    29    26    28    25    25    23    27    32
22113  0-2 Î    18    20    20    17    11    10    11    11    10    10    13    16
22113  3-7 Í    21    21    20    22    21    23    25    23    23    21    20    19
22113  3-7 Î    15    16    17    17    13    14    16    14    13    13    13    14
22113 8-10 Í    41    33    34    36    51    51    48    53    52    56    53    49
22113 8-10 Î    67    65    64    66    76    76    72    75    77    78    74    70
22165  0-2 Í    36    43    45    48    37    43    42    29    26    15    16    23
22165  0-2 Î    16    17    17    16    11    12    13     8     8     5     6    10
22165  3-7 Í    13    13    13    15    13    11    11    13    18    20    18    17
22165  3-7 Î    18    18    18    22    16    18    19    15    17    17    17    18
22165 8-10 Í    51    44    42    38    50    46    46    58    56    66    66    61
22165 8-10 Î    66    65    65    62    72    70    68    77    75    79    76    72
22217  0-2 Í    41    48    48    50    39    39    38    34    31    29    30    36
22217  0-2 Î    24    26    25    24    16    14    16    14    14    16    18    21
22217  3-7 Í    15    15    17    23    30    33    33    32    26    19    15    13
22217  3-7 Î    14    16    17    21    23    26    27    23    18    15    12    14
22217 8-10 Í    44    37    36    27    30    28    29    34    43    52    56    51
22217 8-10 Î    62    59    59    55    61    60    58    63    68    69    70    66
22235  0-2 Í    49    54    53    55    40    40    43    34    31    30    33    41
22235  0-2 Î    24    25    25    24    15    14    16    14    13    14    17    21
22235  3-7 Í     7     7     8    11    15    19    20    17    15     9     7     6
22235  3-7 Î     9     9    10    12    12    17    17    12    11     8     7     8
22235 8-10 Í    45    40    39    34    46    41    38    49    54    62    60    53
22235 8-10 Î    68    65    65    64    73    69    67    74    76    78    76    71
22471  0-2 Í    43    50    52    57    47    48    48    38    37    29    28    32
22471  0-2 Î    16    18    19    19    13    13    13     9    10     9    11    12
22471  3-7 Í    12    11    12    15    20    22    24    23    21    14    12    12
22471  3-7 Î    12    12    13    16    17    20    22    16    15    11     9     9
22471 8-10 Í    45    38    35    29    33    30    28    39    42    57    61    57
22471 8-10 Î    72    70    68    65    70    67    65    76    75    81    80    79
22520  0-2 Í    48    57    58    60    55    57    57    49    46    37    33    40
22520  0-2 Î    26    29    30    29    25    24    25    21    20    18    18    22
22520  3-7 Í     4     3     4     8    14    16    16    15    14     9     6     5
22520  3-7 Î     8     9     9    13    17    20    21    18    15     9     7     8
22520 8-10 Í    48    39    38    32    32    27    27    36    41    55    61    55
22520 8-10 Î    66    62    62    58    58    57    55    61    65    73    75    71
22550  0-2 Í    45    53    52    57    49    51    52    44    40    29    25    34
22550  0-2 Î    15    18    18    19    15    15    16    13    12    10     8    10
22550  3-7 Í     7     7     8    12    18    22    22    21    17    11     7     7
22550  3-7 Î    10    11    13    17    20    23    25    20    15    10     8     9
22550 8-10 Í    49    41    40    32    33    28    26    34    44    61    68    60
22550 8-10 Î    74    71    70    65    66    63    60    68    73    80    84    81
22619  0-2 Í    41    50    49    52    48    47    47    40    34    25    21    32
22619  0-2 Î    21    23    26    24    22    20    20    19    16    13    11    15
22619  3-7 Í     6     6     9    12    19    24    26    23    17    11     8     7
22619  3-7 Î     9    11    12    16    20    24    27    21    16    10     8     9
22619 8-10 Í    52    44    43    36    33    29    28    37    49    65    70    61
22619 8-10 Î    70    66    62    60    58    56    53    60    68    77    81    76
22641  0-2 Í    43    50    52    57    53    54    55    46    39    27    24    30
22641  0-2 Î    19    22    23    23    21    20    20    17    15    11    10    12
22641  3-7 Í    11    13    14    15    24    29    29    29    24    16    12    12
22641  3-7 Î     9     9    11    15    20    23    26    21    16    10     7     8
22641 8-10 Í    46    37    34    27    23    18    16    25    37    57    64    58
22641 8-10 Î    72    69    66    62    60    57    55    62    69    79    83    80
22676  0-2 Í    43    50    46    49    43    42    44    35    29    18    22    32
22676  0-2 Î    17    21    20    22    20    19    20    16    14     8     8    11
22676  3-7 Í     5     5     9    12    18    23    26    22    14     7     5     5
22676  3-7 Î     7     8     9    12    16    20    23    17    11     6     5     6
22676 8-10 Í    52    45    45    39    40    34    30    43    57    75    73    63
22676 8-10 Î    76    72    71    66    64    62    58    67    75    86    87    83
22768  0-2 Í    47    54    52    57    49    50    51    46    39    27    26    36
22768  0-2 Î    18    22    22    23    21    20    19    17    16    11    10    12
22768  3-7 Í     9    10    13    17    25    30    31    27    21    13    10     9
22768  3-7 Î    10    11    13    19    24    29    32    25    16     9     7     8
22768 8-10 Í    44    36    34    27    25    21    18    27    41    61    64    54
22768 8-10 Î    73    67    65    58    55    52    49    58    68    80    83    80
22802  0-2 Í    39    50    53    59    62    59    58    53    46    33    23    31
22802  0-2 Î    18    23    25    25    27    23    23    22    20    15    11    13
22802  3-7 Í     6     6     8    12    18    23    25    23    19    12     7     6
22802  3-7 Î     6     8    10    14    19    22    24    21    15     9     5     6
22802 8-10 Í    56    44    40    29    20    19    17    24    35    55    70    63
22802 8-10 Î    76    69    65    61    54    55    53    58    65    75    84    81
22820  0-2 Í    45    54    54    58    58    55    53    49    44    32    25    33
22820  0-2 Î    17    19    23    21    22    20    19    18    16    11     9    11
22820  3-7 Í    11    11    13    17    24    29    31    29    26    17    13    12
22820  3-7 Î     8    10    10    16    19    21    25    21    15    10     7     7
22820 8-10 Í    45    35    32    25    19    16    15    21    30    51    62    55
22820 8-10 Î    75    71    67    64    58    59    57    61    69    78    85    83
22837  0-2 Í    43    51    52    54    51    47    48    42    36    26    23    31
22837  0-2 Î    19    23    26    27    29    25    25    23    19    14    11    13
22837  3-7 Í     8     8    11    16    21    25    27    25    21    13     9     8
22837  3-7 Î     7     9    10    16    21    25    27    23    17    10     7     6
22837 8-10 Í    49    41    38    31    28    28    25    32    43    61    68    61
22837 8-10 Î    73    68    64    57    50    50    48    54    64    76    83    81
23022  0-2 Í    59    67    62    55    31    36    45    26    23    22    33    46
23022  0-2 Î    29    31    27    25    11    12    17     7     6     8    14    21
23022  3-7 Í    13    12    14    13    15    14    15    19    20    19    17    16
23022  3-7 Î    17    17    16    15    12    15    18    13    13    13    14    16
23022 8-10 Í    28    21    24    31    54    50    40    54    57    59    50    38
23022 8-10 Î    55    52    57    60    77    74    65    79    81    79    71    64
23032  0-2 Í    72    77    73    68    38    39    51    33    26    32    53    63
23032  0-2 Î    35    36    34    31    12    14    20    11     7    12    23    30
23032  3-7 Í     6     6     6     7    10    10    11    14    15    15     9     7
23032  3-7 Î    16    17    15    17    14    17    21    15    15    15    15    15
23032 8-10 Í    22    17    21    25    52    51    38    53    59    53    39    30
23032 8-10 Î    49    47    51    53    74    70    60    74    78    74    62    55
23058  0-2 Í    79    82    80    75    46    43    55    39    34    42    60    70
23058  0-2 Î    35    37    37    36    15    15    21    12    11    17    27    33
23058  3-7 Í     3     3     3     4     8    11    15    18    15     7     4     3
23058  3-7 Î    14    15    15    15    14    16    21    18    15    11    12    12
23058 8-10 Í    19    15    17    21    47    46    30    43    51    51    36    27
23058 8-10 Î    51    48    48    49    72    69    58    70    74    72    61    55
23074  0-2 Í    79    78    77    72    50    44    51    41    31    37    66    74
23074  0-2 Î    28    30    32    32    21    16    23    15    11    15    26    27
23074  3-7 Í    12    13    12    12    18    19    22    25    20    16    13    12
23074  3-7 Î    11    11    11    13    14    16    21    18    12     9    11     9
23074 8-10 Í    10     9    11    16    32    37    27    34    49    47    21    14
23074 8-10 Î    61    60    57    56    66    68    57    68    77    76    64    63
23205  0-2 Í    48    55    52    50    34    36    41    26    28    26    32    37
23205  0-2 Î    20    21    19    19    10    11    13     7     8    10    13    15
23205  3-7 Í    10    11    10    11    13    16    18    18    17    13    10    10
23205  3-7 Î    13    16    13    14    14    16    20    13    13    11    11    12
23205 8-10 Í    42    34    38    39    53    48    41    56    55    61    58    53
23205 8-10 Î    67    64    67    67    76    72    67    79    79    80    76    73
23242  0-2 Í    76    78    77    71    43    41    49    34    31    37    62    70
23242  0-2 Î    35    36    34    32    14    15    19    12    11    15    28    31
23242  3-7 Í     7     7     7     8    13    17    20    22    19    13     8     7
23242  3-7 Î    17    18    17    18    16    19    24    21    18    14    15    16
23242 8-10 Í    18    14    16    21    45    43    32    44    50    50    30    23
23242 8-10 Î    49    46    49    50    70    66    56    67    71    72    57    52
23256  0-2 Í    77    80    77    70    42    37    44    33    29    32    55    67
23256  0-2 Î    30    32    31    32    13    12    17    10     9    13    23    28
23256  3-7 Í     6     5     6     7    12    18    22    23    14     9     7     5
23256  3-7 Î    10    11    13    14    14    20    25    21    14    10    10     9
23256 8-10 Í    17    14    17    22    47    45    34    44    57    59    38    27
23256 8-10 Î    61    57    56    54    73    69    58    69    77    78    67    63
23274  0-2 Í    74    75    74    68    53    46    53    42    33    34    60    68
23274  0-2 Î    22    26    28    29    20    15    20    14    11    12    22    22
23274  3-7 Í    11    12    12    13    16    21    24    25    19    15    12    12
23274  3-7 Î     8    10    12    15    15    19    24    19    14     9     9     8
23274 8-10 Í    15    14    14    19    31    33    24    33    48    51    28    20
23274 8-10 Î    70    65    60    57    65    65    57    68    75    79    70    70
23324  0-2 Í    66    71    67    66    46    45    50    38    36    33    48    53
23324  0-2 Î    26    28    27    27    17    18    22    14    12    11    19    22
23324  3-7 Í     7     7     8     9    14    16    19    18    15     9     7     8
23324  3-7 Î    12    12    12    12    13    17    20    15    12     7     9    10
23324 8-10 Í    27    22    25    24    40    39    31    45    49    58    45    40
23324 8-10 Î    62    61    62    61    69    65    59    71    76    82    72    69
23330  0-2 Í    74    80    75    71    49    43    48    34    32    38    58    67
23330  0-2 Î    15    18    18    19    12    14    14     8     7     8    13    12
23330  3-7 Í    15    13    16    19    32    36    37    42    38    32    23    18
23330  3-7 Î    13    14    14    15    16    19    23    17    15    13    13    13
23330 8-10 Í    11     8     9    11    19    21    16    23    30    30    20    15
23330 8-10 Î    71    68    68    67    72    68    63    74    78    79    74    75
23383  0-2 Í    91    90    79    64    49    36    35    24    21    32    74    85
23383  0-2 Î    25    28    27    24    18    15    16     9     9     9    24    23
23383  3-7 Í     4     5    10    15    21    24    30    28    23    22    10     6
23383  3-7 Î    16    15    16    17    18    21    24    19    13    13    13    15
23383 8-10 Í     5     5    11    21    31    40    35    49    57    46    15     9
23383 8-10 Î    59    57    57    60    64    65    60    72    78    79    63    62
23405  0-2 Í    51    58    53    55    46    49    49    35    33    24    28    38
23405  0-2 Î    21    26    23    22    17    17    18    11    11     9    12    15
23405  3-7 Í     7     7    10    12    17    20    23    21    16    10     8     8
23405  3-7 Î    11    12    11    15    17    19    23    17    13     8     8     9
23405 8-10 Í    42    36    37    33    36    32    28    44    51    66    63    54
23405 8-10 Î    68    62    66    63    66    63    59    73    77    83    80    76
23445  0-2 Í    79    84    78    71    45    39    44    35    35    40    60    71
23445  0-2 Î    28    32    30    29    14    14    18    12    11    12    22    26
23445  3-7 Í     6     5     7     9    13    18    21    21    14    10     8     7
23445  3-7 Î     9    10    10    12    13    17    20    17    11     8     8     9
23445 8-10 Í    15    11    15    20    42    43    35    45    51    51    33    22
23445 8-10 Î    63    58    60    60    73    70    62    71    78    80    70    65
23463  0-2 Í    91    92    83    74    53    40    45    36    34    45    75    83
23463  0-2 Î    31    36    36    34    22    19    22    17    15    15    27    29
23463  3-7 Í     1     1     3     6    10    17    20    20    13     6     2     2
23463  3-7 Î    11    12    11    14    15    19    23    20    14     9    11    11
23463 8-10 Í     8     7    13    20    37    43    35    44    53    49    23    15
23463 8-10 Î    58    52    53    52    63    62    55    64    72    76    62    60
23472  0-2 Í    64    67    64    57    42    35    40    29    25    25    51    57
23472  0-2 Î    11    14    14    16    10     8     9     6     6     5    11    11
23472  3-7 Í    16    17    18    19    22    26    29    28    21    18    14    16
23472  3-7 Î    10    11    14    16    14    17    21    16    12     7     9     9
23472 8-10 Í    20    17    19    24    36    39    32    43    55    57    35    27
23472 8-10 Î    80    75    73    69    76    75    69    78    82    88    80    80
23552  0-2 Í    75    80    75    68    46    40    45    37    33    35    57    68
23552  0-2 Î    25    29    29    29    15    14    17    12    11    11    21    23
23552  3-7 Í     7     6     7     9    14    22    25    23    15    10     8     7
23552  3-7 Î     9    11    12    12    14    19    24    19    13     9     9     9
23552 8-10 Í    18    14    18    23    40    38    30    40    52    55    35    25
23552 8-10 Î    66    60    59    59    71    67    60    70    76    81    70    68
23631  0-2 Í    79    83    76    72    63    63    67    57    53    52    63    72
23631  0-2 Î    21    24    24    24    19    18    22    16    14    15    19    19
23631  3-7 Í     9     8    11    12    16    16    17    18    15    12    12    11
23631  3-7 Î    12    12    11    12    14    17    20    17    12    10    10    11
23631 8-10 Í    12    10    13    17    21    21    16    25    33    36    25    17
23631 8-10 Î    68    64    65    64    67    65    58    68    74    75    70    70
23662  0-2 Í    79    82    76    66    45    37    42    32    30    35    61    73
23662  0-2 Î    30    33    33    30    18    17    19    15    14    13    23    27
23662  3-7 Í     6     6     8    11    17    25    26    26    17    10     6     6
23662  3-7 Î     9    11    11    13    16    21    26    21    14     8     9     9
23662 8-10 Í    16    13    15    24    38    38    32    42    53    55    33    21
23662 8-10 Î    61    56    55    56    66    62    55    64    72    79    68    65
23678  0-2 Í    88    86    77    64    48    41    43    33    28    32    66    80
23678  0-2 Î    31    32    33    29    18    18    20    15    14    12    25    28
23678  3-7 Í     2     3     7    12    17    25    27    25    16    10     5     2
23678  3-7 Î    10    11    13    15    19    24    27    24    15     9     9     8
23678 8-10 Í    10    11    16    24    36    35    30    42    56    58    29    17
23678 8-10 Î    59    58    54    56    63    58    53    62    71    78    66    64
23711  0-2 Í    60    67    59    58    50    48    50    42    38    27    34    46
23711  0-2 Î    14    20    18    20    17    15    14    12    11     7     9    12
23711  3-7 Í    10    10    14    15    21    27    27    23    17    12    11    10
23711  3-7 Î    12    15    16    19    25    28    31    24    17    10     9    10
23711 8-10 Í    30    24    28    27    29    25    23    35    45    61    55    44
23711 8-10 Î    74    65    66    61    59    57    55    64    72    83    82    77
23724  0-2 Í    88    90    78    66    58    57    58    53    51    60    73    82
23724  0-2 Î    31    34    27    25    23    21    24    20    16    20    25    29
23724  3-7 Í     3     3     9    13    18    22    23    22    17    11     6     4
23724  3-7 Î    14    15    15    16    20    24    26    22    16    14    12    13
23724 8-10 Í    10     7    13    21    23    22    19    26    32    30    22    14
23724 8-10 Î    55    51    58    59    58    55    50    58    68    66    63    58
23734  0-2 Í    85    88    79    69    55    51    54    46    47    51    66    78
23734  0-2 Î    22    26    22    20    14    12    13    10    12    13    18    20
23734  3-7 Í     4     4     8    12    19    25    25    23    18    13     8     6
23734  3-7 Î    10    11    12    13    17    22    24    19    13    10     9    10
23734 8-10 Í    11     8    14    19    26    24    21    31    35    37    27    16
23734 8-10 Î    68    63    66    67    69    66    63    71    74    77    73    70
23867  0-2 Í    84    87    80    71    55    50    53    48    46    45    61    76
23867  0-2 Î    24    28    26    26    17    15    17    15    13    10    17    20
23867  3-7 Í     4     4     7    11    19    26    28    27    18    12     7     5
23867  3-7 Î    12    12    14    14    17    24    27    21    15    10    10    10
23867 8-10 Í    13     9    13    18    27    24    19    25    36    43    32    19
23867 8-10 Î    64    60    60    60    66    61    56    64    73    80    73    70
23884  0-2 Í    76    78    68    56    40    37    42    33    27    26    50    68
23884  0-2 Î    21    25    26    24    17    17    19    15    13     9    16    19
23884  3-7 Í    16    15    18    23    26    30    30    29    23    22    23    18
23884  3-7 Î    11    13    15    16    18    24    27    24    14    10     9    10
23884 8-10 Í     9     8    14    22    34    33    28    39    51    52    27    14
23884 8-10 Î    68    62    60    59    65    59    54    61    73    81    76    71
23891  0-2 Í    84    83    67    50    34    30    35    25    23    25    60    78
23891  0-2 Î    25    29    24    21    14    14    16    12    11    10    19    22
23891  3-7 Í    11    12    23    29    33    37    37    32    25    24    18    13
23891  3-7 Î    16    18    19    20    22    27    31    24    17    13    14    16
23891 8-10 Í     4     4    10    21    33    33    28    43    52    51    22     9
23891 8-10 Î    59    53    57    58    64    60    53    64    73    77    67    62
23914  0-2 Í    65    71    65    61    55    49    52    45    42    34    41    54
23914  0-2 Î    20    27    26    26    22    16    18    16    14    10    13    16
23914  3-7 Í     8     8    13    16    23    30    29    27    20    14    11     9
23914  3-7 Î     8    11    14    18    24    30    33    25    17     9     7     7
23914 8-10 Í    27    21    23    23    22    21    19    28    39    53    48    37
23914 8-10 Î    72    62    61    56    55    54    49    59    70    80    80    78
23921  0-2 Í    80    83    68    54    44    42    42    37    36    41    56    70
23921  0-2 Î    17    20    16    15    12    10    11    10    10    11    13    15
23921  3-7 Í    10     9    16    21    28    31    33    31    25    24    17    13
23921  3-7 Î    17    18    18    17    21    23    26    21    17    15    15    17
23921 8-10 Í    11     9    16    25    29    27    25    32    39    36    26    17
23921 8-10 Î    66    63    66    68    68    66    63    69    74    74    72    68
23933  0-2 Í    81    86    78    69    48    46    49    41    41    42    58    73
23933  0-2 Î    27    31    29    26    19    19    20    16    15    16    20    25
23933  3-7 Í     6     5     8    13    24    27    27    26    21    14    11     8
23933  3-7 Î    11    12    14    16    22    25    29    24    18    12    10    11
23933 8-10 Í    13     9    15    18    28    28    24    33    38    43    32    20
23933 8-10 Î    62    57    57    58    60    56    51    60    67    72    70    65
23955  0-2 Í    63    73    71    64    49    46    50    40    39    35    46    55
23955  0-2 Î    19    22    22    22    13    12    15    12    13    10    14    17
23955  3-7 Í    11    10    10    13    21    28    29    29    20    13    10    11
23955  3-7 Î    10    13    12    13    17    21    23    20    14     9     9     9
23955 8-10 Í    26    18    19    24    29    26    21    31    41    52    44    34
23955 8-10 Î    71    65    66    65    70    67    62    68    74    81    77    74
23966  0-2 Í    77    79    71    65    48    45    48    42    38    38    56    70
23966  0-2 Î    30    35    32    32    22    21    25    21    18    14    21    25
23966  3-7 Í     7     7    11    13    20    26    27    25    19    14     9     8
23966  3-7 Î    12    13    15    16    20    27    28    24    16    12    10    12
23966 8-10 Í    16    14    18    22    32    29    26    34    43    49    35    23
23966 8-10 Î    58    52    52    52    58    52    47    55    66    74    69    64
23986  0-2 Í    81    80    67    54    44    43    47    41    35    31    57    72
23986  0-2 Î    24    27    25    22    16    16    17    17    13    10    18    21
23986  3-7 Í    15    16    25    30    33    37    39    36    28    26    23    18
23986  3-7 Î    11    12    13    16    19    24    27    22    14     9    10    11
23986 8-10 Í     4     4     8    16    23    21    14    24    37    43    20    10
23986 8-10 Î    65    61    62    62    65    60    55    61    73    81    73    68
24125  0-2 Í    97    98    95    80    52    37    42    38    34    57    91    98
24125  0-2 Î    14    14    16    16    11     8     9     7     6     7    12    15
24125  3-7 Í     2     2     4    13    24    34    33    29    24    21     6     2
24125  3-7 Î    22    23    21    20    17    18    22    16    13    12    20    22
24125 8-10 Í     1     0     1     7    24    29    26    34    43    21     3     0
24125 8-10 Î    64    63    63    65    72    73    69    77    81    81    67    64
24136  0-2 Í   100   100    97    84    54    37    43    37    34    69    98   100
24136  0-2 Î    38    38    40    35    23    14    20    16    13    15    30    37
24136  3-7 Í     0     0     2     9    18    26    27    24    20    12     1     0
24136  3-7 Î    19    18    18    20    19    23    25    21    15    13    19    18
24136 8-10 Í     0     0     1     7    28    37    30    39    46    19     1     0
24136 8-10 Î    44    44    42    45    58    63    55    64    72    72    50    45
24143  0-2 Í    99    99    97    89    64    51    54    49    43    62    94    98
24143  0-2 Î    42    42    49    44    29    22    26    23    20    18    35    39
24143  3-7 Í     0     0     1     5    15    22    21    21    16    11     2     1
24143  3-7 Î    17    15    13    14    18    22    24    20    14    13    18    16
24143 8-10 Í     1     1     1     6    21    27    25    31    42    27     5     1
24143 8-10 Î    42    43    37    42    54    56    50    58    66    70    48    46
24266  0-2 Í    98    98    99    93    64    58    59    58    56    78    96    98
24266  0-2 Î    39    43    48    42    24    24    24    22    19    23    33    39
24266  3-7 Í     1     1     1     5    24    27    25    23    20    11     3     1
24266  3-7 Î    19    18    16    17    21    24    26    24    17    18    19    20
24266 8-10 Í     1     1     0     2    11    15    16    19    24    12     2     1
24266 8-10 Î    42    40    36    41    54    52    50    55    64    60    48    42
24329  0-2 Í   100    99    95    78    49    35    40    35    32    61    93    98
24329  0-2 Î    32    34    34    27    16    13    16    13    11    12    26    31
24329  3-7 Í     0     1     4    15    28    32    32    31    27    21     5     1
24329  3-7 Î    25    24    23    23    22    24    27    25    18    18    23    25
24329 8-10 Í     0     0     1     7    24    33    27    34    41    18     3     0
24329 8-10 Î    43    42    43    50    63    63    57    62    71    70    52    44
24343  0-2 Í    90    93    91    82    62    56    59    54    44    36    75    90
24343  0-2 Î    22    27    36    33    19    16    18    16    15     9    20    22
24343  3-7 Í     8     6     7    12    23    29    26    25    22    25    16     8
24343  3-7 Î    23    24    22    23    24    28    32    26    20    15    22    23
24343 8-10 Í     3     1     2     7    15    15    15    21    34    39     9     2
24343 8-10 Î    55    49    41    44    57    57    51    58    66    76    58    55
24382  0-2 Í    99    99    99    93    55    39    42    41    44    77    98    98
24382  0-2 Î    15    21    25    25    12     9     9     9     9    16    18    13
24382  3-7 Í     1     1     1     7    38    50    46    43    41    18     2     1
24382  3-7 Î    33    30    26    24    21    23    24    20    17    19    25    35
24382 8-10 Í     0     0     0     1     7    11    13    15    15     5     0     1
24382 8-10 Î    52    50    49    51    68    68    67    70    74    66    58    52
24507  0-2 Í    83    84    83    63    36    29    34    24    25    39    78    84
24507  0-2 Î    20    23    24    20    11    10    14     9    10    12    21    21
24507  3-7 Í     8     8    10    21    29    32    34    30    23    19    10     9
