27459 14 19 21 23 24 24 25 27
27595 14 19 21 23 24 25 25 28
27612 11 16 20 22 23 25 26 29
27648 15 18 20 22 23 23 24 25
27675 15 23 27 30 32 34 35 39
27707 15 20 23 25 26 27 28 30
27823 12 20 24 28 29 31 33 37
27857 15 20 23 26 27 28 29 32
27995 15 19 21 22 23 24 24 26
28009 15 19 22 23 24 25 26 27
28064 15 20 23 25 26 27 27 29
28138 15 18 20 21 22 22 23 24
28224 15 19 22 23 24 25 26 27
28255 15 20 23 25 26 27 27 29
28275 15 20 22 24 25 26 26 28
28418 15 21 24 27 28 30 30 34
28434 13 18 21 23 24 25 26 29
28493 16 20 23 25 26 27 28 30
28552 15 20 23 25 27 28 29 31
28573 16 21 24 26 27 28 28 31
28666 15 21 24 26 28 29 30 33
28698 13 20 24 27 29 31 32 36
28704 16 23 26 29 31 32 33 37
28722 15 21 25 27 28 30 31 34
28748 18 24 28 30 32 33 34 37
29111 15 20 23 25 26 27 28 30
29231 13 19 23 25 26 28 29 32
29263 15 21 24 27 28 29 30 33
29282 14 20 24 26 28 29 30 33
29313 15 22 26 28 30 31 33 36
29328 14 22 26 29 30 32 33 37
29379 17 22 25 27 28 29 29 32
29570 16 21 23 25 26 27 27 29
29594 16 23 27 30 32 34 35 39
29612 14 22 26 30 32 34 35 40
29645 15 21 25 28 29 31 32 35
29752 23 34 40 44 47 49 50 56
29789 12 16 18 20 21 22 23 24
29866 18 25 28 31 33 34 35 38
29939 14 26 33 39 42 46 48 56
30054 16 22 24 26 28 29 29 32
30089  9 16 20 24 26 29 30 35
30230 16 21 24 26 28 29 30 32
30252 15 19 22 23 24 25 26 28
30309 16 21 23 25 26 27 28 30
30372 15 19 21 23 24 25 25 27
30385  5 12 17 22 25 28 31 39
30393 12 16 19 21 22 23 23 26
30433 14 18 20 22 23 23 24 26
30521 15 20 22 24 25 26 27 29
30554 12 19 23 26 28 29 31 34
30612 16 20 23 24 25 26 26 28
30636 14 22 27 30 32 34 36 40
30650 11 16 19 21 22 24 24 27
30673 13 21 25 29 30 32 34 38
30710 17 21 23 25 25 26 27 28
30758 17 22 25 27 28 29 30 32
30777 14 21 26 29 31 33 34 38
30844 16 20 22 24 24 25 26 27
30879 13 19 23 25 27 28 29 32
30925 18 23 26 27 28 29 30 32
30935 16 22 25 27 29 30 31 34
30949 15 22 27 30 31 33 34 38
30965 18 25 28 31 32 34 35 38
31004 10 17 22 25 27 29 30 35
31088 17 26 31 36 38 40 42 47
31137  8 14 18 21 22 24 25 29
31168 18 27 33 36 39 41 42 47
31174 16 23 28 31 32 34 35 39
31253 11 15 17 18 19 20 21 22
31329 10 19 24 29 32 35 36 43
31369 17 22 25 27 27 28 29 31
31416 12 20 25 29 31 33 35 40
31439 16 21 24 26 27 28 29 31
31478 10 16 19 22 23 24 25 28
31707 12 21 26 30 32 35 36 42
31770 15 26 32 38 41 44 47 54
31829 25 36 41 46 48 50 52 57
31960 23 30 34 36 38 39 40 44
31961 19 22 24 26 27 27 28 29
31989 18 26 30 33 35 37 38 42
32027 20 27 31 34 35 37 38 41
32061 20 28 32 35 37 38 39 43
32076 17 23 26 29 31 32 33 36
32098 16 23 27 30 31 33 34 37
32099 28 36 41 45 46 48 49 53
32150 18 24 27 29 30 31 32 34
32165 27 34 37 39 41 42 43 46
32213 30 40 45 49 51 53 54 58
32252 18 25 29 32 33 35 36 39
32287 16 25 30 34 37 39 41 46
32389 19 26 29 32 33 34 35 38
32477 17 23 27 30 32 33 34 38
32509 24 32 36 39 40 42 43 47
32562 22 29 33 36 37 38 39 43
32618 26 32 36 38 39 40 41 44
34110 16 19 21 22 23 24 24 26
34123 15 19 21 23 23 24 25 26
34152 15 22 26 29 31 33 34 37
34163 16 21 23 24 25 26 27 28
34186 18 22 24 25 26 26 27 28
34579 14 19 21 23 24 25 26 28
34720 15 24 29 33 35 37 38 43
34740 15 24 30 34 36 38 40 46
34866 16 22 26 28 30 31 32 35
34880 15 20 22 24 25 26 27 29
34927 17 22 24 26 27 28 29 31
34949 19 25 29 31 32 33 34 37
35011 15 21 23 26 27 28 29 31
36038 18 24 28 30 31 33 34 36
36064 16 19 21 22 22 23 23 25
36096 17 23 26 29 30 31 32 35
36229 12 18 22 25 26 28 29 32
36259 16 26 31 36 38 41 42 48
36307 11 19 25 29 31 33 35 40
37001 21 28 31 33 34 35 36 39
37061 15 23 27 30 32 34 35 39
37107 10 15 18 21 23 24 25 28
37126 18 26 31 34 36 38 39 43
37470 18 25 28 31 33 34 35 38
37472 19 26 30 33 34 36 37 40
37663 16 23 27 30 31 33 34 37
31152  6 11 14 17 19 20 21 25
