31829 -20.4 -12.7  -3.4 239
31960 -22.8 -14.3  -4.5 200
31961 -30.3 -19.7  -7.4 196
31989 -16.6  -9.2  -1.8 204
32027 -30.1 -22.2  -8.8 252
32061 -27.4 -19.2  -6.6 238
32076 -27.7 -19.3  -5.9 276
32098 -27.0 -18.4  -5.8 248
32099 -21.3 -14.4  -3.4 273
32150 -22.4 -14.8  -4.5 229
32165 -12.4  -6.4  -0.0 228
32213 -14.5  -6.6  -0.2 297
32252 -35.1 -20.7  -6.7 289
32287 -31.0 -17.6  -5.4 276
32389 -35.3 -19.5  -6.6 255
32477 -29.8 -16.9  -5.0 272
32509 -15.2  -8.2  -1.4 264
32562 -25.4 -14.4  -3.8 271
32618 -11.3  -4.9   0.3 286
34110 -25.8 -11.1  -2.8 197
34123 -26.0 -11.2  -2.9 194
34152 -25.3 -12.6  -3.9 197
34163 -28.6 -14.4  -4.9 201
34186 -28.7 -14.7  -5.3 195
34579 -25.5 -11.1  -3.0 178
34720 -20.1  -6.3  -0.2 170
34740 -22.1  -6.8  -0.3 168
34866 -23.0  -7.6  -0.7 168
34880 -21.1  -7.7  -1.1 169
34927 -18.5  -3.0   2.2 151
34949 -18.6  -5.4   0.5 171
35011 -31.3 -16.2  -6.1 201
36038 -36.7 -18.2  -6.9 212
36064 -25.3 -11.1  -2.7 225
36096 -45.6 -33.7 -15.1 220
36229 -38.5 -23.8  -9.1 233
36259 -45.4 -31.8 -12.7 259
36307 -43.0 -35.1 -16.2 227
37001 -13.6   0.1   4.0 137
37061 -21.5  -5.9   0.1 164
37107  -8.4  -0.4   3.0 155
37126 -16.3  -7.8  -0.2 266
37228 -15.4  -5.3   0.4 174
37470  -7.9   0.7   3.7 140
37472 -14.7  -1.5   2.6 148
37663 -12.8  -3.2   1.8 170
31152 -47.5 -38.8 -17.5 256
