20982 2 макси-        .      3      5      9      1      8     12      .     12
20982 3 мальное       . (1943) (1946) (1998) (1974) (1956) (1950)      . (1950)
20982 4               .      . (2010)      .      .      . (1968)      . (1968)
21432 1 среднее     .      .      .     2.94   4.39   3.99   1.66    .     3.24
21432 2 макси-        .      .      .     11     13     13      9      .     13
21432 3 мальное       .      .      . (1995) (2004) (1973) (2005)      . (2004)
21802 1 среднее     .     0.01   0.43   2.96   0.31   2.27   3.82    .     1.63
21802 2 макси-        .      1      3     12      4      8      9      .     12
21802 3 мальное       . (2011) (1942) (1963) (1937) (1956) (1987)      . (1963)
21802 4               .      . (1943)      .      . (1979)      .      .      .
21908 1 среднее     .     0.06   2.24   2.24   0.32   4.60   5.96    .     2.57
21908 2 макси-        .      2     11     13      3     14     13      .     14
21908 3 мальное       . (1943) (1960) (1958) (1943) (1956) (1942)      . (1956)
21908 4               .      .      .      . (1944)      . (1987)      .      .
21921 1 среднее     .     0.02   2.16   2.24   0.11   1.57   5.13    .     1.87
21921 2 макси-        .      1     10      7      2      8     15      .     15
21921 3 мальное       . (1975) (1953) (1915) (1944) (1915) (1990)      . (1990)
21921 4               . (2014)      . (1931) (1985)      .      .      .      .
21931 1 среднее     .      .     1.61   3.66   0.55   1.69   5.38    .     2.58
21931 2 макси-        .      .      7     13      6      8     14      .     14
21931 3 мальное       .      . (1994) (1963) (1957) (1972) (1978)      . (1978)
21946 1 среднее     .      .     0.59   3.60   0.53   2.14   3.03    .     1.98
21946 2 макси-        .      .      4     11      5      8     10      .     11
21946 3 мальное       .      . (1990) (1958) (1984) (1992) (1949)      . (1958)
21982 1 среднее     .      .      .     6.19   6.98   5.72   2.32   0.08   4.26
21982 2 макси-        .      .      .     13     16     18      9      2     18
21982 3 мальное       .      .      . (1928) (1929) (2006) (1969) (2005) (2006)
21982 4               .      .      . (1988)      .      .      . (2007)      .
22113 1 среднее    0.44   2.71   4.85   0.90    .     0.04   1.72   2.39   1.86
22113 2 макси-        5     12     12      6      .      2      8      9     12
22113 3 мальное  (1959) (2011) (1959) (1941)      . (1984) (1993) (1953) (2011)
22165 1 среднее     .     0.01   1.18   1.34   0.07   0.02   0.85   1.54   0.72
22165 2 макси-        .      1      7     11      3      1      6      9     11
22165 3 мальное       . (1948) (1933) (1971) (1966) (1916) (1956) (1990) (1971)
22165 4               .      .      .      .      . (1925) (1966)      .      .
22217 1 среднее    0.28   4.36   8.55   0.74    .     0.37   4.83   3.72   3.27
22217 2 макси-        4     18     19      5      .      3     17      9     19
22217 3 мальное  (1959) (2011) (1994) (1928)      . (1918) (1993) (2008) (1994)
22217 4          (1989)      .      . (1962)      . (1973)      . (2013)      .
22235 1 среднее    0.04   1.63   5.01   2.85   0.04   0.77   3.44   2.13   1.99
22235 2 макси-        2      9     16     13      2      5      9      7     16
22235 3 мальное  (2014) (2011) (1940) (1944) (1963) (1939) (1994) (1940) (1940)
22235 4               .      .      .      .      . (1980)      . (2011)      .
22471 1 среднее    0.27   2.96   6.10   2.18   0.10   0.20   3.20   2.43   2.18
22471 2 макси-        5      9     15      9      2      3     11      7     15
22471 3 мальное  (1967) (2002) (2006) (1978) (1985) (1980) (1968) (2010) (2006)
22471 4               . (2010)      .      .      .      . (1993) (2011)      .
22520 1 среднее    0.03   2.72   2.46   0.17    .      .     1.34   1.81   1.42
22520 2 макси-        1     10      8      2      .      .      7      6     10
22520 3 мальное  (1948) (1922) (1927) (1928)      .      . (1986) (1918) (1922)
22520 4          (1959)      . (1994) (1932)      .      .      .      .      .
22550 1 среднее    0.38   4.33   5.71   0.93   0.01   0.19   1.99   2.63   2.02
22550 2 макси-        7     16     17      6      1      4     11      9     17
22550 3 мальное  (1975) (1973) (1988) (1969) (1980) (1980) (1968) (1930) (1988)
22550 4               .      .      .      . (1992)      .      .      .      .
22619 1 среднее    0.02   4.37   4.29   0.08    .      .     1.00   3.04   2.13
22619 2 макси-        1     12     12      2      .      .      8     14     14
22619 3 мальное  (1989) (2006) (1996) (1978)      .      . (1973) (2009) (2009)
22619 4               .      .      . (2003)      .      .      .      .      .
22641 1 среднее    0.04   4.01   4.43   0.37   0.01   0.16   2.11   2.23   1.67
22641 2 макси-        1     11     14      3      1      4     11      8     14
22641 3 мальное  (1948) (2010) (1951) (1949) (1941) (1980) (1953) (1998) (1951)
22641 4          (1978)      .      .      .      .      .      .      .      .
22676 1 среднее    0.34   6.77   8.46   1.41    .     0.64   4.30   2.82   3.54
22676 2 макси-        2     16     16      8      .      6     11     11     16
22676 3 мальное  (1965) (1965) (1985) (1969)      . (1980) (1973) (2010) (1965)
22676 4          (1975)      .      .      .      .      .      .      .      .
22768 1 среднее    0.76   5.65   5.38   0.53   0.02   0.16   2.68   2.94   2.27
22768 2 макси-        9     17     16     10      2      3     20     12     20
22768 3 мальное  (1890) (1918) (1890) (1891) (1891) (1895) (1891) (1890) (1891)
22768 4               . (2006)      .      .      .      .      .      .      .
22802 1 среднее    0.94   3.77   3.87   0.09    .     0.01   0.79   2.76   1.75
22802 2 макси-        5      9     11      2      .      1      7     11     11
22802 3 мальное  (1995) (1980) (1974) (1962)      . (1966) (1976) (2002) (1974)
22802 4          (1997) (2004)      .      .      .      .      .      .      .
22820 1 среднее    0.24   6.04   5.41   0.33   0.01   0.04   1.97   3.49   2.19
22820 2 макси-        3     15     15      3      1      2     12      9     15
22820 3 мальное  (1948) (2006) (1945) (1941) (1958) (1980) (1993) (1971) (2006)
22820 4          (1989)      .      . (1954)      .      .      . (1999)      .
22837 1 среднее    0.10   5.66   5.44   0.64    .     0.15   2.29   3.19   2.50
22837 2 макси-        2     19     16      8      .      2     12     10     19
22837 3 мальное  (1938) (1894) (1895) (1893)      . (1966) (1893) (1914) (1894)
22837 4          (1978)      . (1935) (1908)      . (1980)      . (1915)      .
23022 1 среднее     .      .     0.05   4.66   2.89   1.51   4.42   1.39   2.49
23022 2 макси-        .      .      3     12     11     12     12      5     12
23022 3 мальное       .      . (1982) (1947) (1979) (1978) (1982) (1947) (1947)
23022 4               .      .      .      .      .      .      . (1948)      .
23032 1 среднее     .      .     0.01   4.26   2.54   1.63   3.97   1.13   2.25
23032 2 макси-        .      .      1     12     17     11     15      6     17
23032 3 мальное       .      . (1982) (1939) (1916) (1960) (1934) (1980) (1916)
23058 1 среднее     .      .      .     2.82   0.04   0.54   3.57   0.64   1.52
23058 2 макси-        .      .      .      8      2      3     10      6     10
23058 3 мальное       .      .      . (1980) (1968) (1967) (1965) (2011) (1965)
23058 4               .      .      . (1997)      .      .      .      .      .
23074 1 среднее     .     0.15   0.95   2.55   0.04   0.49   3.75   0.01   1.14
23074 2 макси-        .      5      8      9      2      5     15      1     15
23074 3 мальное       . (2011) (1942) (1910) (1938) (1911) (1996) (1970) (1996)
23074 4               .      .      . (1976)      .      .      .      .      .
23205 1 среднее    0.01   0.31   3.53   3.10   0.01   0.40   3.55   2.02   1.62
23205 2 макси-        1      4     15     12      1      3     12      8     15
23205 3 мальное  (1989) (1932) (1943) (1966) (2014) (1960) (1946) (1989) (1943)
23205 4               .      .      .      .      .      . (1953)      .      .
23242 1 среднее     .      .     0.30   0.62   0.08   0.36   0.68   0.26   0.38
23242 2 макси-        .      .      2      3      1      3      4      3      4
23242 3 мальное       .      . (1942) (1936) (1944) (1992) (2010) (2008) (2010)
23242 4               .      . (1952) (1941) (1949)      .      .      .      .
23256 1 среднее     .      .     0.67   0.40    .     0.17   0.72   0.05   0.40
23256 2 макси-        .      .      3      2      .      2      4      1      4
23256 3 мальное       .      . (1956) (1952)      . (1958) (1945) (1970) (1945)
23256 4               .      . (1982) (1959)      . (1967) (1953) (1979) (1953)
23274 1 среднее     .      .     1.65   0.46   0.01   0.39   1.38   0.09   0.67
23274 2 макси-        .      .      8      5      1      5      7      3      8
23274 3 мальное       .      . (1990) (1974) (1946) (1953) (2010) (1983) (1990)
23324 1 среднее     .     0.16   3.78   3.32   0.16   1.36   4.55   1.35   2.10
23324 2 макси-        .      3     11     11      1      8     11      7     11
23324 3 мальное       . (1995) (1997) (1905) (1905) (1960) (1929) (1948) (1997)
23324 4               .      .      . (1938) (1928)      .      .      .      .
23330 1 среднее     .     0.04   2.67   1.87   0.03   0.52   3.42   1.26   1.40
23330 2 макси-        .      2     12      7      1      4     13      8     13
23330 3 мальное       . (1948) (2013) (1965) (1980) (1970) (1946) (2011) (1946)
23330 4               .      .      .      . (1997) (2010)      .      .      .
23383 1 среднее     .     0.44   3.88   5.07   0.93   3.59   7.44   0.03   3.05
23383 2 макси-        .     10     13     15      4     10     16      1     16
23383 3 мальное       . (2011) (1941) (1980) (1941) (1953) (1995) (1980) (1995)
23383 4               .      .      .      . (1978) (1959)      . (1983)      .
23405 1 среднее    0.03   1.91   4.27   2.08    .     0.40   2.81   1.58   1.87
23405 2 макси-        1      8     12      9      .      6     10      7     12
23405 3 мальное  (1967) (1951) (1983) (1972)      . (1898) (1953) (1954) (1983)
23405 4          (1989)      . (1987)      .      .      .      .      . (1987)
23445 1 среднее     .     0.22   3.39   2.65   0.02   0.29   3.78   1.46   1.69
23445 2 макси-        .      3      9      8      1      3     11      7     11
23445 3 мальное       . (1962) (1968) (1964) (1962) (2006) (1967) (1968) (1967)
23445 4               .      .      . (1974)      .      .      .      .      .
23463 1 среднее     .      .     1.96   0.96   0.19   1.71   2.40   0.22   1.24
23463 2 макси-        .      .      6      6      3      6      8      2      8
23463 3 мальное       .      . (2000) (1987) (2000) (1979) (2012) (1985) (2012)
23463 4               .      .      .      .      .      .      . (2010)      .
23472 1 среднее     .     0.04   3.35   1.64    .     0.42   3.47   0.64   1.59
23472 2 макси-        .      2     10      6      .      3      8      3     10
23472 3 мальное       . (2012) (1995) (1961)      . (1967) (1979) (1965) (1995)
23472 4               .      .      . (1989)      .      .      . (1983)      .
23552 1 среднее     .     0.09   2.21   1.19    .     0.42   2.69   0.78   1.23
23552 2 макси-        .      1      7      6      .      4     10      7     10
23552 3 мальное       . (1945) (1973) (1974)      . (1958) (1967) (2011) (1967)
23552 4               . (1949)      .      .      . (1961)      .      .      .
23631 1 среднее    0.01   1.39   3.99   1.00   0.04   0.35   2.66   2.05   1.44
23631 2 макси-        1      6     11      5      1      3      7      9     11
23631 3 мальное  (1967) (1948) (1967) (1984) (1997) (2011) (1998) (1994) (1967)
23631 4               . (1962)      .      . (2009)      .      .      .      .
23662 1 среднее     .     0.20   5.03   2.08   0.08   1.08   5.09   1.35   2.13
23662 2 макси-        .      2     15      8      3      5     16      8     16
23662 3 мальное       . (1961) (1988) (1949) (1949) (1958) (1996) (1994) (1996)
23662 4               . (1962)      .      .      . (1996)      .      .      .
23678 1 среднее     .     0.31   6.22   1.17   0.03   0.37   3.93   1.50   1.93
23678 2 макси-        .      5     16      6      1      5     16      7     16
23678 3 мальное       . (1995) (1971) (1933) (1926) (1912) (1946) (1925) (1971)
23678 4               .      .      .      . (1929)      .      .      .      .
23711 1 среднее    0.01   5.23   8.44   2.19   0.09   0.73   4.78   2.46   2.99
23711 2 макси-        1     19     26     22      3      7     12      9     26
23711 3 мальное  (2014) (1908) (1908) (1908) (1891) (1917) (1891) (1923) (1908)
23711 4               .      .      .      . (1983)      . (1926)      .      .
23724 1 среднее    0.07   6.17   9.99   2.46   0.08   1.49   6.55   3.39   3.77
23724 2 макси-        3     16     19      7      1      8     14     14     19
23724 3 мальное  (2003) (1990) (1937) (1971) (1940) (1960) (1939) (1987) (1937)
23724 4               .      . (1983) (1992) (1947)      .      .      . (1983)
23734 1 среднее    0.01   3.09   6.46   1.58   0.01   0.33   3.64   2.28   2.18
23734 2 макси-        1     12     14      7      1      2     10     10     14
23734 3 мальное  (1967) (1949) (1949) (1961) (1945) (1938) (1939) (1951) (1949)
23734 4               . (1953) (1988)      .      . (1939)      .      . (1988)
23867 1 среднее     .     2.55   4.65   0.36    .     0.12   2.73   1.94   2.06
23867 2 макси-        .      9     12      5      .      3     11      6     12
23867 3 мальное       . (1943) (1937) (1992)      . (2006) (1946) (1941) (1937)
23867 4               . (1953) (1967)      .      .      .      . (1971) (1967)
23884 1 среднее     .     3.32   6.83   0.96    .     0.22   3.00   1.15   2.58
23884 2 макси-        .     16     13      6      .      3     13      7     16
23884 3 мальное       . (1997) (1988) (1961)      . (2006) (1996) (1989) (1997)
23884 4               .      .      . (1987)      .      .      .      .      .
23891 1 среднее     .     1.18   4.14   1.17   0.04   0.75   2.35   0.85   1.50
23891 2 макси-        .      6      9      5      1      5      7      4      9
23891 3 мальное       . (1945) (1938) (1938) (1938) (1947) (1951) (1943) (1938)
23891 4               . (2009) (1965) (1987) (1951)      . (1984)      . (1965)
23914 1 среднее    0.03   4.95   4.49   0.36    .     0.04   2.26   1.89   2.00
23914 2 макси-        1     16     13      4      .      2      8     10     16
23914 3 мальное  (1993) (1916) (1951) (1992)      . (1893) (1934) (1895) (1916)
23914 4          (2004)      .      .      .      .      . (1939)      .      .
23921 1 среднее    0.14   7.96   9.46   1.31   0.01   0.60   5.38   4.83   3.71
23921 2 макси-        2     20     20      5      1      5     14     15     20
23921 3 мальное  (1944) (2007) (1937) (1935) (1935) (1960) (1973) (1987) (2007)
23921 4          (1954)      .      . (1944)      . (2010)      .      .      .
23933 1 среднее     .     3.24   4.61   0.41    .     0.02   2.37   2.60   2.21
23933 2 макси-        .     10     13      7      .      1     10      8     13
23933 3 мальное       . (1949) (2011) (1992)      . (1901) (2014) (1899) (2011)
23933 4               .      .      .      .      . (1968)      . (2002)      .
23955 1 среднее    0.01   3.62   5.59   0.52    .     0.16   3.16   2.61   2.24
23955 2 макси-        1     11     11      7      .      2      8     10     11
23955 3 мальное  (1967) (1953) (1960) (1992)      . (1968) (1958) (2010) (1953)
23955 4               . (1997) (1971)      .      . (1978) (1968)      . (1997)
23966 1 среднее     .     3.46   7.77   1.35    .     0.81   4.98   2.41   3.46
23966 2 макси-        .     14     16      8      .      5     15     10     16
23966 3 мальное       . (2007) (1962) (1961)      . (2006) (1996) (1967) (1962)
23966 4               .      . (1988)      .      .      .      .      . (1988)
23986 1 среднее     .     0.16   0.88   0.38    .     0.18   0.28   0.31   0.37
23986 2 макси-        .      2      3      3      .      2      3      3      3
23986 3 мальное       . (1955) (1963) (1972)      . (1953) (1965) (1990) (1963)
23986 4               .      . (1966) (1984)      . (1982) (1967)      . (1966)
24125 1 среднее     .     0.20   3.11   2.22   0.50   3.40   6.00    .     2.57
24125 2 макси-        .      3     11     13      3     13     16      .     16
24125 3 мальное       . (1997) (1936) (1958) (1937) (1956) (1951)      . (1951)
24125 4               . (2007)      .      . (1940) (1960)      .      .      .
24136 1 среднее     .     0.16   4.19   1.86   0.58   6.05   7.04    .     3.31
24136 2 макси-        .      3     14      8      3     15     16      .     16
24136 3 мальное       . (1985) (1999) (1996) (1956) (1962) (1949)      . (1949)
24136 4               .      .      .      . (1957)      .      .      .      .
24143 1 среднее     .     0.16   3.96   1.37   0.01   1.14   5.67    .     2.05
24143 2 макси-        .      6     11      5      1      5     14      .     14
24143 3 мальное       . (2011) (2001) (1962) (1942) (1992) (1967)      . (1967)
24143 4               .      .      . (1972)      . (2001)      .      .      .
24266 1 среднее     .     0.11   8.82   1.58   0.45   4.35   8.71   0.08   3.44
24266 2 макси-        .      5     21      7      3     13     18      3     21
24266 3 мальное       . (2011) (1927) (1972) (1963) (1957) (1956) (1896) (1927)
24266 4               .      . (1931) (1976) (1966) (1974) (1958)      . (1931)
24329 1 среднее     .     0.24   7.92   5.92   2.92   8.99   8.70   0.04   4.96
24329 2 макси-        .      6     20     14      8     17     16      1     20
24329 3 мальное       . (2009) (2005) (1980) (1972) (1992) (1974) (1945) (2005)
24329 4               .      .      .      .      .      .      . (1967)      .
24343 1 среднее     .     0.31   5.37   0.96   0.05   1.22   7.00    .     2.49
24343 2 макси-        .      7     14      4      1      5     16      .     16
24343 3 мальное       . (2011) (1971) (1966) (1936) (1946) (1936)      . (1936)
24343 4               .      .      . (1976) (1937) (1992) (1990)      . (1990)
24382 1 среднее     .     0.08  10.05   1.58   0.79   5.10   9.16   0.03   3.83
24382 2 макси-        .      3     20      5      6     13     20      1     20
24382 3 мальное       . (2011) (1948) (1993) (1966) (1957) (1994) (1974) (1948)
24382 4               .      . (1971)      .      .      .      . (1988) (1971)
24507 1 среднее     .      .    10.01   1.95   0.08   1.06   7.83   1.16   3.68
24507 2 макси-        .      .     20      9      1      6     18      9     20
24507 3 мальное       .      . (1971) (1929) (1933) (1983) (1950) (1967) (1971)
24507 4               .      .      .      . (1935)      .      .      .      .
24606 1 среднее     .      .    11.37   6.21   1.94   6.02   9.84   1.02   6.06
24606 2 макси-        .      .     19     17      6     18     17      8     19
24606 3 мальное       .      . (1955) (1965) (1955) (1981) (1967) (1967) (1955)
24606 4               .      . (1966)      . (1959)      . (1991)      . (1966)
24641 1 среднее     .     0.03   0.70   0.17    .     0.15   0.42   0.18   0.27
24641 2 макси-        .      2      4      2      .      2      3      1      4
24641 3 мальное       . (1947) (1904) (1920)      . (1898) (1964) (1900) (1904)
24641 4               .      . (1965) (1972)      . (1911)      . (1907) (1965)
24661 1 среднее     .     1.32   8.24   1.18   0.22   2.22   8.45    .     3.61
24661 2 макси-        .      8     16      5      3      9     17      .     17
24661 3 мальное       . (1941) (1950) (2003) (1977) (1963) (1958)      . (1958)
24661 4               . (2009) (1982)      .      .      .      .      .      .
24671 1 среднее     .     0.13  12.79   2.65   0.43   3.08   8.69   0.06   3.98
24671 2 макси-        .      3     21      8      3     10     21      1     21
24671 3 мальное       . (1972) (2005) (1979) (1966) (2001) (2005) (1972) (2005)
24671 4               .      .      . (1993) (1984)      .      . (1975)      .
24688 1 среднее     .      .    13.14   6.60   3.54  10.39  10.93    .     8.92
24688 2 макси-        .      .     24     14     12     21     25      .     25
24688 3 мальное       .      . (1984) (1952) (1948) (1957) (1968)      . (1968)
24713 1 среднее     .      .     0.74   0.43   0.08   0.51   0.68   0.18   0.44
24713 2 макси-        .      .      3      2      1      2      3      1      3
24713 3 мальное       .      . (1945) (1951) (1951) (1946) (1944) (1945) (1945)
24713 4               .      . (1990) (1952) (1958) (1950) (1991) (1947) (1990)
24738 1 среднее     .     1.09   2.47   0.58   0.06   0.80   1.99   0.51   1.07
24738 2 макси-        .      5      7      4      1      3      5      3      7
24738 3 мальное       . (1982) (1950) (1942) (1942) (1951) (1941) (1959) (1950)
24738 4               .      . (2005) (1970) (1944) (1972) (1950) (1967) (2005)
24790 1 среднее     .      .    12.01   4.31   1.69   7.15  10.10    .     7.05
24790 2 макси-        .      .     22     12      8     17     20      .     22
24790 3 мальное       .      . (1973) (1937) (1947) (1993) (1947)      . (1973)
24790 4               .      .      .      .      .      . (1958)      .      .
24817 1 среднее     .     0.82   2.92   0.74   0.09   1.26   2.31   0.35   1.21
24817 2 макси-        .      5      7      4      2      5      7      3      7
24817 3 мальное       . (1950) (1939) (1958) (1951) (1951) (1959) (1967) (1939)
24817 4               . (2011) (1957)      . (1955) (1978)      .      . (1957)
24908 1 среднее     .     1.57   5.50   1.33   0.21   1.77   4.30   1.02   2.24
24908 2 макси-        .      7     12      6      3      6     11      7     12
24908 3 мальное       . (1952) (1978) (1966) (1933) (1945) (1991) (1947) (1978)
24908 4               . (1967) (1985)      .      .      .      .      . (1985)
24959 1 среднее     .     0.72   1.31   0.27   0.02   0.41   1.32   0.19   0.60
24959 2 макси-        .      3      6      2      1      3      6      1      6
24959 3 мальное       . (1889) (1937) (1892) (1944) (1898) (1916) (1890) (1937)
24959 4               . (1945) (1950) (1904) (1996) (1967)      . (1892) (1950)
24966 1 среднее     .     1.76   2.37   0.25    .     0.64   2.59   0.31   1.32
24966 2 макси-        .      6      8      2      .      5      7      2      8
24966 3 мальное       . (1935) (1948) (1932)      . (1940) (1909) (1908) (1948)
24966 4               . (1947)      . (1940)      . (1960) (1985) (1909)      .
24967 1 среднее     .     2.74  16.31   3.72   0.64   3.32  11.11    .     6.31
24967 2 макси-        .     12     26     11      5     11     19      .     26
24967 3 мальное       . (1982) (1945) (1958) (1963) (1946) (1978)      . (1945)
24967 4               . (1992) (1989)      . (1984)      .      .      . (1989)
25062 1 среднее     .      .      .     6.36   4.98   3.93   2.50   0.09   3.57
25062 2 макси-        .      .      .     16     14     10     10      2     16
25062 3 мальное       .      .      . (1964) (1963) (1988) (2002) (2005) (1964)
25062 4               .      .      .      .      . (1998) (2006)      .      .
25138 1 среднее    0.01   0.12   6.32   2.05   0.95   5.90   6.71   0.01   2.76
25138 2 макси-        1      6     16      7      5     17     17      1     17
25138 3 мальное  (2011) (2011) (1981) (1949) (1948) (1956) (1949) (1939) (1956)
25138 4               .      .      . (1968) (1982)      .      .      .      .
25173 1 среднее     .      .     0.18   5.13   3.45   3.71   3.44   0.17   2.68
25173 2 макси-        .      .      4     14     11      9     13      5     14
25173 3 мальное       .      . (1943) (1990) (1948) (1957) (1960) (2005) (1990)
25173 4               .      .      .      . (1965) (1963)      .      .      .
25206 1 среднее     .     0.15   5.60   1.65   0.14   1.97   7.09    .     2.77
25206 2 макси-        .      3     17     10      3     13     17      .     17
25206 3 мальное       . (1984) (1990) (1975) (1961) (1967) (1949)      . (1990)
25206 4               . (2011)      .      .      .      .      .      .      .
25248 1 среднее     .      .     4.40   3.43   1.19   5.79   5.76    .     4.11
25248 2 макси-        .      .     13     11      5     13     13      .     13
25248 3 мальное       .      . (1988) (1950) (1965) (1956) (1999)      . (1988)
25248 4               .      .      .      .      . (1966) (2009)      .      .
25282 1 среднее     .      .     0.70   5.28   1.98   2.30   2.37   0.72   2.22
25282 2 макси-        .      .      6     13     10      8      7      5     13
25282 3 мальное       .      . (2006) (1980) (1994) (1981) (1991) (2006) (1980)
25282 4               .      .      .      .      . (1986)      .      .      .
25325 1 среднее     .     0.11   9.69   2.46   1.63   7.23   9.01   0.03   4.31
25325 2 макси-        .      5     21     10      8     17     20      1     21
25325 3 мальное       . (2011) (1944) (1983) (1970) (1986) (1947) (1981) (1944)
25325 4               .      . (1990)      .      .      .      . (1988) (1990)
25356 1 среднее     .      .     6.78   3.65   0.75   5.33   8.63    .     5.03
25356 2 макси-        .      .     15     10      6     15     17      .     17
25356 3 мальное       .      . (1946) (1973) (1982) (2008) (1973)      . (1973)
25356 4               .      . (1961)      .      .      . (1995)      . (1995)
25378 1 среднее     .      .     3.92   1.37   0.02   0.57   3.08   0.33   1.55
25378 2 макси-        .      .     11      5      1      3      8      5     11
25378 3 мальное       .      . (1992) (1985) (1982) (1994) (1967) (2006) (1992)
25378 4               .      .      . (1989)      . (2000) (1983)      .      .
25399 1 среднее     .      .     0.63   2.24   0.21   0.12   1.23   1.45   0.98
25399 2 макси-        .      .      4      8      6      2      6      5      8
25399 3 мальное       .      . (2008) (1986) (1981) (1984) (1988) (1990) (1986)
25399 4               .      .      .      .      . (1998)      .      .      .
25400 1 среднее     .     0.23   7.16   0.38   0.01   0.56   6.33    .     2.45
25400 2 макси-        .      4     14      4      1      5     17      .     17
25400 3 мальное       . (1982) (1949) (1947) (1966) (1938) (2012)      . (2012)
25400 4               . (2011) (1971)      .      . (1992)      .      .      .
25428 1 среднее     .     0.02   9.90   2.01   0.91   5.45   8.21   0.03   3.79
25428 2 макси-        .      1     21      8      9     13     19      2     21
25428 3 мальное       . (2011) (1945) (1963) (1965) (1946) (1947) (1981) (1945)
25428 4               .      . (1953)      .      .      .      .      . (1953)
25503 1 среднее     .     0.27  12.42   1.87   0.80   4.85  10.38   0.11   4.39
25503 2 макси-        .      4     26     10      5     11     20      2     26
25503 3 мальное       . (2011) (1973) (1983) (1949) (1943) (1951) (1981) (1973)
25503 4               .      .      .      .      . (1949) (1970)      .      .
25538 1 среднее     .     0.05   9.22   4.88   1.72   6.25   9.23   0.05   4.48
25538 2 макси-        .      2     20     12      7     18     17      1     20
25538 3 мальное       . (1992) (2000) (1983) (1982) (1998) (1976) (1974) (2000)
25538 4               .      .      . (1999)      .      . (2007) (1981)      .
25551 1 среднее     .     0.04   6.95   2.22   0.23   3.12   9.37   0.04   3.14
25551 2 макси-        .      2     16      9      5      9     20      1     20
25551 3 мальное       . (1909) (1984) (1903) (2012) (1967) (1938) (1899) (1938)
25551 4               . (2013) (2000) (1963)      . (2008)      . (1917)      .
25563 1 среднее     .      .     2.79   1.18   0.01   0.27   2.01   0.18   1.07
25563 2 макси-        .      .      8      4      1      5      8      4      8
25563 3 мальное       .      . (1946) (1938) (1956) (1956) (2011) (2012) (1946)
25563 4               .      .      . (1949)      .      .      .      .      .
25594 1 среднее     .     0.04   4.26   3.92   0.01   0.26   3.86   2.06   2.06
25594 2 макси-        .      1     13     12      1      5     11      7     13
25594 3 мальное       . (1940) (1991) (1941) (1946) (1944) (1946) (1997) (1991)
25594 4               . (1948)      .      .      .      . (1985)      .      .
25677 1 среднее     .      .     2.00   1.15    .     0.03   1.54   1.05   1.15
25677 2 макси-        .      .      7      5      .      1      5      4      7
25677 3 мальное       .      . (1991) (1977)      . (1962) (1986) (1970) (1991)
25677 4               .      .      .      .      .      .      . (1988)      .
25705 1 среднее     .     0.34   9.30   1.08   0.20   2.45   8.51   0.45   3.19
25705 2 макси-        .      4     19      4      2     11     18      4     19
25705 3 мальное       . (1986) (1990) (1965) (1956) (1956) (1988) (1985) (1990)
25705 4               . (2001)      . (1979) (1986)      .      . (2003)      .
25745 1 среднее     .      .     8.08   0.87   0.14   1.70   7.50   0.77   3.18
25745 2 макси-        .      .     14      5      2      8     16      4     16
25745 3 мальное       .      . (1977) (1983) (1965) (1998) (2012) (2014) (2012)
25745 4               .      . (1981)      . (1981)      .      .      .      .
25927 1 среднее     .      .     6.21   2.54    .      .     1.90   3.06   3.43
