21946 Ï  Í    1.9   2.1   2.5   1.8   4.9   6.1   6.5   8.4   9.8   7.0   4.7   2.7  58.5
21946 Ï  Î    8.4   8.2   7.4   6.7  12.3  15.1  16.0  17.9  19.9  17.5  11.1   8.7 149.2
21946 ß  Í   23.1  22.4  25.7  23.6  14.6  10.4  11.1   9.3   5.9  10.4  19.7  23.3 199.5
21946 ß  Î    8.2   7.6   8.3   7.3   3.7   3.0   3.0   3.2   1.9   2.2   5.1   7.8  61.2
21982 Ï  Í    3.9   2.5   2.3   4.0  11.0   8.1   6.5   9.7  10.2  10.5   7.1   3.4  79.1
21982 Ï  Î    9.3   8.0   7.6  10.3  18.8  15.8  15.7  18.4  19.4  18.0  13.1   8.3 162.7
21982 ß  Í   19.5  19.2  24.0  17.7   6.6   7.4   8.6   4.8   3.5   6.0  11.0  19.3 147.7
21982 ß  Î    6.1   5.2   7.3   4.8   2.2   2.8   2.5   1.6   1.9   1.6   3.6   6.7  46.3
22113 Ï  Í    6.1   3.7   3.9   4.7  10.2   9.9   9.3  10.4   9.4  10.8   9.4   7.9  95.7
22113 Ï  Î   14.9  12.8  14.3  14.7  20.4  19.5  18.3  20.2  19.2  20.4  17.9  17.0 209.6
22113 ß  Í    6.2   7.8   8.6   7.0   4.3   3.8   4.5   4.0   3.1   2.6   3.7   4.3  59.8
22113 ß  Î    2.4   2.5   2.5   2.2   1.9   1.5   2.0   2.6   1.5   1.4   1.9   2.3  24.7
22165 Ï  Í    8.2   5.8   6.0   3.8   7.6   6.8   7.4  10.7   9.3  13.6  13.4  11.6 104.3
22165 Ï  Î   13.5  12.6  13.3  11.5  15.8  13.9  13.4  18.0  16.9  19.9  18.4  16.6 183.8
22165 ß  Í    6.1   7.7   8.1   8.6   6.7   8.4   8.8   5.5   4.4   1.9   2.1   3.9  72.1
22165 ß  Î    2.7   3.3   2.8   2.0   1.9   2.4   2.5   2.2   1.5   1.7   1.2   2.2  26.3
22217 Ï  Í    9.0   6.3   6.3   3.6   4.0   3.9   4.1   5.3   6.8  10.3  12.6  11.4  83.7
22217 Ï  Î   14.0  11.2  12.8  10.6  13.1  12.6  12.4  14.3  14.7  16.4  16.7  15.9 164.6
22217 ß  Í    8.0   9.0  10.5  10.8   8.0   7.4   8.1   7.2   4.5   4.6   5.3   7.1  90.4
22217 ß  Î    3.6   3.0   3.2   3.0   2.6   2.2   2.6   2.8   1.8   1.7   2.4   2.9  31.8
22235 Ï  Í    8.2   5.8   6.0   4.1   7.5   6.6   5.9   8.3   8.7  12.3  12.1  10.3  95.8
22235 Ï  Î   15.0  12.6  14.2  12.7  17.7  16.7  15.5  18.3  17.7  18.9  17.4  16.1 192.6
22235 ß  Í    9.3   9.3  10.4  10.0   6.0   7.0   7.4   5.1   4.0   3.9   5.1   7.2  84.8
22235 ß  Î    3.0   2.4   3.2   2.5   1.8   1.6   2.2   2.5   1.5   1.5   1.8   2.8  26.9
22471 Ï  Í    7.8   5.9   6.0   3.4   5.3   4.8   4.5   6.4   5.9  10.0  12.6  11.6  84.3
22471 Ï  Î   17.6  14.8  16.0  13.5  16.7  15.7  14.9  19.4  18.1  20.6  20.2  20.2 207.5
22471 ß  Í    7.8   9.1  10.4  11.8  10.3  11.2  11.9   7.1   5.8   2.9   4.2   5.0  97.5
22471 ß  Î    2.4   2.2   3.0   2.7   1.8   2.0   1.9   1.9   1.6   1.2   1.7   2.1  24.5
22520 Ï  Í    8.8   5.4   5.8   3.9   4.0   3.1   3.4   5.4   5.2   9.6  11.5  10.3  76.2
22520 Ï  Î   14.4  11.2  12.3  10.2  11.1  10.6  10.0  12.5  12.6  17.2  17.5  16.6 156.2
22520 ß  Í    8.9  10.4  11.3  11.8  10.3  10.7  11.2   8.2   6.5   4.5   4.5   6.4 104.8
22520 ß  Î    3.8   3.0   3.9   3.1   2.8   3.0   2.8   2.9   2.1   2.0   2.0   2.7  34.1
22550 Ï  Í    8.9   6.3   6.4   4.3   4.6   3.7   4.0   5.1   6.7  12.0  15.2  13.0  90.1
22550 Ï  Î   18.6  15.6  16.5  13.6  14.7  13.5  12.8  15.7  17.1  21.1  21.9  21.4 202.6
22550 ß  Í    8.5   9.5  10.1  11.3   9.9  10.3  11.0   7.8   5.9   3.5   4.2   5.9  97.9
22550 ß  Î    2.5   2.9   2.5   2.3   2.3   2.1   2.3   2.1   1.8   1.5   1.4   1.8  25.6
22619 Ï  Í   11.4   6.8   7.5   5.0   4.4   3.8   4.2   6.0   7.8  14.0  16.4  13.5 101.0
22619 Ï  Î   16.8  12.9  13.6  12.0  11.4  11.2  10.3  13.1  14.8  19.7  20.9  18.8 175.3
22619 ß  Í    8.3   8.9   9.7   9.7   8.5   8.8   8.8   6.9   4.3   2.6   3.0   5.2  84.7
22619 ß  Î    3.0   2.8   3.6   3.2   3.0   2.9   2.8   3.0   1.8   1.8   1.6   2.0  31.5
22641 Ï  Í    7.9   5.3   4.8   3.6   3.3   1.9   2.7   3.2   4.8  10.9  13.3  12.6  74.3
22641 Ï  Î   17.6  14.4  14.7  12.8  12.9  11.5  10.5  13.2  15.9  20.3  21.7  20.9 186.5
22641 ß  Í    7.8   9.1  10.5  12.8  13.8  14.8  16.4  11.8   7.0   3.6   3.4   5.1 116.2
22641 ß  Î    2.8   3.1   3.0   2.9   2.9   2.5   2.5   2.6   1.8   1.6   1.8   1.8  29.2
22676 Ï  Í   10.4   8.6   8.7   6.1   6.9   5.3   4.7   8.2  10.8  18.5  17.6  14.6 120.4
22676 Ï  Î   19.3  16.3  16.9  14.2  14.4  13.2  12.1  15.7  18.0  23.4  23.8  22.7 209.9
22676 ß  Í    8.5  10.1   8.9   9.0   7.5   6.9   7.1   5.4   3.9   2.5   3.9   5.6  79.4
22676 ß  Î    3.1   2.9   2.7   2.9   2.6   3.0   2.5   2.2   1.9   1.4   2.1   1.8  29.0
22768 Ï  Í    9.2   6.4   5.8   3.8   3.9   3.3   2.9   4.4   5.7  12.6  14.3  11.6  83.8
22768 Ï  Î   18.0  14.3  14.6  11.3  11.1  10.2   9.1  11.7  14.6  20.6  21.2  20.7 177.5
22768 ß  Í   10.2  11.7  11.2  12.7  11.0  11.6  13.0  10.3   6.2   3.6   4.1   7.3 112.9
22768 ß  Î    2.9   3.4   3.3   2.9   3.1   3.1   2.8   2.6   1.9   1.6   1.6   2.2  31.5
22802 Ï  Í   12.0   8.0   7.6   3.9   2.7   1.9   2.1   3.0   4.6  10.6  16.5  14.8  87.6
22802 Ï  Î   19.4  15.1  14.4  12.3  10.5  10.8  10.9  11.9  13.6  18.6  22.0  21.5 181.2
22802 ß  Í    7.4   9.5  11.8  12.8  14.8  13.3  14.1  11.4   7.5   4.9   3.5   5.4 116.4
22802 ß  Î    2.6   3.2   3.4   3.4   4.0   3.8   3.2   3.1   2.1   2.0   1.6   1.7  34.0
22820 Ï  Í    7.9   5.4   5.2   3.5   2.6   2.5   2.8   2.7   4.0   8.8  12.9  11.8  70.1
22820 Ï  Î   19.0  15.6  15.3  13.4  12.2  12.0  11.8  13.2  14.8  20.0  22.3  21.9 191.6
22820 ß  Í    8.4  10.9  11.8  12.8  13.2  12.2  11.8  10.3   7.5   4.7   3.6   4.9 112.1
22820 ß  Î    2.4   2.7   3.4   2.2   3.1   2.6   2.6   2.7   2.0   1.7   1.3   1.4  28.1
22837 Ï  Í   10.7   7.1   6.4   3.9   3.5   3.8   3.8   5.0   6.3  12.7  15.5  13.6  92.2
22837 Ï  Î   18.7  14.7  14.6  11.0   9.6   9.4   9.4  11.0  13.4  19.3  21.8  21.5 174.3
22837 ß  Í    9.1  11.0  10.8  10.7  11.1   9.8  10.3   8.6   5.6   3.5   3.6   5.6  99.7
22837 ß  Î    2.9   3.2   4.0   3.2   4.2   3.4   3.6   2.9   2.6   1.6   2.2   1.8  35.6
23022 Ï  Í    4.1   3.1   2.9   4.2   9.4   7.5   5.7   9.5   9.8  11.3   9.1   6.1  82.8
23022 Ï  Î   11.4   9.2  11.6  11.9  18.2  14.5  12.3  18.4  19.6  20.4  16.9  14.5 178.7
23022 ß  Í   13.8  15.2  14.9  11.5   4.2   6.2   9.6   4.8   3.5   2.8   5.8   9.4 101.6
23022 ß  Î    5.5   4.9   4.5   3.4   1.5   2.6   3.2   2.1   1.5   1.9   2.5   3.4  37.1
23032 Ï  Í    4.7   3.1   3.3   3.5   8.9   8.8   5.9   9.0  10.7   9.1   7.2   4.6  78.8
23032 Ï  Î    8.7   7.5   9.5   9.0  17.7  14.5  10.6  16.8  18.3  17.1  13.0  10.4 153.1
23032 ß  Í   18.5  18.8  18.3  15.9   6.5   7.6  11.8   5.9   4.2   5.4  11.6  14.9 139.2
23032 ß  Î    6.3   6.0   6.3   5.2   2.0   2.9   3.9   2.4   1.5   2.2   4.1   5.2  48.0
23058 Ï  Í    2.5   1.6   1.7   2.6   7.2   8.0   4.1   6.6   8.2   8.1   6.5   3.9  61.1
23058 Ï  Î   10.0   8.0   8.3   8.2  16.9  14.9  12.3  15.8  16.6  15.9  13.4  10.9 151.2
23058 ß  Í   20.6  19.8  20.6  18.4   9.0   8.8  13.7   8.2   6.0   7.2  13.8  17.9 163.7
23058 ß  Î    6.8   7.1   7.8   7.0   2.7   3.3   3.9   2.8   2.3   2.5   5.2   6.8  58.3
23074 Ï  Í    2.4   1.6   1.9   2.8   4.5   6.5   4.9   6.1   9.5  10.4   4.7   3.1  58.5
23074 Ï  Î   14.9  13.4  13.2  11.3  16.2  16.7  13.3  18.0  20.3  20.5  15.4  15.8 188.9
23074 ß  Í   22.4  20.4  21.6  18.4  11.1   9.6  12.5   8.9   5.6   7.9  16.8  20.7 176.0
23074 ß  Î    5.5   6.2   6.5   5.5   3.2   2.8   3.9   2.7   1.9   3.3   4.9   5.8  52.1
23205 Ï  Í    7.1   5.1   6.0   5.2  10.1   9.2   7.9  12.4  10.2  12.6  11.6  11.3 108.7
23205 Ï  Î   15.6  13.0  15.7  14.1  18.6  17.4  15.7  21.0  19.4  19.7  18.3  18.7 207.2
23205 ß  Í    9.7  10.8  10.6   8.9   5.9   6.4   8.6   4.6   3.7   3.7   5.2   6.6  84.6
23205 ß  Î    2.9   3.7   2.8   2.4   1.5   2.1   2.6   1.8   1.6   1.5   2.2   2.4  27.5
23242 Ï  Í    3.1   2.2   2.9   2.9   7.4   6.5   4.8   7.8   8.0   8.5   5.0   3.3  62.4
23242 Ï  Î    8.3   6.5   8.2   9.0  16.3  14.6  11.9  16.2  16.1  16.2  11.4   9.2 143.8
23242 ß  Í   19.9  19.4  19.9  17.0   7.8   7.1  10.7   6.0   4.6   6.0  14.1  17.2 149.5
23242 ß  Î    5.6   5.5   5.3   5.6   2.0   2.7   3.4   2.3   2.0   1.9   4.4   5.3  45.8
23256 Ï  Í    2.4   2.2   2.8   2.9   8.2   8.6   6.0   7.9  10.9  11.0   7.2   4.4  74.4
23256 Ï  Î   13.2  10.6  11.3  10.3  17.4  16.4  13.0  16.8  19.1  18.8  15.4  14.4 176.6
23256 ß  Í   19.8  19.7  19.6  16.3   7.6   7.5  10.3   6.4   4.9   5.2  11.3  15.8 144.5
23256 ß  Î    5.7   5.3   5.3   5.5   2.2   2.2   3.4   2.4   1.9   2.1   3.6   4.7  44.3
23274 Ï  Í    2.8   2.5   2.8   3.1   5.1   5.5   3.7   5.2   9.0  11.2   6.2   4.0  60.9
23274 Ï  Î   17.6  14.2  13.8  11.8  15.0  15.4  12.4  16.3  18.1  21.7  17.6  17.6 191.5
23274 ß  Í   19.6  18.1  20.4  17.2  12.5  10.3  13.9   9.5   6.1   6.5  14.7  17.7 166.5
23274 ß  Î    3.9   4.6   5.3   4.6   3.1   2.5   3.3   2.6   2.2   2.7   4.2   4.0  43.0
23324 Ï  Í    4.4   2.7   3.5   2.7   6.2   6.9   5.3   8.3   7.9  11.0   8.3   7.1  74.5
23324 Ï  Î   13.9  11.7  13.2  12.5  16.6  15.7  13.8  18.3  19.0  21.9  17.4  17.0 191.1
23324 ß  Í   15.3  15.5  16.1  14.5   8.8   9.5  12.0   6.8   5.6   4.8   9.3  11.3 129.5
23324 ß  Î    4.1   4.2   3.6   4.0   2.5   3.3   3.9   2.5   2.6   1.8   3.4   3.4  39.3
23330 Ï  Í    2.3   1.3   1.3   1.3   2.5   2.1   1.9   2.6   4.2   3.5   2.5   2.5  28.0
23330 Ï  Î   18.1  14.8  16.1  14.7  17.0  15.8  14.9  18.8  19.7  20.2  18.2  19.6 207.9
23330 ß  Í   20.1  20.5  20.6  18.3  11.2   9.1  11.2   6.6   4.8   6.5  13.7  17.1 159.6
23330 ß  Î    3.0   2.8   2.4   2.7   2.0   2.7   2.2   1.7   1.3   1.4   2.0   2.3  26.4
23383 Ï  Í    2.4   1.8   2.6   4.0   5.2   6.7   6.2  10.0  12.3   9.8   3.2   2.4  66.6
23383 Ï  Î   13.7  12.1  13.0  13.6  15.6  15.2  13.8  18.7  20.8  21.9  15.3  15.5 189.2
23383 ß  Í   27.4  25.1  22.5  16.1  11.3   7.2   7.6   4.9   3.9   6.3  20.3  25.0 177.6
23383 ß  Î    4.9   4.5   4.9   4.3   2.8   3.3   3.0   2.3   2.5   2.4   4.5   4.4  43.8
23405 Ï  Í    6.9   5.4   5.7   4.3   5.8   4.8   4.6   7.6   9.2  14.6  13.6  10.9  93.4
23405 Ï  Î   16.4  13.0  14.9  13.3  15.0  14.1  13.3  18.6  18.7  22.7  20.4  19.7 200.1
23405 ß  Í    9.8  11.4  10.7  10.9   9.3  10.3  12.2   6.7   4.7   3.6   4.5   6.4 100.6
23405 ß  Î    3.2   4.2   3.5   3.0   2.3   2.9   3.2   2.0   1.8   1.8   2.3   2.3  32.3
23445 Ï  Í    2.5   1.6   1.7   2.2   6.4   7.1   5.3   7.8   8.9   9.3   5.5   2.9  61.1
23445 Ï  Î   13.6  10.3  12.1  11.8  17.9  16.7  13.8  18.3  19.4  20.1  15.7  14.5 184.1
23445 ß  Í   21.0  20.6  19.9  16.7   8.0   6.6   8.0   5.7   5.1   6.4  12.7  17.2 148.1
23445 ß  Î    3.9   4.5   4.3   4.3   2.0   2.3   2.6   1.9   1.8   1.7   2.8   3.4  35.4
23463 Ï  Í    1.9   1.7   2.4   2.8   6.0   6.9   6.3   7.7  10.5   9.9   4.5   4.0  64.5
23463 Ï  Î   12.8   9.9  10.7  10.0  14.6  13.4  11.8  14.8  17.6  19.9  14.7  13.7 163.9
23463 ß  Í   26.2  24.3  22.8  18.3  10.7   7.3   8.9   6.6   5.5   8.9  19.1  23.0 181.4
23463 ß  Î    5.6   6.2   6.8   5.8   3.5   3.6   4.0   3.1   2.4   2.6   5.2   5.3  54.0
23472 Ï  Í    4.4   3.6   3.2   3.8   5.9   6.7   6.4   8.8  12.1  13.9   7.9   6.5  83.2
23472 Ï  Î   23.0  19.1  19.8  16.9  20.6  19.8  18.0  21.7  22.7  25.4  22.1  23.4 252.6
23472 ß  Í   17.1  16.9  16.4  13.5   8.9   6.9   9.2   6.5   4.6   5.3  12.7  14.9 132.9
23472 ß  Î    3.5   2.9   3.1   2.8   1.9   1.8   2.1   1.6   1.4   1.5   2.8   3.2  28.7
23552 Ï  Í    2.7   1.6   2.2   2.6   6.1   5.9   4.6   6.3   8.8  11.3   6.0   3.9  62.1
23552 Ï  Î   14.8  11.6  12.0  11.7  17.5  16.0  13.8  16.9  18.8  21.1  16.1  15.6 185.9
23552 ß  Í   19.2  19.2  18.6  15.5   8.2   7.2   9.2   5.9   5.3   5.4  12.3  16.4 142.4
23552 ß  Î    4.2   4.0   3.9   4.5   2.1   2.2   2.6   2.1   2.1   1.6   3.5   3.6  36.5
23631 Ï  Í    1.8   1.7   1.9   1.9   2.0   3.0   2.9   3.2   3.9   4.9   3.4   1.9  32.6
23631 Ï  Î   14.8  12.7  14.2  13.4  14.9  14.1  12.6  15.7  16.9  17.5  16.3  16.2 179.4
23631 ß  Í   21.3  20.9  19.9  17.0  14.2  15.0  17.2  12.5  10.0  10.2  14.0  17.6 190.0
23631 ß  Î    2.0   2.7   3.2   2.5   2.1   2.7   2.8   2.3   1.5   1.4   3.0   2.5  28.5
23662 Ï  Í    2.0   1.8   2.2   3.1   5.3   6.0   4.9   7.0  10.0  11.0   5.4   3.6  62.2
23662 Ï  Î   12.8  10.5  10.2  10.6  15.2  13.7  11.9  15.0  17.3  20.0  15.8  14.2 167.2
23662 ß  Í   20.3  20.4  19.8  14.8   8.8   6.4   8.8   5.7   4.9   5.6  13.5  18.8 147.7
23662 ß  Î    5.0   5.1   5.1   4.9   2.6   2.9   3.0   2.7   2.3   1.8   4.1   4.0  43.7
23678 Ï  Í    2.7   2.6   2.2   3.0   5.9   5.6   4.3   7.9  12.0  12.7   5.3   3.4  67.7
23678 Ï  Î   14.3  11.7  11.4  10.9  14.5  12.5  11.5  14.1  18.0  21.0  15.8  15.6 171.4
23678 ß  Í   25.1  22.7  20.5  14.5   9.9   8.0   9.6   6.7   5.2   5.8  16.4  22.2 166.7
23678 ß  Î    5.6   4.8   6.2   5.0   2.6   2.9   4.2   3.4   2.4   2.0   4.3   5.2  48.5
23711 Ï  Í    5.2   3.6   3.5   3.3   4.2   3.4   3.1   5.1   7.0  13.2  12.1   8.5  72.3
23711 Ï  Î   19.2  14.5  16.1  13.1  12.7  11.7  11.2  14.9  17.4  23.1  21.9  20.5 196.4
23711 ß  Í   13.9  15.2  13.2  12.9  10.8  10.4  11.7   8.3   6.1   4.3   6.7   9.7 123.1
23711 ß  Î    2.7   3.1   2.8   2.8   2.6   2.7   2.6   2.4   2.0   1.7   2.1   2.6  30.0
23724 Ï  Í    1.8   1.3   1.8   2.9   2.7   3.0   2.2   3.0   3.7   3.6   2.9   1.9  30.8
23724 Ï  Î    9.8   7.7  11.5  11.3  11.3  10.1   9.0  11.2  13.6  13.8  12.5  11.7 133.5
23724 ß  Í   24.4  23.5  20.8  14.8  12.1  11.8  13.3  10.0   8.6  11.9  16.8  21.5 189.5
23724 ß  Î    3.7   4.5   3.5   3.1   2.6   2.6   3.5   2.2   1.7   2.4   3.3   3.8  36.8
23734 Ï  Í    1.7   2.2   1.8   2.0   2.4   2.5   2.7   3.4   4.2   4.7   3.9   2.6  34.2
23734 Ï  Î   15.8  12.6  14.6  13.9  15.9  14.7  14.3  17.0  17.1  17.8  17.0  16.4 187.1
23734 ß  Í   23.5  23.0  20.7  16.0  11.0  10.2  12.6   8.7   8.0   9.2  14.7  20.0 177.6
23734 ß  Î    2.9   2.8   3.1   2.4   1.6   2.0   2.4   1.7   2.3   1.4   2.4   2.9  27.7
23867 Ï  Í    3.0   1.2   1.4   2.1   3.1   3.2   2.3   3.0   4.5   6.6   5.0   2.7  38.1
23867 Ï  Î   15.0  12.1  12.7  12.2  15.3  13.0  11.9  15.1  17.9  21.5  17.0  17.3 180.9
23867 ß  Í   23.0  22.5  21.1  17.2  11.8  10.1  11.7   9.4   8.1   7.7  13.8  19.4 175.9
23867 ß  Î    3.9   4.2   4.2   3.8   2.1   2.4   2.5   2.5   2.1   1.8   2.5   3.2  35.2
23884 Ï  Í    1.7   1.7   2.1   2.5   4.5   4.0   3.4   6.4   9.5  10.8   4.9   2.4  53.9
23884 Ï  Î   17.4  13.5  13.4  12.3  15.6  12.7  11.3  13.7  18.8  22.6  19.8  18.8 190.1
23884 ß  Í   21.5  20.4  18.3  12.4   7.3   6.8   9.0   6.5   4.5   4.4  11.8  18.7 141.6
23884 ß  Î    3.9   4.1   4.3   3.1   2.1   2.6   2.7   3.2   2.3   2.3   3.1   3.7  37.4
23891 Ï  Í    1.9   1.6   1.7   2.5   4.9   4.6   3.7   7.3   9.9  11.6   4.1   1.9  55.7
23891 Ï  Î   13.6  10.7  12.8  12.3  14.6  12.0  10.6  13.9  16.4  20.5  16.3  14.9 168.5
23891 ß  Í   25.8  23.2  18.8  11.0   6.2   5.1   7.4   5.7   4.1   5.2  15.5  22.9 150.9
23891 ß  Î    5.0   5.2   4.3   3.4   1.8   2.4   2.5   2.3   2.0   2.0   3.4   4.0  38.1
23914 Ï  Í    4.5   3.5   3.2   2.4   2.3   2.3   2.8   3.5   4.9   9.4   9.5   6.9  55.4
23914 Ï  Î   17.8  13.0  13.8  10.0  10.0   9.7   8.9  10.6  15.0  20.6  20.3  20.4 170.2
23914 ß  Í   16.5  17.0  16.0  13.1  11.4   9.2  10.8   8.1   7.3   5.1   8.7  12.7 135.8
23914 ß  Î    3.0   4.0   4.2   4.2   3.3   2.3   2.8   2.2   1.8   1.9   2.3   3.0  34.9
23921 Ï  Í    1.6   2.0   2.3   3.9   3.8   3.8   3.7   5.0   6.3   5.4   4.0   2.2  44.1
23921 Ï  Î   15.8  13.3  15.9  15.5  16.3  15.9  15.6  16.7  17.6  18.3  17.4  16.2 194.4
23921 ß  Í   21.9  21.1  17.1  11.3   8.1   7.6   8.7   6.8   5.6   6.8  12.5  17.8 145.4
