23058  0.37  0.49  0.61  1.49  3.23  4.41  1.33  2.38  3.05  3.25  0.86  0.60  5.60  15.14  20.74
23074  0.85  0.73  0.12  0.32  0.95  1.10  0.21  0.82  0.77  0.77  0.31  0.58  3.29   4.05   7.34
23205  0.87  0.57  0.81  1.04  1.19  0.66  1.06  1.28  1.43  1.43  1.26  0.67  5.55   6.66  12.21
23242  0.77  0.30  0.72  1.11  2.55  4.30  2.11  1.98  2.27  2.82  1.02  0.78  6.21  14.13  20.34
23256  0.57  0.61  0.84  1.74  2.74  2.83  0.54  1.41  2.44  3.36  1.40  0.93  7.48  11.65  19.13
23274  3.45  3.04  0.77  0.49  0.53  0.60  0.28  1.38  1.36  0.59  1.02  2.07 10.83   4.64  15.47
23324  0.70  0.48  0.80  0.84  1.13  0.52  0.83  2.43  1.80  1.47  1.40  0.60  5.35   7.54  12.89
23330  0.87  0.76  0.95  0.97  0.87  0.71  0.79  1.63  1.73  2.81  1.35  1.03  7.50   6.66  14.16
23383  0.06   .    0.07  0.04  0.15  0.85  1.43  1.41  0.98  0.29   .     .    0.40   4.79   5.19
23405  1.28  0.57  0.57  0.77  0.89  0.51  0.83  1.85  2.51  2.26  1.43  1.13  7.15   7.36  14.51
23445  0.17  0.09  0.44  0.57  1.13  0.61  0.39  1.24  1.11  1.30  0.62  0.42  2.96   5.00   7.96
23463   .     .    0.11  0.09  0.36  0.47  1.45  3.02  1.56  0.36  0.10  0.05  0.59   6.91   7.50
23472  0.36  0.38  0.11  0.13  1.11  0.66  0.34  1.83  1.57  1.13  0.28  0.43  2.66   5.64   8.30
23552  0.09  0.22  0.16  0.15  0.41  0.09  0.09  0.80  0.58  0.55  0.22  0.11  1.30   2.11   3.41
23631  1.35  1.34  0.54  0.64  0.60  0.28  0.43  1.40  1.61  2.31  1.22  1.00  7.57   4.91  12.49
23662  0.04  0.11  0.14  0.09  0.41  0.41  0.82  1.64  1.57  0.93  0.11  0.09  1.35   4.76   6.11
23678  0.24  0.07  0.02  0.24  0.54  0.44  0.66  1.20  1.22  0.50  0.08  0.18  1.07   4.29   5.37
23711  0.64  0.36  0.26  1.00  0.79  0.45  0.72  1.38  1.96  2.13  0.78  0.59  4.66   6.30  10.96
23724  0.09  0.12  0.10  0.93  0.81  0.72  1.42  1.98  1.88  0.76  0.30  0.09  1.41   7.57   8.98
23734  0.96  0.43  0.51  1.11  0.78  0.41  0.43  1.93  2.73  3.93  1.71  1.16  8.43   7.35  15.78
23867  0.30  0.24  0.18  0.24  0.57  0.36  1.64  2.71  2.18  0.75  0.20  0.11  1.74   7.46   9.20
23884  0.28  0.34  0.04  0.13  0.45  1.02  1.77  4.13  2.57  0.26  0.20  0.22  1.32  10.06  11.38
23891  2.77  0.68  0.30  0.72  1.43  4.04  8.38 15.11 10.26  2.50  0.57  3.43 10.11  39.94  50.04
23914  0.41  0.51  0.93  2.59  1.46  1.07  1.17  2.32  3.88  3.98  1.48  0.80  7.95  12.49  20.44
23921  1.26  1.09  0.47  1.09  0.66  0.66  1.28  1.87  2.57  2.07  0.87  1.11  6.77   8.13  14.89
23933  0.72  0.38  0.54  0.70  0.66  0.30  0.22  1.34  1.50  2.11  0.96  0.78  5.36   4.68  10.04
23955  0.68  0.62  0.36  0.34  0.43  0.21  0.43  1.28  1.09  0.98  0.37  0.39  3.36   3.77   7.13
23966  0.02  0.02  0.02  0.04  0.15  0.43  1.30  1.09  1.00  0.30  0.07  0.07  0.49   3.98   4.47
23986  1.00  0.43  0.04  0.23  0.83  1.36  1.74  2.81  2.57  0.91  0.36  1.02  3.70   9.55  13.26
24125   .    0.11  0.03  0.11  0.17  0.36  0.47  1.65  1.63  0.57  0.06  0.17  0.89   4.14   5.03
24136  0.03  0.08   .    0.14  0.11  0.17  0.78  3.60  2.11  0.37  0.06  0.03  0.54   6.57   7.11
24143  0.22  0.17  0.06  0.19  0.17  0.20  0.11  1.53  1.80  0.97  0.03  0.06  1.43   3.76   5.19
24266  0.86  0.39  0.22  0.17  0.11  0.22  0.53  3.97  3.77  0.74  0.12  0.46  2.70   8.32  11.03
24329   .     .     .    0.03  0.14  0.53  1.11  3.91  0.86  0.09  0.03   .    0.11   6.27   6.38
24343  0.65  0.44  0.08  0.51  0.72  0.39  0.64  1.80  2.00  1.74  0.38  0.51  3.65   5.78   9.43
24382  6.76  3.89  1.03   .    0.14  0.08  0.25  1.26  1.34  0.63  1.91  6.37 19.92   2.92  22.84
24507 12.53  8.87  1.28  0.15  0.40  1.72  3.62  8.57  5.38  0.96  2.80  9.89 36.04  19.85  55.89
24606  0.91  0.57  0.09  0.13  0.21  1.04  2.40  5.51  2.13  0.26  0.39  0.82  2.96  11.43  14.38
24641  1.43  0.85  0.04   .    0.11   .    0.09  0.63  0.37  0.17  0.63  1.02  4.11   1.17   5.28
24661  0.66  0.28  0.06  0.04  0.06  0.09  0.34  0.46  0.54  0.20  0.58  0.93  2.66   1.51   4.17
24671  0.57  0.22  0.02  0.09  0.48  1.23  2.26  5.04  2.56  0.24  0.23  0.39  1.64  11.32  12.96
24688  0.72  0.11   .    0.13  0.43  0.57  1.48  2.20  1.50  0.46  0.17  0.98  2.40   6.15   8.55
24713  0.70  0.43  0.04  0.13  0.30  1.64  4.63  8.15  4.22  0.39  0.17  0.59  2.30  18.70  21.00
24738  6.15  3.70  0.89  0.15  0.15  0.49  0.77  2.57  1.30  0.22  1.28  4.74 16.85   5.34  22.19
24790  8.53  4.30  0.55  0.04  0.13  0.45  1.11  3.00  1.61  0.22  2.47  9.74 25.49   6.30  31.79
24817  5.40  3.62  0.43  0.13  0.21  0.70  1.83  3.54  1.74  0.35  0.96  4.22 14.85   8.00  22.85
24908  2.64  1.13  0.04  0.17  0.49  1.91  3.79  6.30  3.06  0.28  0.50  2.11  6.64  15.72  22.36
24959 16.64 10.13  0.77  0.11  0.13  0.09  0.28  0.59  1.15  0.78  4.04 15.17 47.11   2.30  49.40
24966  1.45  0.43  0.04  0.34  0.32  0.81  1.53  3.15  2.65  0.67  0.41  1.67  4.62   8.68  13.30
24967  0.04   .     .    0.13  0.60  2.51  4.50  6.75  2.82  0.36  0.05   .    0.43  16.63  17.07
25062  0.77  0.59  0.60  1.60  6.59 13.21 18.73 17.66  9.22  1.66  1.19  0.63  4.97  60.94  65.92
25138  0.14  0.03   .    0.06  0.03  0.14  0.54  2.69  1.69  0.26  0.21  0.06  0.65   4.86   5.51
25173  1.57  1.30  1.70  2.38  7.72 12.73 15.00 14.58  7.21  1.21  1.54  1.31  8.05  52.81  60.86
25206  1.94  2.11  0.75  0.08  0.26  0.22  0.28  2.03  2.17  0.97  0.24  2.26  8.00   4.78  12.78
25248  0.76  1.00  0.03  0.11  0.03  0.06  0.33  1.30  1.00  0.67  1.21  1.85  4.95   2.51   7.46
25282  0.54  0.72  0.59  1.31  5.06  9.42 12.21 12.88  6.55  1.09  0.97  0.55  4.05  43.05  47.11
25325  0.05   .     .    0.03  0.03  0.06  0.66  1.20  1.12  0.18  0.09   .    0.30   2.89   3.19
25356  0.24  0.36  0.22  0.31  0.74  0.15  0.51  1.74  0.68  0.56  0.33  0.26  1.86   3.86   5.73
25378  0.72  0.33  0.14  0.44  2.54  6.03  3.91  2.34  1.29  0.43  0.50  0.34  2.42  16.11  18.53
25399  0.94  0.81  1.00  1.53  5.09  8.97 10.63  9.03  5.91  0.97  0.82  0.51  4.97  39.81  44.78
25400  1.30  0.57  0.30  0.09  0.09  0.06  0.30  1.28  1.80  1.22  0.69  1.61  5.60   3.55   9.15
25428  0.53  0.47  0.07  0.04  0.09  0.34  0.82  1.77  1.23  0.32  0.67  0.82  2.82   4.20   7.02
25503  0.02   .    0.02  0.02  0.15  0.70  1.43  3.83  1.93  0.63  0.02   .    0.68   7.89   8.57
25538  0.05  0.08   .     .    0.03  0.27  0.44  1.05  0.55  0.13  0.10   .    0.32   2.16   2.48
25551  4.00  3.49  1.09  0.94  1.15  1.04  1.80  3.30  2.20  1.48  1.22  3.48 14.62  10.23  24.85
25563  1.04  0.81  0.83  1.43  4.72  5.20  1.89  1.85  1.39  1.48  1.15  0.74  5.98  16.15  22.13
25594  0.24  0.28  0.38  0.43  2.43  5.07  5.50  3.49  1.02  0.40  0.21  0.22  1.66  16.94  18.60
25677  1.86  1.17  1.25  1.08  4.54  7.66  8.83  5.83  1.71  1.09  1.27  1.03  7.44  28.86  36.31
25705  0.02  0.06   .    0.02  0.04  0.38  1.06  3.64  2.98  1.96  0.13  0.15  2.28   8.06  10.34
25745  0.40  0.19  0.02  0.19  0.81  0.85  1.00  1.93  1.17  0.63  0.31  0.36  1.84   5.61   7.45
25927  0.12  0.18  0.63  2.38  5.73  6.82  2.81  2.27  1.55  0.38  0.25  0.29  1.73  20.93  22.67
25932  0.07  0.02  0.12  0.30  3.91  7.43  9.82  7.57  2.11  0.07  0.02   .    0.28  29.85  30.13
25954  0.11  0.05  0.11  0.36  1.91  1.49  1.35  0.86  0.45  0.09  0.12  0.05  0.52   6.27   6.80
25956  0.07   .    0.07  0.49  3.14  3.70  4.60  3.55  1.72  0.33  0.25  0.10  0.77  16.70  17.48
26063  0.98  1.19  1.60  1.11  0.51  0.15  0.15  0.57  0.96  1.07  1.09  1.00  6.85   3.40  10.26
26157  2.28  2.23  2.77  1.81  0.98  0.30  0.45  1.04  1.13  2.26  2.52  2.82 14.66   5.66  20.32
26275  1.07  1.18  1.59  1.41  0.70  0.93  1.34  2.84  2.84  2.28  2.07  1.44  9.31   9.71  19.02
26359  1.96  1.94  2.47  1.49  1.26  1.38  2.43  3.52  2.98  3.78  3.57  2.82 16.26  12.91  29.17
26781  3.91  3.62  4.17  2.91  0.96  1.34  1.94  3.13  4.21  5.54  7.57  5.52 29.94  14.49  44.43
26997  4.48  3.96  4.76  2.20  0.50  0.85  1.02  1.22  2.15  4.74  6.93  5.45 29.78   7.93  37.72
27037  1.38  1.11  1.23  1.74  0.74  1.02  2.13  3.36  3.55  2.61  1.72  0.93  8.87  12.55  21.43
27051  1.02  1.00  0.93  1.36  0.47  0.78  1.48  2.32  3.00  2.51  1.53  0.79  7.58   9.18  16.76
27333  1.65  1.70  1.93  2.28  0.62  0.63  0.78  2.17  2.83  3.20  3.58  1.80 13.67   9.30  22.98
27459  2.20  2.07  1.98  2.02  0.58  0.70  0.65  1.35  2.73  3.84  4.56  2.82 17.22   7.91  25.13
27595  0.70  0.83  1.30  1.21  0.11  0.09  0.23  0.35  0.61  1.38  2.62  1.07  7.62   2.57  10.19
27612  0.43  0.32  0.68  0.89  0.17  0.22  0.38  0.57  0.98  0.93  0.93  0.76  4.00   3.21   7.21
27648  1.61  1.54  2.61  1.96  0.60  0.76  1.15  1.52  2.51  3.27  4.31  2.53 15.65   8.39  24.04
27675  1.11  1.24  1.49  1.23  0.43  0.58  0.78  1.13  1.77  1.70  2.53  1.52  9.42   5.84  15.27
27707  3.77  3.39  4.09  3.45  0.84  1.30  1.45  2.09  3.02  4.07  6.88  5.40 26.47  11.89  38.36
27823  3.22  3.17  4.85  2.84  0.56  0.57  0.87  1.02  2.05  3.73  6.73  4.80 26.17   7.74  33.91
27857  1.48  1.40  2.32  1.66  0.55  0.30  0.66  1.17  1.38  2.28  3.11  1.89 12.23   5.72  17.96
27995  1.26  1.65  2.83  1.26  0.24  0.11  0.35  0.28  0.93  1.76  2.73  1.85 12.02   3.17  15.20
28009  0.64  0.49  0.76  1.82  1.09  1.73  2.69  3.56  3.00  2.27  1.16  0.73  5.93  13.87  19.80
28064   .    0.26  0.13  0.57  0.19  0.15  0.37  0.98  1.30  0.76  0.35  0.24  1.68   3.53   5.21
28138  0.74  0.45  0.89  3.02  1.62  1.49  2.04  2.94  4.09  5.57  4.17  1.57 13.15  15.19  28.34
28224  0.38  0.60  0.49  0.36  0.30  0.72  0.70  0.94  1.00  0.96  0.39  0.28  3.06   4.02   7.09
28255  0.41  0.50  0.54  0.57  0.28  0.57  0.78  1.54  1.52  1.13  0.84  0.71  4.09   5.26   9.35
28275  0.57  0.53  0.57  0.60  0.34  0.40  0.72  2.04  1.30  1.11  0.63  0.46  3.79   5.36   9.15
28418  0.82  0.73  1.58  1.80  0.34  0.53  0.58  0.51  1.56  2.77  2.98  1.75 10.40   5.27  15.67
28434  0.64  0.79  1.49  0.94  0.51  0.81  1.91  2.81  2.62  1.26  0.63  0.65  5.40   9.60  15.00
28493  0.91  1.02  0.74  0.60  0.19  0.32  1.11  2.40  1.91  1.53  0.83  0.96  5.87   6.49  12.36
28552  0.57  0.39  0.76  0.54  0.24  0.39  1.30  1.61  1.15  0.73  0.44  0.69  3.54   5.24   8.78
28573  0.76  0.80  1.02  1.07  0.70  1.15  2.04  2.85  1.98  1.39  1.02  0.69  5.57   9.70  15.26
28666  1.07  0.70  1.76  1.52  0.22  0.43  0.54  1.15  0.83  1.24  2.11  1.33  8.11   4.70  12.80
28698  1.62  0.62  1.89  0.70  0.13  0.30  1.17  1.21  1.63  1.47  1.54  1.15  8.13   5.11  13.23
28704  1.02  1.15  2.64  1.57  0.62  1.11  1.74  1.87  3.09  2.46  2.16  1.11 10.36   9.98  20.34
28722  1.17  0.81  0.96  0.81  0.15  0.30  0.45  0.60  0.89  1.07  1.20  1.15  6.28   3.19   9.47
28748  2.37  1.13  1.93  1.04  0.26  0.22  0.20  0.26  0.52  0.73  1.33  2.04  9.46   2.50  11.96
29111  0.49  0.38  0.21  0.19  0.34  0.68  1.34  2.36  1.66  0.85  0.17  0.43  2.51   6.57   9.09
29231  1.23  0.70  0.51  0.40  0.49  0.36  0.89  2.02  1.70  1.04  0.41  0.80  4.66   5.87  10.53
29263  4.04  3.23  0.62  0.21  0.36  0.47  1.51  3.55  3.19  0.74  0.91  2.67 12.13   9.30  21.43
29282  5.15  3.11  0.57  0.34  0.74  0.87  1.64  4.13  4.13  1.28  0.35  3.00 13.36  11.85  25.21
29313  0.23  0.14  0.20  0.18  0.59  0.82  1.59  1.93  1.59  0.79  0.18  0.23  1.71   6.56   8.27
29328  0.53  0.70  0.23  0.15  0.23  0.40  1.02  1.53  1.04  0.50  0.30  0.50  2.74   4.38   7.13
29379  1.12  0.36  0.20  0.04  0.32  0.76  1.52  2.04  1.00  0.25  0.25  0.25  2.40   5.68   8.08
29570  0.96  0.30  0.17  0.11  0.36  0.21  0.64  1.49  1.74  0.96  0.43  0.43  3.21   4.55   7.77
29594  1.96  1.09  0.32  0.06  0.09  0.74  2.11  2.00  1.48  0.52  0.41  0.91  5.13   6.36  11.49
29612  1.43  1.17  1.66  1.02  0.34  0.47  1.17  2.47  1.62  1.43  1.63  1.28  8.51   7.09  15.60
29645  1.51  1.53  1.30  0.51  0.45  0.89  2.70  5.04  3.98  1.24  0.89  1.50  7.89  13.57  21.47
29752  0.08  0.13  0.45  1.75  3.29  2.68  2.93  4.17  3.54  1.95  0.71  0.08  3.27  18.32  21.59
29789  0.02  0.02   .    0.07  0.43  1.60  3.57  5.11  2.15  0.22  0.02  0.02  0.30  12.68  12.98
29866  3.09  2.32  1.43  0.26  0.19  0.34  0.34  1.23  2.68  2.93  2.57  2.91 15.06   5.04  20.11
29939  1.33  1.02  1.82  1.11  0.72  0.65  1.53  2.09  1.80  1.16  1.29  1.29  7.76   7.78  15.54
30054  5.04  2.57  0.40  0.53  1.45  2.66  4.21  7.54  5.83  1.13  1.59  3.93 14.53  21.94  36.47
30089  0.02  0.02  0.04  0.21  1.34  4.70  7.38 12.11  7.29  1.11  0.09  0.02  1.26  32.47  33.72
30230  5.34  3.11  1.32  0.60  1.68  3.94  6.85 12.48  8.54  2.37  1.70  3.98 17.64  33.49  51.13
30252  8.51  4.70  0.38  0.21  0.53  1.38  1.85  3.59  2.39  0.72  0.93  6.46 21.53   9.79  31.32
30309  1.62  1.55  1.21  0.28  0.89  1.02  1.35  2.17  2.91  1.15  0.76  1.17  7.40   8.49  15.89
30372 10.32  6.15  0.64  0.11  0.65  1.48  3.15  5.24  2.02  0.57  0.67  6.41 24.60  12.38  36.98
30385  0.55   .    0.04  0.02  0.60  2.40  5.09  8.85  4.54  0.48  0.02  0.57  1.64  21.40  23.04
30393  0.64  0.43  0.11  0.19  0.85  1.64  2.70  3.35  2.17  0.91  0.22  0.41  2.68  10.79  13.47
30433   .    0.11  0.17  0.43  0.78  1.74  1.85  0.93  0.35  0.24  0.07   .    0.57   5.96   6.53
30521  3.13  1.15  0.17  0.17  1.30  3.96  8.17 12.43  8.80  1.85  0.52  1.89  8.62  34.21  42.83
30554  4.81  2.26  0.21  0.15  0.41  2.48  6.13  8.87  3.36  0.39  0.37  3.04 11.00  20.87  31.87
30612  0.87  0.83  0.91  0.37  0.74  1.57  2.36  4.98  4.40  2.37  2.17  0.91  7.91  13.96  21.87
30636  0.70  0.19  0.11  0.06  0.02  0.07  0.24  0.46  0.54  0.37  0.43  0.43  2.21   1.36   3.57
30650  1.64  0.49  0.17  0.21  0.70  3.35  7.46 10.41  4.09  0.65  0.72  0.89  4.51  25.66  30.17
30673  4.89  2.04  0.26  0.21  0.74  4.11  7.98 12.22  4.78  0.28  0.39  3.02 10.81  29.40  40.21
30710  4.07  1.51  0.13  0.17  0.53  1.28  3.67  5.89  4.59  2.33  3.91  6.48 18.06  15.83  33.89
30758  3.36  1.06  0.09  0.19  0.20  0.63  1.67  3.43  1.83  0.35  0.33  1.33  6.47   7.79  14.26
30777  1.45  0.45  0.09  0.11  1.11  4.07  7.11 11.35  6.57  0.61  0.13  0.87  3.55  29.66  33.21
30844  1.74  0.53  0.09  0.15  0.52  2.74  6.96 10.61  5.93  0.83  0.13  0.35  3.64  26.34  29.98
30879  1.02  0.30  0.21  0.06  0.15  0.78  2.41  3.70  1.52  0.37  0.28  0.41  2.57   8.45  11.02
30925  0.11  0.02  0.06  0.04   .    0.09  0.11  0.37  0.28  0.50  0.11  0.02  0.81   0.87   1.68
30935  2.15  0.91  0.13  0.15  0.47  2.09  5.98 11.11  8.39  1.30  0.96  0.48  5.87  27.57  33.45
30949  0.11  0.06  0.06  0.13  0.24  0.52  2.09  4.24  1.70  0.13  0.07  0.17  0.60   8.72   9.32
30965  0.53  0.36  0.11  0.11  0.04  0.07  0.11  0.26  0.30  0.02  0.20  0.28  1.49   0.87   2.36
31004  0.51  0.17   .    0.17  0.45  1.17  1.51  2.26  1.69  0.44  0.09  0.43  1.62   7.13   8.74
31088  0.02  0.02  0.49  2.49  5.72  7.26  5.57  4.43  1.98  0.42  0.04   .    0.98  27.28  28.26
31137  0.30  0.09  0.06  0.09  0.19  1.26  4.20  4.47  1.54  0.30   .    0.21  0.94  11.40  12.34
31168   .     .    0.32  3.23  7.70 10.43 11.49  5.98  1.72  0.07  0.02   .    0.40  40.51  40.91
31174  0.02  0.04  0.34  1.74  3.81  6.72  8.98  4.83  1.42  0.09  0.04   .    0.53  27.34  27.87
31253  0.79  0.26  0.09  0.26  0.89  1.48  1.96  3.43  2.46  0.63  0.28  1.20  3.19  10.36  13.55
31329  0.06  0.04  0.09  0.87  2.89  7.62 11.06 15.00 11.78  2.35  0.11  0.02  2.62  48.98  51.60
31369  0.15  0.13  0.57  1.98  3.22  1.00  1.33  2.02  2.96  1.73  0.66  0.16  3.26  11.98  15.23
31416  5.47  1.70  0.19  0.36  0.70  1.79  2.89  4.94  5.35  1.48  0.54  2.80 12.09  15.91  28.00
31439  0.06  0.04   .    0.30  0.43  0.83  1.02  2.24  3.91  1.78  0.37  0.02  2.23   8.60  10.83
31478  0.19  0.02   .    0.02  0.36  0.91  1.81  2.81  2.00  0.33  0.04  0.20  0.77   7.87   8.64
31707  0.09  0.02  0.19  0.55  0.89  1.98  2.83  3.96  3.46  1.15  0.30  0.09  1.81  13.60  15.40
31770  0.02  0.09  0.47  3.62  6.40  9.02 10.87  5.70  1.04  0.49  0.09  0.02  1.15  36.62  37.77
31829   .    0.19  1.21  7.88 12.63 15.98 16.58  9.49  1.72  0.48  0.24  0.02  2.12  64.28  66.40
31960  0.44  1.11  3.39  6.77  9.82 14.55 14.11  8.43  2.23  2.12  1.91  1.07  9.91  55.91  65.82
31961  0.30  0.27  0.61  1.18  1.48  1.56  1.81  2.49  3.02  1.43  1.10  0.50  4.07  11.34  15.41
31989  0.12  0.73  2.61  7.27 11.36 15.74 14.86  9.43  2.19  2.43  1.36  0.31  7.36  58.98  66.34
32027  0.40  0.60  1.76  5.04  7.98  3.80  2.64  1.64  0.71  0.95  0.61  0.45  4.73  21.82  26.56
32061  0.02   .    0.09  1.09  2.13  2.78  2.04  0.98  0.07  0.14  0.09   .    0.33   9.09   9.42
32076  0.02  0.11  0.62  2.91  7.67 10.58 12.58  8.60  3.11  1.02  0.16  0.09  2.00  45.38  47.38
32098  0.40  0.33  1.98  4.98  8.13 10.93 11.56  9.24  4.96  2.57  1.02  0.43  6.64  49.80  56.44
32099  0.44  0.60  2.51  6.78 15.91 21.33 24.39 20.95  9.75  3.64  0.79  0.50  8.33  97.89 106.22
32150  0.41  0.60  1.23  3.03  4.23  6.60  6.63  6.11  5.06  2.76  0.91  0.59  6.37  31.66  38.03
32165  0.25  0.80  1.84  5.36  8.44 10.98 11.20  9.60  4.07  1.20  0.48  0.41  4.93  49.64  54.58
32213  0.12  0.17  0.46  3.40  7.44 11.29 13.14 12.09  5.88  2.48  1.10  0.11  4.26  52.12  56.37
32252  0.32  0.39  0.48  1.69  6.24  9.53 12.36  8.40  3.27  0.58  0.81  0.16  2.47  40.28  42.75
32287  0.16  0.16  0.53  1.14  2.91  5.56  6.21  4.79  3.79  0.60  0.40  0.17  2.00  24.30  26.30
32389  4.40  3.12  0.91  0.09  0.09  0.09  0.88  2.19  3.43  1.14  1.83  4.14 15.37   6.70  22.07
32477  0.86  1.00  1.67  2.67  7.51 10.56 11.51  9.63  6.17  1.55  1.05  0.81  6.81  47.91  54.72
32509  0.20  0.25  0.31  1.76  4.85  6.76  9.10  5.77  1.52  0.65  0.20  0.17  1.65  29.09  30.74
32562  1.67  1.81  2.37  3.86 10.86 14.93 17.72 16.28  9.48  3.29  2.12  1.76 12.86  72.91  85.77
32618  0.17  0.25  0.64  1.75  5.89 12.89 15.36 10.31  3.43  0.83  0.54  0.51  2.89  49.53  52.42
34110  4.13  4.06  4.60  2.32  0.36  0.43  0.43  0.57  1.00  3.13  6.57  6.60 28.32   5.11  33.43
34123  1.89  2.39  3.13  1.72  0.33  0.24  0.30  0.46  1.33  2.17  4.28  3.35 17.22   4.37  21.59
34152  4.30  3.83  4.30  1.46  0.33  0.37  0.28  0.76  0.96  2.74  6.55  6.02 27.46   4.15  31.61
34163  2.37  2.87  4.20  1.96  0.24  0.39  0.59  0.57  1.04  2.22  5.24  3.76 20.65   4.78  25.43
34186  6.37  5.11  7.33  2.00  0.33  0.35  0.28  0.30  0.87  2.63  8.69  8.50 38.43   4.13  42.57
34579  4.26  3.13  2.91  0.53  0.11  0.02  0.02  0.06  0.30  1.41  4.09  5.50 21.06   1.04  22.11
34720  5.51  4.76  4.02  1.36  0.19  0.02   .    0.02  0.54  2.70  5.57  6.98 29.11   2.13  31.23
34740  3.72  3.26  2.45  0.85  0.40  0.11  0.15  0.28  0.53  1.70  3.87  5.35 20.11   2.32  22.43
34866  4.81  4.34  3.26  0.91  0.17  0.04   .    0.11  0.83  2.65  4.30  6.46 25.53   2.04  27.57
34880  3.83  3.40  2.60  0.94  0.43  0.15  0.06  0.38  1.85  3.22  3.98  5.65 22.40   3.81  26.21
34927  2.23  1.39  1.04  0.64  0.74  0.13  0.21  0.24  1.13  2.65  3.41  3.52 14.02   3.06  17.09
34949  5.83  4.09  5.00  2.04  0.81  0.43  0.21  0.23  0.91  3.91  6.24  6.15 30.87   4.64  35.51
