20292 55 26.08 16.09 27.06 28.06
20292 60 28.08 17.09 27.06 27.06
20292 65  4.09 20.09 25.06 27.06
20292 70  4.09 20.09 25.06 27.06
20292 75  5.09 21.09 24.06 25.06
20292 80  5.09 21.09 23.06 25.06
20292 85  8.09 25.09 18.06 23.06
20292 90  9.09 29.09 16.06 17.06
20292 95 11.09  4.10 16.06 16.06
20476  5 19.07  8.09  3.07  3.07
20476 10 21.07  9.09  2.07  3.07
20476 15 29.07 11.09 24.06  2.07
20476 20 31.07 18.09 23.06 28.06
20476 25  1.08 18.09 19.06 28.06
20476 30 20.08 20.09 18.06 24.06
20476 35 27.08 20.09 18.06 24.06
20476 40  3.09 22.09 17.06 18.06
20476 45  3.09 23.09 17.06 18.06
20476 50  7.09 25.09 16.06 17.06
20476 55 10.09 26.09 15.06 17.06
20476 60 15.09 28.09 14.06 17.06
20476 65 16.09 30.09 11.06 16.06
20476 70 18.09 30.09  9.06 16.06
20476 75 19.09  1.10  9.06 15.06
20476 80 19.09  2.10  9.06 14.06
20476 85 22.09  6.10  5.06 11.06
20476 90 26.09 16.10  1.06  6.06
20476 95  4.10 18.10  1.06  1.06
20667  5  9.09 21.09  7.07  7.07
20667 10 15.09 24.09  7.07  7.07
20667 15 16.09 29.09  4.07  4.07
20667 20 21.09  1.10  2.07  2.07
20667 25 21.09  1.10  1.07  1.07
20667 30 23.09  2.10 29.06 29.06
20667 35 25.09  3.10 28.06 28.06
20667 40 27.09  4.10 26.06 26.06
20667 45 29.09  5.10 26.06 26.06
20667 50  2.10  7.10 24.06 24.06
20667 55  3.10  9.10 22.06 22.06
20667 60  4.10  9.10 22.06 22.06
20667 65  5.10 10.10 22.06 22.06
20667 70  7.10 10.10 22.06 22.06
20667 75  9.10 14.10 19.06 19.06
20667 80 10.10 14.10 18.06 18.06
20667 85 15.10 16.10 17.06 17.06
20667 90 17.10 17.10 16.06 16.06
20667 95 22.10  1.11 14.06 14.06
20674  5 29.07 13.09  3.07  3.07
20674 10  1.08 19.09 27.06 30.06
20674 15 21.08 19.09 23.06 29.06
20674 20  3.09 21.09 22.06 27.06
20674 25  7.09 22.09 21.06 23.06
20674 30  9.09 24.09 19.06 22.06
20674 35 12.09 25.09 18.06 21.06
20674 40 13.09 27.09 15.06 21.06
20674 45 17.09 27.09 14.06 19.06
20674 50 19.09 30.09 13.06 18.06
20674 55 19.09  1.10 12.06 18.06
20674 60 21.09  4.10 11.06 14.06
20674 65 22.09  5.10 11.06 13.06
20674 70 25.09  8.10  9.06 13.06
20674 75 27.09  8.10  8.06 12.06
20674 80 28.09  9.10  8.06 10.06
20674 85 30.09 13.10  7.06  8.06
20674 90  2.10 14.10  6.06  8.06
20674 95  5.10 16.10  4.06  7.06
20891  5 27.08 15.09  9.06 19.06
20891 10  2.09 18.09  9.06 16.06
20891 15  4.09 18.09  7.06 15.06
20891 20  5.09 20.09  7.06 13.06
20891 25 11.09 22.09  6.06 12.06
20891 30 12.09 22.09  5.06 10.06
20891 35 12.09 22.09  5.06 10.06
20891 40 14.09 23.09  2.06  9.06
20891 45 16.09 27.09  2.06  7.06
20891 50 16.09 28.09  1.06  7.06
20891 55 17.09 29.09  1.06  6.06
20891 60 19.09 29.09 30.05  5.06
20891 65 20.09 30.09 29.05  2.06
20891 70 21.09  1.10 27.05  2.06
20891 75 23.09  1.10 26.05  2.06
20891 80 25.09  5.10 23.05 31.05
20891 85 28.09  7.10 23.05 30.05
20891 90 29.09  9.10 20.05 26.05
20891 95  5.10 13.10 10.05 20.05
20982  5 29.08 19.09 17.06 20.06
20982 10  9.09 20.09 15.06 17.06
20982 15 11.09 22.09 14.06 15.06
20982 20 14.09 23.09 13.06 14.06
20982 25 14.09 26.09 11.06 13.06
20982 30 16.09 28.09  8.06 12.06
20982 35 18.09 29.09  7.06 11.06
20982 40 19.09 30.09  7.06 11.06
20982 45 20.09 30.09  6.06 10.06
20982 50 23.09  1.10  3.06  7.06
20982 55 24.09  1.10  3.06  7.06
20982 60 25.09  2.10  2.06  6.06
20982 65 26.09  2.10  2.06  5.06
20982 70 28.09  4.10  1.06  3.06
20982 75 30.09  6.10 30.05  2.06
20982 80  1.10  8.10 29.05  1.06
20982 85  2.10 11.10 25.05  1.06
20982 90  2.10 13.10 24.05 31.05
20982 95  8.10 19.10 16.05 29.05
21432  5  6.08 31.08  5.07 10.07
21432 10 13.08  5.09 24.06  4.07
21432 15 16.08  8.09 23.06 27.06
21432 20 20.08 10.09 22.06 25.06
21432 25 22.08 12.09 20.06 23.06
21432 30 23.08 13.09 20.06 22.06
21432 35 24.08 13.09 19.06 20.06
21432 40 28.08 14.09 19.06 20.06
21432 45 29.08 16.09 16.06 20.06
21432 50  1.09 19.09 15.06 19.06
21432 55  5.09 20.09 15.06 17.06
21432 60  7.09 20.09 14.06 16.06
21432 65  7.09 21.09 13.06 15.06
21432 70 10.09 22.09 10.06 15.06
21432 75 13.09 24.09  8.06 11.06
21432 80 16.09 27.09  7.06 10.06
21432 85 18.09 29.09  5.06  8.06
21432 90 21.09 30.09  4.06  5.06
21432 95 22.09  2.10  3.06  4.06
21802  5 24.08 15.09 16.06  1.07
21802 10  7.09 19.09 15.06 22.06
21802 15 14.09 21.09 11.06 18.06
21802 20 15.09 21.09 11.06 15.06
21802 25 16.09 22.09 10.06 15.06
21802 30 17.09 23.09  9.06 12.06
21802 35 20.09 25.09  9.06 11.06
21802 40 21.09 26.09  7.06 11.06
21802 45 22.09 27.09  5.06 10.06
21802 50 23.09 29.09  5.06  9.06
21802 55 25.09 30.09  5.06  9.06
21802 60 26.09  1.10  4.06  5.06
21802 65 27.09  2.10  3.06  5.06
21802 70 29.09  3.10  2.06  5.06
21802 75 29.09  4.10  2.06  4.06
21802 80  2.10  6.10  1.06  3.06
21802 85  3.10  7.10 31.05  2.06
21802 90  7.10 11.10 26.05 28.05
21802 95 14.10 15.10 23.05 24.05
21908  5 26.08 14.09  8.06 15.06
21908 10  2.09 17.09  4.06 11.06
21908 15  7.09 21.09  3.06  8.06
21908 20  9.09 22.09  2.06  7.06
21908 25 12.09 23.09  2.06  4.06
21908 30 13.09 26.09  1.06  3.06
21908 35 14.09 26.09 30.05  2.06
21908 40 15.09 28.09 29.05  2.06
21908 45 15.09 28.09 28.05  2.06
21908 50 18.09 30.09 26.05  1.06
21908 55 22.09  1.10 26.05 31.05
21908 60 23.09  2.10 24.05 29.05
21908 65 26.09  2.10 22.05 28.05
21908 70 27.09  3.10 21.05 26.05
21908 75 28.09  4.10 20.05 22.05
21908 80 30.09  5.10 20.05 21.05
21908 85  1.10  6.10 20.05 20.05
21908 90  4.10  7.10 19.05 20.05
21908 95  5.10 10.10 16.05 17.05
21921  5 24.08 16.09 10.06 15.06
21921 10  5.09 20.09  7.06 12.06
21921 15  9.09 22.09  3.06  9.06
21921 20  9.09 23.09  1.06  7.06
21921 25 11.09 24.09  1.06  4.06
21921 30 14.09 26.09  1.06  1.06
21921 35 16.09 27.09  1.06  1.06
21921 40 16.09 28.09 31.05  1.06
21921 45 18.09 28.09 29.05 31.05
21921 50 20.09 29.09 27.05 31.05
21921 55 21.09  1.10 26.05 31.05
21921 60 22.09  1.10 25.05 29.05
21921 65 23.09  1.10 25.05 27.05
21921 70 24.09  1.10 24.05 26.05
21921 75 28.09  2.10 22.05 25.05
21921 80 29.09  3.10 22.05 24.05
21921 85  1.10  3.10 19.05 22.05
21921 90  2.10  6.10 18.05 19.05
21921 95  3.10  9.10 13.05 15.05
21931  5 25.08 19.09  8.06 20.06
21931 10  5.09 21.09  3.06 17.06
21931 15  6.09 22.09 29.05 13.06
21931 20  8.09 23.09 29.05 10.06
21931 25  9.09 24.09 26.05  9.06
21931 30 16.09 25.09 24.05  8.06
21931 35 19.09 26.09 23.05  6.06
21931 40 22.09 26.09 23.05  5.06
21931 45 22.09 28.09 22.05  4.06
21931 50 23.09 29.09 21.05  3.06
21931 55 24.09 30.09 21.05  3.06
21931 60 25.09 30.09 20.05 31.05
21931 65 26.09 30.09 19.05 29.05
21931 70 28.09  1.10 17.05 27.05
21931 75 30.09  3.10 17.05 26.05
21931 80 30.09  3.10 11.05 23.05
21931 85  1.10  5.10 10.05 23.05
21931 90  3.10  6.10  9.05 21.05
21931 95  7.10  9.10  5.05 10.05
21946  5  3.09 12.09  8.06 24.06
21946 10  5.09 22.09  8.06 19.06
21946 15  7.09 23.09  7.06 18.06
21946 20 11.09 23.09  6.06  9.06
21946 25 11.09 23.09  5.06  8.06
21946 30 14.09 25.09  5.06  8.06
21946 35 17.09 25.09  3.06  7.06
21946 40 18.09 26.09  2.06  6.06
21946 45 20.09 28.09  1.06  5.06
21946 50 23.09 29.09 31.05  4.06
21946 55 23.09 30.09 30.05  4.06
21946 60 23.09  1.10 30.05  3.06
21946 65 25.09  2.10 29.05 31.05
21946 70 29.09  3.10 26.05 30.05
21946 75  2.10  5.10 25.05 30.05
21946 80  2.10  6.10 24.05 30.05
21946 85  3.10  8.10 20.05 26.05
21946 90  6.10  9.10 19.05 25.05
21946 95  8.10 12.10 17.05 19.05
21982  5 12.08 23.09 18.06 19.06
21982 10 13.08 23.09 17.06 18.06
21982 15 17.08 25.09 12.06 16.06
21982 20 21.08 26.09 11.06 15.06
21982 25  4.09 28.09 10.06 11.06
21982 30  5.09 28.09  8.06 11.06
21982 35  8.09 29.09  7.06  8.06
21982 40 15.09  1.10  7.06  8.06
21982 45 19.09  1.10  5.06  7.06
21982 50 19.09  2.10  5.06  7.06
21982 55 20.09  7.10  4.06  5.06
21982 60 22.09  8.10  3.06  4.06
21982 65 22.09  8.10  1.06  3.06
21982 70 30.09  8.10 31.05  1.06
21982 75 30.09 10.10 31.05 31.05
21982 80  7.10 13.10 30.05 30.05
21982 85  8.10 14.10 28.05 30.05
21982 90 14.10 18.10 24.05 24.05
21982 95 19.10 19.10 24.05 24.05
22113  5 23.09  7.10 31.05 12.06
22113 10 24.09  9.10 25.05  5.06
22113 15 29.09 11.10 20.05  1.06
22113 20  2.10 14.10 18.05 29.05
22113 25  2.10 17.10 15.05 28.05
22113 30  3.10 17.10 14.05 28.05
22113 35  4.10 18.10 13.05 26.05
22113 40  9.10 22.10 10.05 23.05
22113 45 10.10 22.10 10.05 21.05
22113 50 12.10 24.10  8.05 19.05
22113 55 12.10 28.10  5.05 18.05
22113 60 14.10  3.11  5.05 18.05
22113 65 15.10  5.11  4.05 16.05
22113 70 15.10  9.11  3.05 15.05
22113 75 17.10 11.11  1.05 14.05
22113 80 19.10 12.11 30.04 10.05
22113 85 24.10 15.11 27.04  8.05
22113 90 28.10 15.11 23.04  5.05
22113 95  3.11 16.11 31.03  2.05
22165  5 25.09 15.10 13.06 13.06
22165 10  4.10 19.10  5.06 11.06
22165 15  8.10 21.10  4.06 10.06
22165 20  9.10 24.10  3.06  9.06
22165 25 12.10 26.10  2.06  7.06
22165 30 13.10 29.10 30.05  5.06
22165 35 14.10  6.11 29.05  4.06
22165 40 15.10  6.11 28.05  3.06
22165 45 15.10 12.11 25.05 30.05
22165 50 18.10 17.11 19.05 29.05
22165 55 19.10 20.11 19.05 28.05
22165 60 21.10 21.11 18.05 28.05
22165 65 24.10 24.11 16.05 25.05
22165 70 28.10 26.11 15.05 22.05
22165 75 30.10  1.12 15.05 19.05
22165 80  1.11  2.12 12.05 18.05
22165 85  3.11  4.12  7.05 16.05
22165 90  6.11 10.12  5.05 15.05
22165 95 26.11  2.01 28.04 28.04
22217  5 20.09  7.10 11.05 29.05
22217 10 27.09  9.10 10.05 26.05
22217 15 30.09 13.10  8.05 24.05
22217 20  3.10 21.10  6.05 19.05
22217 25  4.10 21.10  6.05 14.05
22217 30  9.10 22.10  5.05 12.05
22217 35 11.10 24.10  4.05 12.05
22217 40 11.10 25.10  3.05 11.05
22217 45 13.10 28.10  2.05 10.05
22217 50 13.10 30.10  2.05  8.05
22217 55 15.10  1.11  1.05  6.05
22217 60 17.10  3.11 29.04  6.05
22217 65 20.10  3.11 28.04  4.05
22217 70 20.10  5.11 27.04  4.05
22217 75 22.10 10.11 26.04  3.05
22217 80 23.10 11.11 25.04  2.05
22217 85 29.10 15.11 24.04 28.04
22217 90  1.11 16.11 23.04 26.04
22217 95  6.11 18.11 20.04 25.04
22235  5 20.09  3.10 27.05  1.06
22235 10 23.09  8.10 25.05 30.05
22235 15 27.09  8.10 22.05 29.05
22235 20 29.09 11.10 19.05 28.05
22235 25  2.10 13.10 17.05 27.05
22235 30  3.10 16.10 16.05 27.05
22235 35  5.10 17.10 15.05 25.05
22235 40  6.10 19.10 14.05 25.05
22235 45  9.10 21.10 13.05 22.05
22235 50 10.10 22.10 12.05 20.05
22235 55 11.10 23.10 11.05 19.05
22235 60 12.10 25.10 10.05 17.05
22235 65 13.10 29.10  8.05 16.05
22235 70 14.10  1.11  6.05 15.05
22235 75 16.10  3.11  5.05 15.05
22235 80 17.10 12.11 30.04 13.05
22235 85 19.10 14.11 27.04 11.05
22235 90 23.10 15.11 26.04  8.05
22235 95  1.11 16.11 20.04  4.05
22471  5 19.09  6.10 20.05 11.06
22471 10 20.09  8.10 18.05  2.06
22471 15 28.09 11.10 12.05  1.06
22471 20  1.10 14.10  9.05 27.05
22471 25  3.10 17.10  8.05 26.05
22471 30  5.10 17.10  7.05 25.05
22471 35  6.10 21.10  5.05 23.05
22471 40  8.10 23.10  3.05 21.05
22471 45  8.10 24.10  3.05 21.05
22471 50 12.10 27.10  2.05 18.05
22471 55 12.10 28.10 30.04 15.05
22471 60 13.10 30.10 29.04 15.05
22471 65 13.10 31.10 24.04 15.05
22471 70 17.10  3.11 24.04 12.05
22471 75 17.10  6.11 22.04  7.05
22471 80 19.10  8.11 19.04  5.05
22471 85 21.10 14.11 19.04  1.05
22471 90 24.10 16.11 17.04 29.04
22471 95 30.10 17.11 14.04 20.04
22520  5  1.10  9.10 10.05 28.05
22520 10 10.10 21.10  2.05 23.05
22520 15 11.10 27.10  2.05 21.05
22520 20 14.10 29.10  2.05 18.05
22520 25 17.10  1.11 30.04 12.05
22520 30 18.10  2.11 28.04 12.05
22520 35 19.10  4.11 27.04 10.05
22520 40 20.10  6.11 26.04  5.05
22520 45 22.10  8.11 24.04  3.05
22520 50 23.10 11.11 23.04  2.05
22520 55 23.10 11.11 23.04  2.05
22520 60 26.10 16.11 21.04  1.05
22520 65 28.10 16.11 19.04 30.04
22520 70 31.10 18.11 16.04 27.04
22520 75  1.11 19.11 15.04 26.04
22520 80  1.11 23.11 14.04 26.04
22520 85  4.11  1.12 12.04 24.04
22520 90  8.11  5.12  7.04 21.04
22520 95 17.11  9.12 30.03 13.04
22550  5 26.09 13.10  5.05 29.05
22550 10  3.10 15.10  3.05 28.05
22550 15  8.10 17.10 30.04 26.05
22550 20  8.10 20.10 30.04 24.05
22550 25  9.10 24.10 28.04 23.05
22550 30 10.10 25.10 27.04 21.05
22550 35 11.10 28.10 26.04 21.05
22550 40 12.10 31.10 25.04 20.05
22550 45 12.10  2.11 23.04 15.05
22550 50 14.10  3.11 22.04 11.05
22550 55 15.10  6.11 21.04  9.05
22550 60 17.10  8.11 19.04  2.05
22550 65 17.10 12.11 18.04  1.05
22550 70 20.10 15.11 17.04 30.04
22550 75 22.10 15.11 16.04 28.04
22550 80 24.10 17.11 15.04 23.04
22550 85 26.10 19.11 13.04 21.04
22550 90 30.10 20.11  9.04 17.04
22550 95  3.11 27.11  4.04 16.04
22619  5  3.10 18.10  4.05 26.05
22619 10  7.10 23.10  4.05 20.05
22619 15 10.10 25.10  3.05 18.05
22619 20 11.10 31.10  1.05 16.05
22619 25 13.10  1.11 30.04 15.05
22619 30 17.10  5.11 30.04 12.05
22619 35 19.10  7.11 28.04  8.05
22619 40 20.10  7.11 28.04  5.05
22619 45 21.10 10.11 26.04  4.05
22619 50 23.10 11.11 24.04  3.05
22619 55 23.10 15.11 24.04  2.05
22619 60 24.10 17.11 24.04  1.05
22619 65 26.10 17.11 23.04 30.04
22619 70 30.10 21.11 20.04 30.04
22619 75  1.11 24.11 19.04 28.04
22619 80  1.11 27.11 18.04 26.04
22619 85  5.11 28.11 13.04 24.04
22619 90 11.11  1.12 11.04 20.04
22619 95 17.11  7.12 10.04 16.04
22641  5 19.09 16.10  4.05 28.05
22641 10 27.09 18.10  1.05 25.05
22641 15 28.09 23.10 30.04 24.05
22641 20  5.10 24.10 27.04 19.05
22641 25  7.10 27.10 24.04 18.05
22641 30  9.10 28.10 23.04 16.05
22641 35 11.10 30.10 20.04 12.05
22641 40 12.10 30.10 20.04 12.05
22641 45 13.10  1.11 20.04  8.05
22641 50 15.10  4.11 19.04  6.05
22641 55 16.10  5.11 19.04  5.05
22641 60 17.10  7.11 18.04  2.05
22641 65 19.10 10.11 17.04 30.04
22641 70 22.10 14.11 15.04 29.04
22641 75 23.10 15.11 15.04 26.04
22641 80 25.10 15.11 13.04 25.04
22641 85 28.10 19.11 11.04 21.04
22641 90 28.10 27.11  9.04 19.04
22641 95  3.11  1.12  3.04 15.04
22676  5 17.09  4.10  9.05  1.06
22676 10 19.09  9.10  8.05 29.05
22676 15 21.09 11.10  6.05 25.05
22676 20 29.09 16.10  5.05 23.05
22676 25  2.10 17.10  4.05 19.05
22676 30  3.10 21.10  3.05 18.05
22676 35  8.10 23.10  2.05 16.05
22676 40  8.10 26.10  1.05 15.05
22676 45 11.10 28.10 29.04 14.05
22676 50 13.10 31.10 26.04 10.05
22676 55 14.10  1.11 25.04  9.05
22676 60 14.10  2.11 24.04  8.05
22676 65 16.10  4.11 23.04  6.05
22676 70 17.10  4.11 21.04  3.05
22676 75 18.10  5.11 20.04  1.05
22676 80 21.10 12.11 19.04 30.04
22676 85 27.10 17.11 18.04 26.04
22676 90 29.10 18.11 14.04 23.04
22676 95  2.11 27.11  5.04 20.04
22768  5 21.09  9.10  2.05 29.05
22768 10 27.09 19.10 29.04 22.05
22768 15 29.09 23.10 28.04 21.05
22768 20  2.10 24.10 28.04 18.05
22768 25  6.10 27.10 27.04 18.05
22768 30  9.10 27.10 24.04 17.05
22768 35 11.10 30.10 22.04 14.05
22768 40 11.10 31.10 21.04 12.05
22768 45 16.10  3.11 18.04  5.05
22768 50 17.10  4.11 17.04  1.05
22768 55 17.10  5.11 16.04 30.04
22768 60 17.10  7.11 15.04 29.04
22768 65 19.10 12.11 15.04 28.04
22768 70 19.10 14.11 14.04 27.04
22768 75 20.10 15.11 14.04 24.04
22768 80 22.10 16.11 11.04 22.04
22768 85 24.10 17.11  9.04 19.04
22768 90 29.10 19.11  7.04 16.04
22768 95  4.11  2.12 31.03  8.04
22802  5 13.10  3.11 28.04  9.05
22802 10 15.10  5.11 26.04  2.05
22802 15 16.10  6.11 24.04 30.04
22802 20 18.10  8.11 21.04 28.04
22802 25 20.10 11.11 19.04 27.04
22802 30 23.10 13.11 18.04 26.04
22802 35 23.10 19.11 18.04 25.04
22802 40 24.10 19.11 18.04 25.04
22802 45 25.10 20.11 13.04 24.04
22802 50 28.10 22.11 13.04 24.04
22802 55 30.10 22.11 13.04 23.04
22802 60  3.11 24.11 12.04 21.04
22802 65  4.11 27.11  9.04 20.04
22802 70  5.11  4.12  9.04 18.04
22802 75  5.11  4.12  8.04 18.04
22802 80  8.11  6.12  7.04 16.04
22802 85 16.11 12.12  4.04 14.04
22802 90 18.11 23.12 24.03 13.04
22802 95 22.11  4.01 11.03  9.04
22820  5 29.09 17.10 25.04 26.05
22820 10  4.10 21.10 22.04 23.05
22820 15  8.10 24.10 21.04 22.05
22820 20 12.10 31.10 20.04 18.05
22820 25 13.10  2.11 18.04 16.05
22820 30 13.10  3.11 17.04 12.05
22820 35 14.10  6.11 15.04  7.05
22820 40 16.10  8.11 14.04  4.05
22820 45 19.10 10.11 14.04  2.05
22820 50 20.10 15.11 11.04  2.05
22820 55 21.10 16.11 11.04 30.04
22820 60 21.10 17.11 10.04 27.04
22820 65 22.10 19.11  9.04 25.04
22820 70 24.10 21.11  8.04 23.04
22820 75 26.10 26.11  6.04 22.04
22820 80 30.10 29.11  4.04 20.04
22820 85  3.11  2.12  1.04 17.04
22820 90  3.11  5.12 27.03 12.04
22820 95  6.11  6.12 22.03 11.04
22837  5 24.09 20.10 25.04 25.05
22837 10  5.10 24.10 20.04 22.05
22837 15  7.10 27.10 19.04 20.05
22837 20 13.10 30.10 17.04 18.05
22837 25 16.10  4.11 15.04 15.05
22837 30 17.10  6.11 13.04 12.05
22837 35 20.10  6.11 13.04  1.05
22837 40 22.10  6.11 13.04 27.04
22837 45 23.10 15.11 11.04 26.04
22837 50 23.10 15.11  9.04 26.04
22837 55 24.10 17.11  9.04 23.04
22837 60 26.10 18.11  8.04 22.04
22837 65 28.10 20.11  6.04 21.04
22837 70 29.10 22.11  4.04 19.04
22837 75  1.11 27.11  3.04 17.04
22837 80  4.11  3.12  1.04 15.04
22837 85  5.11  6.12 29.03 11.04
22837 90  6.11  9.12 27.03  9.04
22837 95  7.11 18.12 19.03  3.04
23022  5 19.08 29.09 19.06 20.06
23022 10 14.09  2.10 16.06 19.06
23022 15 21.09  3.10 16.06 18.06
23022 20 23.09  6.10 14.06 18.06
23022 25 27.09  7.10 10.06 16.06
23022 30 29.09 11.10  9.06 15.06
23022 35 29.09 13.10  9.06 14.06
23022 40  4.10 15.10  7.06 14.06
23022 45  4.10 16.10  7.06 13.06
23022 50  7.10 19.10  5.06 11.06
23022 55  7.10 19.10  5.06 10.06
23022 60 10.10 20.10 30.05  9.06
23022 65 11.10 23.10 29.05  9.06
23022 70 12.10 23.10 29.05  8.06
23022 75 13.10 24.10 25.05  7.06
23022 80 16.10 28.10 23.05  5.06
23022 85 19.10 30.10 19.05  2.06
23022 90 22.10 30.10 19.05 30.05
23022 95  1.11  1.11 14.05 25.05
23032  5 27.08 29.09 15.06 21.06
23032 10 13.09 29.09 13.06 16.06
23032 15 16.09  3.10 12.06 15.06
23032 20 20.09  4.10 10.06 15.06
23032 25 22.09  5.10 10.06 15.06
23032 30 23.09  5.10  8.06 14.06
23032 35 25.09  7.10  7.06 12.06
23032 40 26.09  9.10  6.06 12.06
23032 45 29.09 12.10  6.06 10.06
23032 50  3.10 12.10  6.06  9.06
23032 55  3.10 13.10  3.06  8.06
23032 60  5.10 16.10  2.06  6.06
23032 65  6.10 17.10 31.05  6.06
23032 70  7.10 19.10 31.05  6.06
23032 75 11.10 20.10 28.05  3.06
23032 80 12.10 22.10 25.05 30.05
23032 85 15.10 23.10 21.05 28.05
23032 90 17.10 25.10 18.05 25.05
23032 95 20.10  3.11 14.05 22.05
23058  5 10.09 23.09 18.06 26.06
23058 10 14.09 28.09 17.06 18.06
23058 15 26.09  1.10 14.06 16.06
23058 20 27.09  3.10 13.06 15.06
23058 25 28.09  3.10 13.06 13.06
23058 30 29.09  4.10  9.06 12.06
23058 35  2.10  7.10  9.06  9.06
23058 40  2.10  7.10  8.06  9.06
23058 45  3.10  9.10  7.06  8.06
23058 50  4.10 11.10  6.06  7.06
23058 55  6.10 12.10  4.06  6.06
23058 60  7.10 13.10  3.06  4.06
23058 65  8.10 14.10 31.05  3.06
23058 70 12.10 18.10 31.05 31.05
23058 75 14.10 21.10 30.05 31.05
23058 80 18.10 22.10 28.05 30.05
23058 85 21.10 22.10 27.05 30.05
23058 90 24.10 24.10 19.05 27.05
23058 95  1.11  1.11 18.05 19.05
23074  5 30.08 23.09 21.06 21.06
23074 10 12.09 26.09 18.06 19.06
23074 15 17.09 26.09 15.06 17.06
23074 20 20.09 27.09 11.06 15.06
23074 25 21.09 28.09  9.06 13.06
23074 30 22.09 28.09  8.06 11.06
23074 35 23.09 29.09  8.06 10.06
23074 40 23.09  2.10  7.06  9.06
23074 45 25.09  3.10  7.06  8.06
23074 50 26.09  3.10  6.06  7.06
23074 55 26.09  4.10  6.06  7.06
23074 60 27.09  4.10  6.06  6.06
23074 65 30.09  8.10  4.06  6.06
23074 70  1.10  9.10  3.06  6.06
23074 75  3.10 12.10  3.06  4.06
23074 80  3.10 13.10  2.06  3.06
23074 85  4.10 14.10 31.05  2.06
23074 90  7.10 14.10 30.05 31.05
23074 95 13.10 20.10 17.05 30.05
23205  5 15.09  3.10  6.06 16.06
23205 10 17.09  5.10  3.06 13.06
23205 15 21.09  6.10  2.06 11.06
23205 20 25.09  7.10 30.05  6.06
23205 25 27.09  7.10 28.05  4.06
23205 30 29.09  8.10 27.05  3.06
23205 35  1.10 10.10 23.05  2.06
23205 40  2.10 13.10 22.05  1.06
23205 45  3.10 14.10 21.05 31.05
23205 50  6.10 17.10 18.05 28.05
23205 55  7.10 17.10 17.05 28.05
23205 60  8.10 18.10 15.05 27.05
23205 65 10.10 19.10 15.05 25.05
23205 70 12.10 22.10 12.05 23.05
23205 75 13.10 23.10 11.05 21.05
23205 80 14.10 24.10 10.05 17.05
23205 85 17.10 30.10  8.05 15.05
23205 90 19.10  3.11  4.05 12.05
23205 95 23.10  9.11 30.04 11.05
23242  5 22.09 29.09 18.06 21.06
23242 10 26.09  1.10 16.06 17.06
23242 15 28.09  1.10 13.06 16.06
23242 20 30.09  3.10 12.06 13.06
23242 25  1.10  3.10 11.06 11.06
23242 30  1.10  5.10  9.06 10.06
23242 35  2.10  7.10  8.06  8.06
23242 40  3.10 10.10  6.06  7.06
23242 45  5.10 11.10  4.06  6.06
23242 50  7.10 11.10  3.06  3.06
23242 55  8.10 12.10 31.05 31.05
23242 60 11.10 13.10 30.05 30.05
23242 65 11.10 16.10 28.05 30.05
23242 70 12.10 17.10 26.05 28.05
23242 75 12.10 17.10 24.05 28.05
23242 80 14.10 18.10 22.05 25.05
23242 85 17.10 21.10 19.05 24.05
23242 90 18.10 26.10 19.05 19.05
23242 95  1.11  1.11 16.05 18.05
23256  5 11.09 26.09 10.06 17.06
