22217 1-3  43.6  34.5  64.8  65.0  75.8  64.7  68.4  66.1  61.5  52.4  37.5  50.9  48.7  66.0  59.5
22217 4-6   5.1   5.2   2.8   3.4   9.9   7.8   5.3   3.4   4.6   6.7  16.1   0.0   6.0   5.3   5.5
22217 >6    2.6   1.7   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.5   0.0   0.2
22235 0    55.0  46.8  43.2  25.2  19.2  26.7  21.0  33.2  26.9  18.1  25.1  43.2  34.4  26.7  31.2
22235 1-3  45.0  47.7  56.8  71.0  77.8  73.3  79.0  66.8  69.8  76.8  67.2  53.5  61.3  71.2  65.4
22235 4-6   0.0   3.7   0.0   2.8   3.0   0.0   0.0   0.0   3.3   5.1   7.2   3.2   4.1   2.0   3.2
22235 >6    0.0   1.8   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.4   0.0   0.3   0.0   0.2
22471 0    61.0  41.9  49.4  30.2   9.1  21.1  12.3  23.0  30.9  29.1  50.9  48.4  46.6  22.6  37.5
22471 1-3  36.6  56.5  48.3  60.5  60.6  31.6  79.0  68.9  59.8  60.3  46.6  48.4  49.2  63.2  54.5
22471 4-6   2.4   1.6   2.3   9.3  27.3  47.4   8.8   8.1   9.3  10.6   2.5   3.2   4.3  13.8   7.9
22471 >6    0.0   0.0   0.0   0.0   3.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.5   0.2
22520 0     9.1  16.0  17.7  11.1   5.5   5.3   6.0  13.7   8.5  15.4   4.4  15.8  14.0   8.0  10.0
22520 1-3  87.9  80.0  72.9  77.8  65.6  67.1  49.3  66.3  75.6  69.2  71.1  76.3  75.4  64.9  68.4
22520 4-6   3.0   4.0   9.4  11.1  27.3  27.6  42.0  16.8  14.6  15.4  24.4   7.9  10.6  25.5  20.6
22520 >6    0.0   0.0   0.0   0.0   1.6   0.0   2.7   3.2   1.2   0.0   0.0   0.0   0.0   1.6   1.1
22550 0    37.6  36.6  33.1  25.8  27.1  23.0  29.7  28.6  25.8  21.1  29.4  32.9  30.4  26.7  28.5
22550 1-3  61.4  60.6  65.4  70.4  63.5  68.9  70.3  70.8  72.6  71.4  63.2  62.4  65.1  70.2  67.7
22550 4-6   1.0   2.8   1.5   2.5   8.2   8.2   0.0   0.6   1.6   7.4   6.6   4.7   4.4   2.8   3.6
22550 >6    0.0   0.0   0.0   1.3   1.2   0.0   0.0   0.0   0.0   0.0   0.7   0.0   0.1   0.4   0.3
22619 0    70.6  50.0  34.5  23.9  15.5  20.5  30.8  35.1  22.6  32.3  17.7  50.0  40.3  22.5  27.8
22619 1-3  23.5  50.0  65.5  70.2  76.2  66.7  61.5  62.2  75.5  58.1  64.7  43.8  53.2  71.0  65.7
22619 4-6   0.0   0.0   0.0   6.0   8.3  12.8   7.7   2.7   1.9   3.2  17.7   6.3   4.0   6.5   5.8
22619 >6    5.9   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   6.5   0.0   0.0   2.4   0.0   0.7
22641 0    73.5  54.9  71.8  55.3  32.5  38.9  66.7  56.6  51.5  39.5  53.8  67.4  60.6  51.1  56.7
22641 1-3  25.3  39.2  27.3  39.5  50.0  38.9  33.3  43.4  45.5  54.7  46.3  24.5  36.4  43.3  39.3
22641 4-6   1.2   5.9   0.9   5.3  17.5  16.7   0.0   0.0   3.0   5.8   0.0   8.2   3.1   5.3   4.0
22641 >6    0.0   0.0   0.0   0.0   0.0   5.6   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.3   0.1
22676 0    80.7  80.0  67.3  66.2  47.3  61.4  60.6  60.8  52.5  29.7  70.2  75.0  66.6  57.8  60.8
22676 1-3  16.5  20.0  32.7  32.4  50.9  38.6  39.4  38.3  46.6  67.6  23.4  23.1  31.0  41.4  37.9
22676 4-6   0.0   0.0   0.0   1.4   1.8   0.0   0.0   0.9   0.9   1.4   6.4   1.9   1.3   0.8   1.0
22676 >6    0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
22768 0    68.9  85.7  47.5  26.5  42.6  44.0  56.3  48.5  38.3  30.4  34.4  58.3  45.2  41.2  42.8
22768 1-3  24.4  14.3  49.2  69.1  53.2  52.0  41.7  51.5  56.0  61.7  63.9  41.7  50.2  55.0  53.1
22768 4-6   4.4   0.0   3.4   4.4   4.3   4.0   2.1   0.0   5.7   7.8   1.6   0.0   4.3   3.8   4.0
22768 >6    0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
22802 0    65.7  55.5  45.1  53.4  47.1  51.6  84.6  82.4  77.7  59.4  42.0  59.5  53.6  69.5  62.1
22802 1-3  29.8  39.8  48.4  45.2  49.6  43.3  14.5  17.2  21.0  37.9  39.7  39.2  40.1  28.9  34.2
22802 4-6   3.8   4.2   6.6   1.0   3.4   5.2   0.9   0.4   0.6   2.3  18.3   0.0   5.9   1.3   3.5
22802 >6    0.8   0.5   0.0   0.5   0.0   0.0   0.0   0.0   0.6   0.5   0.0   1.3   0.4   0.3   0.3
22820 0    23.3  18.8  13.8   7.6  11.6   9.8  30.0  34.8  14.0  23.6  37.8  31.3  23.0  15.0  18.1
22820 1-3  76.7  68.8  78.0  79.1  73.2  82.6  64.0  58.0  84.2  73.0  52.7  68.8  69.9  75.8  73.5
22820 4-6   0.0  12.5   8.3  12.7  15.2   7.6   6.0   7.3   1.8   3.4   9.5   0.0   7.1   9.1   8.3
22820 >6    0.0   0.0   0.0   0.6   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.2   0.1
22837 0    75.0  51.1  71.7  40.2  36.7  52.6  62.3  69.9  71.9  36.4  59.4  57.1  60.2  59.0  59.3
22837 1-3  25.0  46.8  28.3  52.9  58.3  40.4  36.2  30.1  28.2  57.6  40.6  37.1  37.9  38.4  38.2
22837 4-6   0.0   2.1   0.0   6.9   5.0   7.0   1.5   0.0   0.0   0.0   0.0   5.7   1.2   2.6   2.2
22837 >6    0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   6.1   0.0   0.0   0.8   0.0   0.3
23022 0     8.3   6.8   1.5   3.3   2.6   1.4   1.7   3.7   2.2   3.7   4.8   0.0   3.9   2.3   2.5
23022 1-3  36.1  47.7  50.7  32.8  40.5  44.6  54.5  47.0  47.1  26.6  29.8  34.9  34.2  47.8  46.6
23022 4-6  38.9  29.6  26.1  33.6  33.2  36.4  34.5  33.7  35.4  50.0  46.4  48.8  43.0  34.7  35.4
23022 >6   16.7  13.6  20.3  30.3  22.2  15.3   9.2  12.3  14.1  19.3  19.1  16.3  18.4  13.5  13.9
23032 0    11.1  21.9  13.5   8.8   4.8   2.2   1.3   2.8   4.3   2.9   9.3  25.7   8.9   2.7   3.3
23032 1-3  33.3  53.1  54.1  36.7  38.9  34.4  37.0  41.9  40.2  27.8  35.1  42.9  36.0  38.2  38.0
23032 4-6  44.4  18.8  20.3  36.1  37.3  45.4  46.8  46.2  32.8  41.5  33.0  17.1  33.8  43.8  42.8
23032 >6   11.1   3.1  12.2  18.4  19.0  16.0  14.6   9.1  22.8  27.0  22.7  14.3  20.8  14.9  15.4
23058 0    28.6  25.0  20.6   9.9   6.5   5.3  10.0   8.0   8.1   5.7  11.6  32.4  11.9   7.2   8.5
23058 1-3  42.9  50.0  61.8  37.0  47.0  41.1  38.8  56.7  45.7  44.1  55.8  43.2  46.8  44.8  45.4
23058 4-6  19.1   8.3  14.7  33.3  31.6  39.9  43.8  29.3  41.0  42.3  25.6  18.9  33.6  36.9  36.0
23058 >6    9.5  16.7   0.0  16.1  12.1  11.2   7.5   4.0   4.3   7.2   7.0   5.4   7.1   9.0   8.5
23074 0    57.9  53.5  16.7  31.3  10.2  20.0  37.5  15.6  11.4  10.8  23.5  34.3  41.1  16.5  28.2
23074 1-3  38.2  34.9  66.7  43.8  50.9  55.4  50.0  77.8  75.0  67.6  76.5  62.9  50.5  61.2  56.1
23074 4-6   4.0   9.3  16.7  25.0  32.2  24.6  12.5   6.7  11.4  16.2   0.0   0.0   6.5  20.3  13.8
23074 >6    0.0   2.3   0.0   0.0   6.8   0.0   0.0   0.0   2.3   5.4   0.0   2.9   1.9   2.1   2.0
23205 0    46.8  47.4  29.8  21.7   7.7   4.9   9.2  17.8   8.7  12.8  33.7  42.0  33.5  12.0  22.0
23205 1-3  53.3  52.6  66.7  72.5  75.6  73.2  73.7  76.7  87.4  81.4  62.8  58.0  64.0  77.5  71.2
23205 4-6   0.0   0.0   3.5   5.8  16.7  22.0  17.1   5.6   3.9   4.7   3.5   0.0   2.3  10.5   6.7
23205 >6    0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   1.2   0.0   0.0   0.3   0.0   0.1
23242 0    30.8  11.1  28.3  23.8  12.8   7.3  20.1  17.0  10.7  16.7  22.2  15.0  19.9  13.2  15.2
23242 1-3  33.9  55.6  54.7  38.1  50.4  51.4  42.8  42.2  49.3  34.2  50.0  38.3  39.4  47.4  45.1
23242 4-6  23.1   5.6  11.3  27.6  30.1  31.3  25.8  34.7  32.6  36.0  18.1  15.0  26.3  30.6  29.3
23242 >6   10.8  27.8   3.8  10.5   6.2  10.0  11.3   6.1   7.4  13.1   9.7  31.7  14.0   8.7  10.3
23256 0    21.9  32.4  14.1  17.2   7.2  11.4   6.7  11.9  16.1  11.2  13.8  15.7  14.6  12.1  13.1
23256 1-3  25.0  48.7  59.4  53.1  44.6  41.4  53.3  64.3  51.2  47.8  62.1  47.1  50.2  48.7  49.3
23256 4-6  25.0  13.5  20.3  25.8  37.4  34.6  36.7  19.1  24.4  29.1  16.1  25.5  24.1  30.3  27.9
23256 >6   28.1   5.4   6.3   3.9  10.8  12.7   3.3   4.8   8.3   7.6   8.1  11.8   9.0   8.9   8.9
23274 0    59.8  58.8  73.3  48.3  11.8  24.4  38.9  28.6  33.3   8.1  47.4  57.1  57.0  30.1  52.1
23274 1-3  39.7  41.2  26.7  51.7  73.5  57.8  55.6  70.2  61.5  48.7  51.8  42.6  41.5  63.4  45.5
23274 4-6   0.6   0.0   0.0   0.0  14.7  17.8   5.6   1.2   5.2  40.5   0.9   0.4   1.5   6.5   2.4
23274 >6    0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   2.7   0.0   0.0   0.1   0.0   0.1
23324 0    34.2  54.3  17.3  20.7  10.7  27.3  17.5  13.8   8.1  17.1  24.2  45.2  27.4  14.1  19.5
23324 1-3  63.4  45.7  78.9  69.0  71.4  61.4  71.9  77.3  79.4  70.3  66.3  50.0  65.2  74.2  70.5
23324 4-6   2.4   0.0   3.9   5.2  15.5  11.4  10.5   9.0  12.5  11.7   6.3   4.8   6.4  10.8   9.0
23324 >6    0.0   0.0   0.0   5.2   2.4   0.0   0.0   0.0   0.0   0.9   3.2   0.0   1.1   0.9   1.0
23330 0    51.5  46.3  51.1  26.3  27.3  22.5  51.4  52.9  35.9  22.1  51.3  49.0  38.6  36.8  37.8
23330 1-3  47.0  53.7  44.7  57.9  67.3  57.1  45.7  46.0  57.3  54.8  47.5  49.0  50.8  55.2  52.8
23330 4-6   1.5   0.0   0.0  14.0   5.5  20.4   2.9   1.2   5.8   8.5   1.3   0.0   3.9   7.5   5.5
23330 >6    0.0   0.0   2.1   1.8   0.0   0.0   0.0   0.0   1.0   0.0   0.0   2.0   0.4   0.5   0.5
23383 0    83.3        66.7   0.0  45.5  75.6  85.1  80.4  80.7  47.6              56.7  79.9  78.5
23383 1-3   0.0         0.0   0.0  36.4  22.2  14.2  18.8  14.8  38.1              26.7  17.6  18.2
23383 4-6  16.7         0.0  50.0   9.1   2.2   0.7   0.7   4.6   9.5              10.0   2.1   2.6
23383 >6    0.0        33.3  50.0   9.1   0.0   0.0   0.0   0.0   4.8               6.7   0.4   0.8
23405 0    31.5  16.2  17.1  15.7   7.4  15.6   8.3  11.6  14.6  17.1  15.9  44.1  23.9  12.7  18.7
23405 1-3  60.5  75.7  77.1  68.6  66.7  62.5  72.9  72.3  72.4  67.9  66.4  54.8  65.2  70.8  67.7
23405 4-6   7.3   5.4   2.9  13.7  22.2  21.9  18.8  15.2  13.0  14.4  16.8   1.2  10.1  15.8  12.7
23405 >6    0.8   2.7   2.9   2.0   3.7   0.0   0.0   0.9   0.0   0.5   0.9   0.0   0.9   0.8   0.9
23445 0    12.5   0.0  18.2  14.3   7.4  17.1  36.0  36.1  23.7  11.5  45.2  43.5  23.0  22.2  22.5
23445 1-3  62.5  60.0  72.7  62.9  83.8  71.4  64.0  61.1  65.8  68.8  47.6  34.8  60.2  68.8  65.5
23445 4-6  12.5  40.0   4.6  14.3   8.8   8.6   0.0   2.8  10.5  16.7   2.4   4.4  11.2   7.7   9.1
23445 >6   12.5   0.0   0.0   8.6   0.0   2.9   0.0   0.0   0.0   3.1   2.4  17.4   4.6   1.3   2.6
23463 0                66.7  57.1  72.2  57.1  91.0  83.9  75.0  61.5  57.1 100.0  63.6  80.5  79.3
23463 1-3              33.3  42.9  25.0  42.9   9.0  16.1  25.0  38.5  14.3   0.0  31.8  19.3  20.2
23463 4-6               0.0   0.0   2.8   0.0   0.0   0.0   0.0   0.0  28.6   0.0   4.6   0.2   0.5
23463 >6                0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
23472 0    33.3  68.0  33.3  25.0  10.0  18.2  33.3  20.8  20.7   4.1  20.0  37.9  23.3  19.1  20.5
23472 1-3  63.3  24.0  66.7  50.0  82.5  75.0  66.7  75.2  76.7  74.2  66.7  58.6  63.4  76.1  71.8
23472 4-6   3.3   4.0   0.0  12.5   7.5   6.8   0.0   4.0   2.6  20.6  13.3   0.0  11.9   4.5   7.0
23472 >6    0.0   4.0   0.0  12.5   0.0   0.0   0.0   0.0   0.0   1.0   0.0   3.5   1.5   0.3   0.7
23552 0     0.0  30.8  18.2   9.1   0.0  25.0  50.0  29.6  36.4  21.6   8.3   0.0  17.2  23.2  20.8
23552 1-3 100.0  69.2  81.8  90.9  96.6  75.0  50.0  70.5  63.6  73.0  91.7 100.0  80.5  76.0  77.8
23552 4-6   0.0   0.0   0.0   0.0   3.5   0.0   0.0   0.0   0.0   5.4   0.0   0.0   2.3   0.8   1.4
23552 >6    0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
23631 0    25.4  24.4  18.8  18.0  27.3  29.4  28.0  28.1  15.6  19.1  28.6  41.0  25.9  22.2  24.6
23631 1-3  61.4  57.1  75.0  70.0  56.8  58.8  68.0  62.9  68.9  68.0  60.7  53.0  61.5  65.4  62.8
23631 4-6   9.7  18.6   6.3  12.0  15.9  11.8   4.0   9.0  14.8  10.1   7.1   2.0  10.2  12.1  10.9
23631 >6    3.5   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.8   1.1   3.6   4.0   2.0   0.3   1.4
23662 0    75.0  83.3  66.7  33.3  34.8  33.3  45.7  61.3  44.4  22.0  60.0 100.0  35.8  48.7  45.4
23662 1-3   0.0  16.7   0.0  66.7  52.2  66.7  50.0  37.8  54.6  70.7  20.0   0.0  55.1  49.1  50.6
23662 4-6   0.0   0.0   0.0   0.0  13.0   0.0   4.4   0.9   0.9   2.4  20.0   0.0   2.8   2.2   2.3
23662 >6   25.0   0.0  16.7   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   1.8   0.0   0.5
23678 0    63.9  16.7 100.0  57.1  28.9  25.7  40.8  30.9  22.6  16.2  33.3  45.8  40.0  30.1  32.6
23678 1-3  30.6  83.3   0.0  42.9  68.9  74.3  59.2  69.1  77.5  81.1  66.7  54.2  57.3  69.6  66.5
23678 4-6   5.6   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   2.7   0.0   0.0   2.7   0.0   0.7
23678 >6    0.0   0.0   0.0   0.0   2.2   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.3   0.2
23711 0    69.8  60.9  25.0  24.1  35.4  42.9  50.0  32.2  40.6  25.6  13.7  45.8  36.1  36.5  36.3
23711 1-3  28.6  39.1  75.0  72.2  53.9  53.6  50.0  64.4  57.0  61.3  72.6  54.2  55.9  59.7  57.8
23711 4-6   1.6   0.0   0.0   3.8  10.8   3.6   0.0   3.5   2.3  13.1  11.8   0.0   7.8   3.9   5.8
23711 >6    0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   2.0   0.0   0.2   0.0   0.1
23724 0    50.0  40.0  60.0  50.0  35.9  51.2  63.6  61.4  45.5  60.0  61.9 100.0  60.8  52.2  53.5
23724 1-3  50.0  60.0  40.0  50.0  62.5  46.3  35.4  38.6  54.5  40.0  38.1   0.0  39.2  47.3  46.1
23724 4-6   0.0   0.0   0.0   0.0   1.6   2.4   1.0   0.0   0.0   0.0   0.0   0.0   0.0   0.5   0.5
23724 >6    0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
23734 0    72.4  90.3  62.9  48.2  43.3  64.0  50.0  50.4  55.2  40.8  50.3  80.2  54.2  51.5  53.1
23734 1-3  25.0   6.5  28.6  48.2  52.2  28.0  36.4  48.2  43.3  52.2  46.2  19.8  40.9  45.5  42.9
23734 4-6   1.3   0.0   8.6   3.5   4.5   8.0  13.6   1.4   1.0   5.0   2.8   0.0   3.5   2.8   3.2
23734 >6    0.0   3.2   0.0   0.0   0.0   0.0   0.0   0.0   0.5   1.2   0.7   0.0   0.8   0.2   0.6
23867 0    90.0  80.0  90.9  33.3  33.3  52.4  75.5  66.0  68.3  34.0  85.7 100.0  63.6  64.9  64.7
23867 1-3  10.0  20.0   9.1  53.3  61.1  38.1  24.5  33.5  31.1  47.2  14.3   0.0  28.0  33.6  32.6
23867 4-6   0.0   0.0   0.0  13.3   5.6   9.5   0.0   0.5   0.6   9.4   0.0   0.0   4.2   1.5   2.0
23867 >6    0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0   0.0
23884 0    90.5  82.4  75.0  37.5  79.5  73.3  74.5  75.1  77.7  47.8  60.0  88.2  73.9  75.4  75.2
